,original,perturbed,type
180,"Well, as Goethe once said, there really isn't any point in trying to pass a negative judgement that aspires to be objective on ""something that has had a great effect"". ""La Maman et La Putain"" has surely passed into history as an influence on much of what's been done in France and elsewhere in the past thirty years and no one interested in the history of film, certainly, should be dissuaded from watching it. To express a purely subjective judgement, however, I feel compelled to disagree with almost every other review posted here and say to people: ""Don't watch it; it's a waste of hours of your time that will just leave you feeling rather sick and angry."" And by that I don't mean ""sick and angry"" about ""the human condition"" or anything so general and profound as that, because that is exactly the line that most critics have adopted in their fulsome praise of the film - ""an ordeal to watch in its ruthless dissection of our emotional cowardice and cruelty"" and so on - and, if it really managed to put across a universally or even broadly relevant message of this sort, then the director would have good reason to be satisfied with himself, however pessimistic his conclusions may be. My beef with the film is rather that I don't see this hours-long record of empty vanity and petty treachery as being justified or excused by any GENERALLY relevant message at all. All three main characters are deeply morally unattractive individuals: Alexandre to the greatest degree, of course, because we see by far the most of him and because he seldom shuts up for more than thirty seconds; Marie perhaps to the least degree, because we see the least of her. Alexandre's affected and pretentious monologues have a kind of amusement value, of course, but the amusement wears thin as one comes more and more clearly to realize that Jean-Pierre Léaud is most likely not even acting and that, with absurd remarks like ""un homme beau comme un film de Nicholas Ray"", he really was just reproducing word-for-word opinions that were accepted as authentic and profound by the milieu in which he, along with the director Eustache, had been living for about ten years by the time of the making of the film. I suppose if the tone of relentless superficiality and triviality had been sustained throughout 100% of the film, it might have worked as a long sardonic comedy about a particularly shallow, worthless and despicable post-'68 milieu. What made, however, this viewer at least extremely angry with the director was his granting of at least one lengthy scene each to Alexandre and Veronika in which we are clearly expected to empathize with and feel for them as if they shared a moral universe with us. If a man can get away with living in the flat of and professing to love one woman, sleeping (mostly in this very flat) with another, and running around Paris proposing marriage to yet a third, well, I suppose I can wish him the best of luck in the dog-eat-dog world he's chosen to create for himself. What I can't, however, in all conscience do is listen even for a moment to maudlin monologues from him in which he speaks about his ""anxiety"" and his ""despair"". The same goes double for the even more despicable Veronika, whom we are shown barging drunk into the apartment and even the bed shared by Marie and Alexandre and behaving there with an infantile inconsistency tantamount to the most savage and heartless cruelty. As I say, if ""La Maman et La Putain"" is intended to be nothing more nor other than a portrait of Alexandre, Veronika and Marie, three individuals whom any even halfway decent person would never admit into their company let alone their home, then I suppose there is a kind of legitimacy in praising the director for being ""unflinching"" (though why one should even feel like ""flinching"" once one had consciously opted to create such thoroughly repellent characters to filmically observe I can't imagine). The problem, however, is that the director is clearly convinced - and appears to have succeeded in convincing generations of critics - that Alexander, Veronika and Marie are somehow representative of human beings in general and of the limits of human beings' emotional capabilities. This latter idea, however, is arrant and offensive nonsense. There may indeed be an inherent fallibility and tendency to tragedy in human relations in general and sexual relations in particular. But the nature and degree of this fallibility and tendency to tragedy can only possibly be determined by people who make a sincere and serious effort to make such relations work. It surely needs no cinematic or authorial genius to convey to us the information that a man who behaves like Alexandre is going to end up hated, miserable, and alone, or that women who insist on expecting love from a man like Alexandre are going to end up disappointed and bitter. Watch ""La Maman et La Putain"" if you're historically interested in what passed for culture and human interaction in a certain post-'68 Parisian milieu which was probably, unfortunately, not restricted to just a few particularly anti-social types like these. But please don't make the mistake of believing that what is recorded here has any general relevance for humanity in the way that a film by Jean Renoir or Martin Scorsese might be argued to have.","Well, as Goethe once said, there really isn't any point in trying to pass a negative judgement that aspires to be objective on ""something that has had a great effect"". ""La Maman et La Putain"" has surely passed into history as an influence on much of what's been done in France and elsewhere in the past thirty years and no one interested in the history of film, certainly, should be dissuaded from watching it. To express a purely subjective judgement, however, I feel compelled to disagree with almost every other review posted here and say to people: ""Don't watch it; it's a loosing of hours of your tiempo that will just leave you feeling rather sick and angry."" And by that I don't mean ""sick and angry"" about ""the human condition"" or anything so general and profound as that, because that is exactly the line that most critics have adopted in their fulsome praise of the film - ""an ordeal to watch in its ruthless dissection of our emotional cowardice and cruelty"" and so on - and, if it really managed to put across a universally or even broadly relevant message of this sort, then the director would have good reason to be satisfied with himself, however pessimistic his conclusions may be. My beef with the film is rather that I don't see this hours-long record of empty vanity and petty treachery as being justified or excused by any GENERALLY relevant message at all. All three main characters are deeply morally unattractive individuals: Alexandre to the greatest degree, of course, because we see by far the most of him and because he seldom shuts up for more than thirty seconds; Marie perhaps to the least degree, because we see the least of her. Alexandre's affected and pretentious monologues have a kind of amusement value, of course, but the amusement wears slender as one comes more and more clearly to realize that Jean-Pierre Léaud is most likely not even acting and that, with absurd remarks like ""un homme beau comme un film de Nicholas Ray"", he really was just reproducing word-for-word opinions that were accepted as authentic and profound by the milieu in which he, along with the director Eustache, had been living for about ten years by the time of the making of the film. I suppose if the tone of relentless superficiality and triviality had been sustained throughout 100% of the film, it might have worked as a long sardonic comedy about a particularly shallow, worthless and despicable post-'68 milieu. What made, however, this viewer at least extremely angry with the director was his granting of at least one lengthy scene each to Alexandre and Veronika in which we are clearly expected to empathize with and feel for them as if they shared a moral universe with us. If a man can get away with living in the flat of and professing to love one woman, sleeping (mostly in this very flat) with another, and running around Paris proposing marriage to yet a third, well, I suppose I can wish him the best of luck in the dog-eat-dog world he's chosen to create for himself. What I can't, however, in all conscience do is listen even for a moment to maudlin monologues from him in which he speaks about his ""anxiety"" and his ""despair"". The same goes double for the even more despicable Veronika, whom we are shown barging drunk into the apartment and even the bed shared by Marie and Alexandre and behaving there with an infantile inconsistency tantamount to the most savage and heartless cruelty. As I say, if ""La Maman et La Putain"" is intended to be nothing more nor other than a portrait of Alexandre, Veronika and Marie, three individuals whom any even halfway decent person would never admit into their company let alone their home, then I suppose there is a kind of legitimacy in praising the director for being ""unflinching"" (though why one should even feel like ""flinching"" once one had consciously opted to create such thoroughly repellent characters to filmically observe I can't imagine). The problem, however, is that the director is clearly convinced - and appears to have succeeded in convincing generations of critics - that Alexander, Veronika and Marie are somehow representative of human beings in general and of the limits of human beings' emotional capabilities. This latter idea, however, is arrant and offensive nonsense. There may indeed be an inherent fallibility and tendency to tragedy in human relations in general and sexual relations in particular. But the nature and degree of this fallibility and tendency to tragedy can only possibly be determined by people who make a sincere and serious effort to make such relations work. It surely needs no cinematic or authorial genius to convey to us the information that a man who behaves like Alexandre is going to end up hated, miserable, and alone, or that women who insist on expecting love from a man like Alexandre are going to end up disappointed and bitter. Watch ""La Maman et La Putain"" if you're historically interested in what passed for culture and human interaction in a certain post-'68 Parisian milieu which was probably, unfortunately, not restricted to just a few particularly anti-social types like these. But please don't make the mistake of believing that what is recorded here has any general relevance for humanity in the way that a film by Jean Renoir or Martin Scorsese might be argued to have.",Successful
497,"C'mon guys some previous reviewers have nearly written a novel commenting on this episode. It's just an old 60's TV show ! This episode of Star Trek is notable because of the most serious babe (Yeoman Barrow's) ever used on Star Trek and the fact that it was filmed in a real outdoor location. Unlike the TNG and Voyager series which were totally confined to sound stages.<br /><br />This use of an outdoor location (and babe) gives proper depth and an almost film like quality to a quite ordinary episode of this now dated and very familiar show.<br /><br />Except a few notable exceptions i.e ""The city on the edge of forever"" , ""assignment Earth"" and ""Tomorrow is Yesterday"" The old series of Star Trek needs to be seriously moth-balled and put out of it's boring misery. Half a dozen good episodes from 79 is quite a poor batting average.<br /><br />This is typical of the boring stuff Gene Roddenberry produced back then actually, contrary to popular belief where some people worshiped the ground he walked on, he actually made a LOT of rubbish! He doesn't deserve to be spoken of in the same breath as Irwin Allen for example.<br /><br />Just look at the set of the bridge of the Enterprise from a modern point of view. They used wobbly plywood for the floor, cafeteria chairs with plastic backs and cheap cardboard above the instrument panels. You can clearly see the folds in the paper ! Every expense spared or what !","C'mon guys some previous reviewers have nearly written a novel commenting on this episode. It's just an old 60's TV show ! This episode of Star Trek is notable because of the most serious babe (Yeoman Barrow's) ever used on Star Trek and the fact that it was filmed in a real outdoor location. Unlike the TNG and Voyager series which were totally confined to sound stages.<br /><br />This use of an outdoor location (and babe) gives proper depth and an almost film like quality to a quite simple episode of this now orn and very familiar show.<br /><br />Except a few notable exceptions i.e ""The city on the edge of forever"" , ""assignment Earth"" and ""Tomorrow is Yesterday"" The old series of Star Trek needs to be seriously moth-balled and put out of it's boron misery. Half a dozen good episodes from 79 is quite a disadvantaged batting average.<br /><br />This is typical of the dismal stuff Gene Roddenberry produced back then actually, contrary to popular belief where some people worshiped the ground he walked on, he actually made a LOT of trash! He doesn't deserve to be spoken of in the same breath as Irwin Allen for example.<br /><br />Just look at the set of the bridge of the Enterprise from a modern point of view. They used wobbly plywood for the floor, cafeteria chairs with plastic backs and affordable cardboard above the instrument panels. You can clearly see the folds in the paper ! Every expense spared or what !",Successful
827,"A dedicated fan to the TLK movies, with the first one being a milestone and the second probably the best sequel Disney has produced, along comes this film... Now I'm not arguing with animation, voice work, music, but this is no more than a Timon/Pumbaa screwloose in the TLK atmosphere. Although it isn't bad, it doesn't add anything. Basically this movie is one big joke... and that's about all that saves it. Make a real TLK3, Disney! The potential is there.<br /><br />4/10","A dedicated fan to the TLK movies, with the first one being a milestone and the second probably the best sequel Disney has produced, along comes this film... Now I'm not arguing with animation, voice work, music, but this is no more than a Timon/Pumbaa screwloose in the TLK atmosphere. Although it isn't bad, it doesn't add anything. Greatly this drama is one big funny... and that's about all that saves it. Make a real TLK3, Disney! The potential is there.<br /><br />4/10",Successful
729,"All I can really say is that I'm glad that I was knitting socks while watching the movie, or I would be very angry for having wasted 2 hours of my life. The acting was terrible, the plot was even worse. There were some scenes that were meant to be serious that had my husband and I laughing out loud. I highly recommend this movie to people who like to do their own version of MST3K.","All I can really say is that I'm glad that I was knitting socks while watching the movie, or I would be very angry for having wasted 2 hours of my life. The acting was scary, the plot was even saddest. There were some scenes that were meant to be serious that had my husband and I laughing out loud. me highly recommend this movie to people who like to do their own version of MST3K.",Successful
556,"Creep - ""Your journey terminates here."" Some very graphic scenes and...well, yeah, that's about all for this film.<br /><br />No real plot, no storyline. No likable characters, well, 'characters' isn't correct considering you don't have a clue who anyone really is. I mean, they are being chased by some weird looking 'thing' in the sewers (who is this thing? why is he there?), that's quite scary I guess, but do I really care? No, I don't. Why don't I? Because I don't have a clue who these people are and I don't know if I should want them to live or die. It's one dimensional and relies upon gore and sound effects to scare you, which it rarely does.<br /><br />This film lacks any meaning, any purpose. It feels like I fell asleep and missed out the 45mins of build up. It jumps right into the action. Basically, some women and her friends get locked in the London Underground, get chased by a weird creature, then they eventually escape from it.<br /><br />Creep has its moments which make you jump, the art is good, the location is excellent and the sounds are OK, but that isn't what makes a decent horror film, so unfortunately all that goes to waste.<br /><br />It's nothing new. Another predictable modern 'horror', where Kate (the lead 'character') consistently does the stupid ""hey, I know you lot sitting at home think I should do the sensible thing in this situation, but, oooh no! I'm going to do the total opposite because I'm a dumb blond"" thing. I wish they wouldn't do that, it's done so many times, it's boring and gets predictable. In fact, I'm pretty annoyed the silly woman didn't get stabbed by the, erm, grey alien-looking creature.<br /><br />""Your journey terminates here"" is the films tag line. Well, Creeps journey terminates only a short while into the film. If you've had a few beers, got a couple of mates back at yours,then sure, watch it by all means. But if you want something original and clever, avoid.","Creep - ""Your journey terminates here."" Some very graphic scenes and...well, yeah, that's about all for this film.<br /><br />No real plot, no overview. No empathetic featuring, well, 'characters' isn't correct considering you don't have a clue who anyone really is. I mean, they are being chased by some weird looking 'thing' in the sewers (who is this thing? why is he there?), that's quite scary I guess, but makes I really care? No, I don't. Why don't I? Because I don't have a clue who these people are and I don't know if I should want them to live or die. It's one dimensional and relies upon gore and sound influences to scare you, which it rarely does.<br /><br />That cinemas omission any imply, any aims. It feels like I fell asleep and missed out the 45mins of build up. It jumps right into the action. Basically, some women and her friends get locked in the London Underground, get chased by a weird creature, then they eventually escape from it.<br /><br />Creep has its moments which make you jump, the art is good, the placement is excellent and the sounds are OK, but that isn't what makes a exemplary horror film, still spectacularly all that goes to residue.<br /><br />It's nothing new. Another awaited modern 'horror', where Kate (the guided 'character') consistently does the ridiculous ""bye, me appreciate you number sessions at interiors feels I must makes the logical elements in this occasion, but, whoo no! I'm partir to making the complements versa because I'm a dopey blonds"" elements. I wish they wouldn't do that, it's done so many times, it's monotonous and gets predictable. In fact, I'm pretty annoyed the silly woman didn't get stabbed by the, erm, grey alien-looking creature.<br /><br />""Your journey terminates here"" is the films tag line. Well, Creeps journey terminates only a short while into the film. If you've had a few beers, got a couple of mates back at yours,then sure, watch it by all means. But if you want something original and clever, avert.",Successful
462,"This film is predictable; it is more predictable then a Vinnie Testaverdi pass, when he huts the ball for the Jets. One saw the ending coming up halfway through the film. The politics reminds me when I was back east. Many people know when the fix is in. I gave this four because of the acting, but the story is lame.","This photograph is foregone; it is more predictable then a Vinnie Testaverdi pass, when he huts the ball for the Jets. One saw the ending coming up halfway through the film. The politics reminds me when I was back east. Many people know when the fix is in. I gave this four because of the acting, but the anecdotes is nought.",Successful
629,"About 15 minutes in, my wife was already wanting to leave. Not so much because of the material, but the lack thereof. They decided to fill in the blanks where the funny stuff should've been with as much language and absolutely vulgar talk as they could. When this would let up (very rare), we'd sit back and watch (not laughing, mind you) and wait for the next gross-out or offensive remark(s). After about 35 minutes, we both got up and left. Everything we'd read said how great this was. The trailer looked good and Roger Ebert actually called it ""intelligent"" and said it wasn't a crude sex comedy. Did he go to the right movie? Along with Be Cool, it's the only other movie I've ever walked out on...and I have no regrets. I'm sick of trying to go see comedies in America.","About 15 minutes in, my wife was already wanting to leave. Not so much because of the material, but the rarity thereof. They decided to fill in the blanks where the funny stuff should've been with as much language and absolutely tawdry talk as they could. When this would let up (very rare), we'd sit back and watch (not laughing, mind you) and wait for the next gross-out or offensive remark(s). After about 35 minutes, we both got up and left. Everything we'd read said how great this was. The trailer looked good and Roger Ebert actually called it ""intelligent"" and said it wasn't a crude sex comedy. Did he go to the right movie? Along with Is Cool, it's the only other movie I've ever walked out on...and I have no regrets. I'm sick of trying to go see comedies in America.",Successful
584,"This movie is one of the most awful movies ever made.How can Jon Bon Jovi play in a movie? He is a singer not an actor, What?Is he killing vampires with his guitar? And what about the dreadful plot? O my God this movie really sucks. In the end is the Queen of vampires played by the eternal vampire Arly Jover (Blade) surrounded by an army of vampires, but when the ""fantastic"" slayers arrive only 4 vampires are left!! What happened with the other 10-15 vampires? They run out in the sun??? And what about the ""Grand Finally"" when Bon Jovi blows her head with a shotgun??? That's really a ""NOT"" . In ""Buffy the vampire Slayer"" in 100 episodes not a single vampire is killed with A SHOTGUN??? This really is a lack of originality!","This movie is one of the most terrifying movies ever made.How can Jon Bon Jovi play in a movie? He is a singer not an actor, What?Is he killing vampires with his guitar? And what about the dreadful conspiracies? O my God this movie really fears. In the end is the Queen of vampires played by the eternal vampire Arly Jover (Blade) surrounded by an army of vampires, but when the ""fantastic"" slayers arrive only 4 vampires are left!! What happened with the other 10-15 vampires? They run out in the sun??? And what about the ""Grand Finally"" when Bon Jovi blows her head with a shotgun??? That's really a ""NOT"" . In ""Buffy the vampire Slayer"" in 100 episodes not a single vampire is killed with A SHOTGUN??? This really is a rarity of originality!",Successful
245,"The Good: I liked this movie because it was the first horror movie I've seen in a long time that actually scared me. The acting wasn't too bad, and the ""Cupid"" killer was believable and disturbing.<br /><br />The Bad: The story line and plot of this movie is incredibly weak. There just wasn't much to it. The ways the killer killed his victims was very horrifying and disgusting. I do not recommend this movie to anyone who can not handle gore.<br /><br />Overall: A good scare, but a bad story.<br /><br />** out of *****","The Good: I liked this movie because it was the first horror movie I've seen in a long time that actually scared me. The acting wasn't too bad, and the ""Cupid"" killer was believable and disturbing.<br /><br />The Bad: The story line and plot of this movie is incredibly vulnerable. There just wasn't much to it. The ways the killer killed his victims was very horrifying and disgusting. I do not recommends this movie to anyone who can not handle gore.<br /><br />Overall: A good scare, but a wicked story.<br /><br />** out of *****",Successful
605,"Those 2 points are dedicated the reasonable performance from Akshay Kumar. I know Bollywood films do not really strive to be realistic but PLEASE a Walt Disney production is more realistic than this plot. The father is dying and does what any good parent does...kick his son out the son with his PREGNANT wife. A few things that were too hard to swallow- 1. Priyanka 'cool indoor swimming pool in the bedroom' and to go from that to living hungry in her in-laws garden shed???????? 2. Akshay suddenly got the job as a stunt man, gets bitten by rabified dogs, to then just walk off. This film is an INSulT to our intelligence I really cant believe i contributed financially to the 'people' who made this film by taking my family to see it, we left the cinema with a frown, please do not subject yourself to this mess to watching this take my advice and do not waste your 'waqt'.","Those 2 points are dedicated the reasonable performance from Akshay Kumar. I know Bollywood films do not really strive to be realistic but PLEASE a Walt Disney production is more realistic than this plot. The father is dying and does what any good parent does...kick his son out the son with his PREGNANT wife. para few things that were too hard to swallow- 1. Priyanka 'cool indoor swimming pool in the bedroom' and to go from that to living hungry in her in-laws garden shed???????? 2. Akshay suddenly got the job as a stunt man, gets bitten by rabified dogs, to then just walk off. This film is an belittling to our intellect I really wont believe i contributed financially to the 'people' who made this film by taking my family to see it, we left the cinema with a frown, please do not subject yourself to this ambiguity to watching this take my advice and do not waste your 'waqt'.",Successful
879,"Despite positive reviews and screenings at the international festivals, this movie is not for everyone.<br /><br />The story is very similar to other movies, in which a teenage girl from the family of immigrants needs to overcome many common personal problems of her age, and also to struggle against the pressure of ethnic traditions in her family. She does that by choosing some kind of sport, and with the help of a local boy, that for some reason falls in love with her, she confronts her problems and wins.<br /><br />In Girlfight it's boxing, in Bend it like Beckham it's soccer, and now it's Kung Fu.<br /><br />But Fighter is much inferior product than these two, it was simply embarrassing to watch it. Semra Turan, the ""actress"" that playing the role of a teenage girl, maybe can do a lot of things, but one thing she can't do is to act. Her presence on the screen is anemic and clumsy, the dramatic situations, in which she tries to show some emotions, are dreadful, her body and facial language are of amateur actress, badly instructed by the director. The rest of the cast is a little better, but they just cannot save this cliché movie with stereotypical characters and shallow plot. Besides a few relatively good moments this movie has nothing new or interesting to offer.<br /><br />Even the kung fu fighting is not a reason to watch this, it's just so boring. The slow motion was really unnecessary, the choreography was basic and lacked the inspiration, and most of the kung fu scenes are just training or standing in all kind of kung fu positions, not actually fighting. Not to mention how ridiculous it looks when a small and skinny girl fights big and muscular boys, and knocks them off their feet. <br /><br />The only reason this movie has been noticed at all is because it's European. It's very easy to publicize this movie - A first martial arts film from Denmark, but don't be fooled, it's not. It's just a drama about stupid teenage girl and her problems, which are, by the way, not really convincing.<br /><br />Bad movie with embarrassing lines, acting and story.","Despite positive reviews and screenings at the international festivals, this movie is not for everyone.<br /><br />The story is very similar to other movies, in which a teenage girl from the family of immigrants needs to overcome many common personal problems of her age, and also to struggle against the pressure of ethnic traditions in her family. She does that by choosing some kind of sport, and with the help of a local boy, that for some reason falls in love with her, she confronts her problems and wins.<br /><br />In Girlfight it's boxing, in Bend it like Beckham it's soccer, and now it's Kung Fu.<br /><br />But Fighter is much inferior product than these two, it was simply embarrassing to watch it. Semra Turan, the ""actress"" that playing the role of a teenage girl, maybe can do a lot of things, but one thing she can't do is to act. Her presence on the screen is anemic and clumsy, the dramatic situations, in which she tries to show some emotions, are dreadful, her body and facial language are of amateur actress, badly instructed by the director. The rest of the cast is a little better, but they just cannot save this cliché movie with stereotypical characters and shallow plot. Besides a rare relatively good moments this movie has nothing new or interesting to offer.<br /><br />Even the kung fu fighting is not a excuses to watch this, it's just well vexing. The slow motion was really frivolous, the choreography was basic and blew the inspiring, and most of the kung fu scenes are just training or standing in all kind of kung fu positions, not actually fighting. Not to reminding how ridiculous it looks when a small and skinny girl fights big and muscular boys, and knocks them off their feet. <br /><br />The only reason this movie has been noticed at all is because it's European. It's very easy to disseminated this movie - A first customary arts film from Denmark, but don't become fooled, it's not. It's just a drama about nutty teenage donna and her issues, which are, by the approach, not really persuade.<br /><br />Wicked movie with demeaning lines, acting and story.",Successful
437,"What is this crap? My little cousin picked this out obviously for the overly girlie DVD art and title... I decided to watch it with her so she didn't get bored, and I sure was appalled at the horrible quality.<br /><br />First, the acting was terrible. They seem like amateur actresses reading off of cue cards. The delivery is sub-par and very formulaic. Scene cuts were terrible.. it looks like they took it straight from the story board, if there was one.<br /><br />Secondly, the jokes and stereotypes weren't original or well played at all- again, very formulaic. I can't count the times I was able to predict the next joke. I got a few chuckles out of the blatantly ""subtle"" sexual innuendos. The Cat, The Beaver Patch, Hung Wong?.. c'mon! Just.. stay away from this movie. It's not cute, it's not funny, it's not even stupid-funny. It's just stupid-stupid. It's like a PG kids' movie with unnecessary sexual innuendo, vulgarity, and violence to bump the MPAA rating. STAY AWAY.<br /><br />""Would you like to ride my yacht?""<br /><br />""Is that what they're calling it now?""<br /><br />""You could ride my ding.""<br /><br />""Oh! I think I got blood on my stool!""<br /><br />Badly played, sir.","What is this baloney? Mein little cousin selects this out obviously for the overly girlie DVD kind and titled... I decided to watch it with her so she didn't getting bored, and I sure was amazed at the scary quality.<br /><br />First, the interim was scary. They seem like amateur players reading off of cue cards. The delivery is sub-par and very formulaic. Scene cuts were scary.. it anticipation like they took it straight from the story board, if there was one.<br /><br />Secondly, the jokes and stereotypes weren't original or well played at all- again, very formulaic. I can't count the times I was skillful to predict the next humor. I got a rare chuckles out of the blatantly ""subtle"" sexual innuendos. The Cat, The Beaver Patch, Hung Wong?.. c'mon! Just.. stay away from this movie. It's not cute, it's not inquisitive, it's not even stupid-funny. It's just stupid-stupid. It's amore a POW kids' movie with absurd sexual allusion, playfulness, and brutal to shock the MPAA rating. STAY OUTWARD.<brit /><brit />""Conceivably you like to journey my yacht?""<brit /><brit />""Brings that what they're appealed it now?""<brit /><brit />""You could ride my ding.""<br /><br />""Wow! I contemplate I learn blood on my stool!""<brit /><brit />Grievously played, master.",Successful
429,"How could I best express my feelings about this movie: hideous? a headache? lack of coherent writing? plain stupidity? Try all of the above for this travesty. And that just for the direction.<br /><br />Story? Well I guess there is a story. Two dumb blondes look for a job after they crash a plane into a golf course. They are mistaken for a 'world renounced assassin' (sarcasm) and are 'hired' by two 'mobsters'. One thinks ""taking him out"" means a date, and the other gets the minor actor she dreams of. And of course, the turtle reserve for the farting turtle, that they build with the casino winnings.<br /><br />Sounds likes all this could be funny? Guess again. They try to make it funny, but its not. Filming sequences aren't well done. I've seen better filming in Hong Kong movies. Visuals are average for a late 80s film. But the problem is that its a 2007 movie.<br /><br />Not worth my time to ever watch this again. It still doesn't beat Danny Glover's ""Out"" movie from the early 80s as the worst movie of all time, but then again that film is in a class of its own. ""F""","Consequently could me most express my passions about this scene: fearsome? a mystery? missing of according writes? meadows demented? Try all of the above for this jest. And that just for the guideline.<br /><br />Story? Well I believe there is a story. Two dumb blondes look for a job after they crash a plane into a golf course. They are mistaken for a 'world resigns assassin' (sarcasm) and are 'hired' by two 'mobsters'. One thinks ""taking him out"" means a date, and the other gets the minor actor she dreams of. And of course, the turtle reserve for the puke turtle, that they build with the casino triumphs.<br /><br />Solid likes all this could got funny? Feel again. They try to elicit it funny, but its not. Filming sequences aren't too done. I've seen better filmmaking in Hong Kong movies. Portrayal are average for a departed 80s drama. But the phenomenon is that its a 2007 movie.<brit /><brit />Not worthwhile my day to ever watch this again. It still doesn't overmatched Danny Glover's ""Departure"" drama from the immediate 80s as the scariest drama of all period, but then again that cine is in a classe of its respective. ""o""",Successful
533,"Perhaps one of the worst teenage slasher films I ever did see. I'll start with the bad points of t he movie, which pretty much covers the entire film. First of all, something no one can avoid: TERRIBLE ACTING. I swear they picked up some random kids off the street based on how they looked. Secondly, BAD/UNCONVINCING CHARACTER WORK/DEVELOPMENT. You hardly even know half the kids who are killed in here. All you figure is that they deserved it one way or another. The scarecrow's character was overdone, and a cheap rip-off of the other great fantasy killers such as Freddy or Pinhead. Next: BAD DIALOG: The Scarecrow was full of horrid one-liners that would make you laugh, only because it was so terrible. Lines like ""Let's go find some small animals to torture!"" really just leaves you with an eyebrow raised. Last but not least: Next off: BAD CASTING. How old was the guy who played Lester? Like 30? The back of his head was balding for God's sake. There is much more I could say about this film, like it's cheap special effects, it's ""high school film class"" effort, but the point is understood. It's just bad film making at it's worst. As for what I found to be ""good"" in the movie: -Entertaining for those with low, low, LOW standards -Would help put insomniacs to sleep. -A very cheap laugh, or even a giggle.","Perhaps one of the scariest teenage slasher films I ever did see. I'll start with the bad points of t he movie, which pretty much covers the comprehensive film. First of all, something no one can avoid: LOATHSOME ACTING. I swear they picked up some random kids off the street based on how they looked. Secondly, BAD/FRAGILE CHARACTER WORK/DEVELOPMENT. You hardly even know half the kids who are killed in here. All you figure is that they deserved it one way or another. The scarecrow's character was overdone, and a cheap rip-off of the other great fantasy killers such as Freddy or Pinhead. Next: NEGATIVE DIALOG: The Gremlin was full of frightful one-liners that would make you laugh, only because it was still scary. Lines like ""Let's go find some small animals to torture!"" really just leaves you with an eyebrow raised. Last but not least: Next off: BAD CASTING. How old was the guy who played Lester? Like 30? The back of his head was balding for God's sake. There is much more I could say about this film, like it's cheap special effects, it's ""high school film class"" effort, but the point is understood. It's just injurious film making at it's finest. As for what I found to be ""good"" in the movie: -Entertaining for those with low, low, LOW standards -Would help put insomniacs to sleep. -A very affordable laugh, or even a giggle.",Successful
331,"Mere thoughts of ""Going Overboard"" (aka ""Babes Ahoy"") make me want to weep. Throwing yourself out a window would be better than watching this movie. It's not even a supposed ""so bad it's good"" movie. I would spend money to buy copies of this movie and burn them so that people can't see it. Oh the pain, the pain...","Mere thoughts of ""Going Overboard"" (aka ""Babes Ahoy"") make me want to weep. Throwing yourself out a window would be better than watching this movie. It's not even a supposed ""too unfavourable it's good"" film. I would spend money to buy copies of this film and flame them so that people can't see it. Wow the pain, the pain...",Successful
809,"Ladies and Gentlemen,please don't get fooled by ""A Stanley Kubrick"" film tag.This is a very bad film which unfortunately has been hailed as one of the deadliest horror films ever made.Horror films should create such a fear that during nights people should shiver their hearts out while thinking about a true horror film.In Shining,there is no real horror at all but what we find instead is just a naive,foolish attempt made to create chilling horror.Everyone knows as to how good the attempts are if they are different from reality.All that is good in the film is the view of the icy valley. The hotel where most of the actors were lodged appears good too.A word about the actors Jack Nicholson looks like a lost,lazy soul who is never really sure of what he is supposed to do.There is not much to be said of a bald,colored actor who for the most of times is busy pampering a kid actor.No need to blame the bad weather for the tragedy.It cannot be avoided as the film has been made and poor Kubrick is not alive to make any changes.","Ladies and Gentlemen,please don't get fooled by ""A Stanley Kubrick"" film tag.This is a tremendously wicked drama which unfortunately has been hailed as one of the deadliest horror films ever made.Horror films should create such a fear that during nights people should shiver their hearts out while thinking about a true horror film.In Shining,there is no real horror at all but what we find instead is just a naive,foolish wants made to create chilling horror.Everyone knows as to how good the attempts are if they are different from reality.All that is good in the film is the view of the icy valley. The hotel where most of the actors were lodged appears good too.A word about the actors Jack Nicholson looks like a lost,lazy soul who is never really sure of what he is supposed to do.There is not much to be said of a bald,colored actor who for the most of times is busy pampering a kid actor.No need to blame the bad weather for the tragedy.It cannot be avoided as the film has been made and impoverished Kubrick is not alive to make any changes.",Successful
