,original,perturbed,type
333,Unwatchable. You can't even make it past the first three minutes. And this is coming from a huge Adam Sandler fan!!1,Unwatchable. You can't even make it past the first three minutes. And this is come from a tremendous Adam Sandler fan!!1,Successful
871,"Thanks to the BBC for this show. I used to suffer from an inferiority complex, I hated leaving the house, talking to new people and I had an overwhelming sense that people hated me. However after watching one episode of 4 Non Blondes my fortunes started to change. After episode 2 I started applying for new jobs, wearing fashionable clothes and I actually felt talented. When the series had finished I was running the sales department at work, banging a plethora of women and frequently won the karaoke competition down my local. If you ever have a confidence crisis and don't know where to turn then take a trip down to Poundland and pick up the DVD it's only 99p.","Thanks to the BBC for this show. I used to suffer from an inferiority complicated, I hate leaving the house, talking to new people and I had an overwhelming sense that people hated me. Nevertheless after watching one episode of 4 Non Blondes my fortunes started to change. After episode 2 I started applying for new jobs, wearing fashionable clothes and I actually felt talented. When the series had finished I was running the sales department at work, banging a multitude of women and frequently won the karaoke competition down my local. If you ever have a confidence crisis and don't know where to turn then take a trip down to Poundland and pick up the DVD it's only 99p.",Successful
0,"I rented I AM CURIOUS-YELLOW from my video store because of all the controversy that surrounded it when it was first released in 1967. I also heard that at first it was seized by U.S. customs if it ever tried to enter this country, therefore being a fan of films considered ""controversial"" I really had to see this for myself.<br /><br />The plot is centered around a young Swedish drama student named Lena who wants to learn everything she can about life. In particular she wants to focus her attentions to making some sort of documentary on what the average Swede thought about certain political issues such as the Vietnam War and race issues in the United States. In between asking politicians and ordinary denizens of Stockholm about their opinions on politics, she has sex with her drama teacher, classmates, and married men.<br /><br />What kills me about I AM CURIOUS-YELLOW is that 40 years ago, this was considered pornographic. Really, the sex and nudity scenes are few and far between, even then it's not shot like some cheaply made porno. While my countrymen mind find it shocking, in reality sex and nudity are a major staple in Swedish cinema. Even Ingmar Bergman, arguably their answer to good old boy John Ford, had sex scenes in his films.<br /><br />I do commend the filmmakers for the fact that any sex shown in the film is shown for artistic purposes rather than just to shock people and make money to be shown in pornographic theaters in America. I AM CURIOUS-YELLOW is a good film for anyone wanting to study the meat and potatoes (no pun intended) of Swedish cinema. But really, this film doesn't have much of a plot.","I rented I AM CURIOUS-YELLOW from my video shop because of all the controversy that surrounded it when it was first released in 1967. I also heard that at first it was seized by U.S. customs if it ever tried to enter this country, thereby being a fan of film considered ""controversial"" I genuinely had to see this for myself.<br /><br />The plot is centered around a young Swedish drama student named Lena who wants to learn everything she can about life. In particular she wants to focus her attentions to making some sort of documentary on what the average Swede thought about certain political issues such as the Vietnam War and race issues in the United States. In between asking politicians and ordinary denizens of Stockholm about their opinions on politics, she has sex with her drama teacher, classmates, and married men.<br /><br />What kills me about I AM CURIOUS-YELLOW is that 40 years ago, this was considered pornographic. Really, the sex and nudity scenes are few and far between, even then it's not shot like some cheaply made porno. While my countrymen mind find it shocking, in reality sex and nudity are a major staple in Swedish cinema. Even Ingmar Bergman, arguably their answer to good old boy John Ford, had sex scenes in his films.<br /><br />I do commend the filmmakers for the fact that any sex shown in the film is shown for artistic intents rather than just to shock people and make money to be shown in pornographic theaters in America. I AM CURIOUS-YELLOW is a good film for anyone wanting to study the meat and potatoes (no pun intended) of Swedish cinema. But genuinely, this film doesn't have much of a plot.",Successful
914,"When you go at an open air cinema under the Greek summer night you usually don't care what the movie is! Edison started really good with some good effort from the singers-who-want-to-be actors and a once again great Morgan Freeman but... (In a movie there is usually a good start to catch audience,done, a bit boring yet story filling middle of the movie that is more about characters and less about action ,done, and the third part is something really good so that you can remember the movie...) when you see 30 elite police officers (packed with weapons that can demolish a building) shoot at a guy behind a car, fail to hit him even once while he kills all (but 3) and then the guy takes out a flame thrower (to kill the rest 3) ,you realise that the Greek summer sky filled with stars is way too good to be distracted by a movie like this!","When you go at an open air cinema under the Greek summer night you usually don't care what the movie is! Edison launched really good with some good effort from the singers-who-want-to-be actors and a once again great Morgan Freeman but... (In a movie there is usually a good beginning to catch audience,accomplished, a bit boring yet story fill mid of the movie that is more about characters and less about actions ,done, and the third part is something really good so that you can remember the movie...) when you see 30 elite cop officers (packed with arms that can demolish a building) shoot at a guy behind a car, fail to hit him even once while he kills all (but 3) and then the guy takes out a flame thrower (to kills the rest 3) ,you realise that the Greek summer sky filled with stars is way too good to be distracted by a movie like this!",Successful
142,"In director Sooraj Barjatya's Vivah,20-something Delhi boy Shahid Kapur finds himself smitten by the demure, small-town girl his father has selected for him to marry. Drawn to her innocence and simplicity, Shahid agrees to the marriage barely moments after he's met her at her home in Madhupur, and the young lady in question Amrita Rao seems equally floored by her charming suitor. The marriage is fixed for six months later, and the couple find themselves in the first throes of young, budding love, their geographical distance notwithstanding. But Amrita, who's been raised by her uncle and her aunt after her parents' death, is struck by a horrible calamity just hours before the marriage. And then, it's up to Shahid to play the honourable lover and to embrace her unconditionally.Much in the same vein as Hum Aapke Hain Koun and Hum Saath Saath Hain, Barjatya's new film Vivah too is on one level a family drama with an extremely idealistic premise. But sadly, the plot of this new film comes off looking way too outdated, even more far-fetched than those regressive Ekta Kapoor soaps. And the problem is clear  you just can't relate to such squeaky-clean characters who don't have one bad bone in their bodies. There are many things that work in favour of and against Hindi films, and timing is one such important factor. Twenty-five years ago, perhaps the plot of Vivah may not have felt like such a stretch, but today it just seems like the product of a mind stuck in a time warp. Perhaps the film's only saving grace is the fact that it oozes sincerity from start to finish, you can make out right away that the filmmaker's intention is not to deceive. Judging both by Barjatya's previous films and by closely examining this new one you can safely declare that Barjatya believes in a perfect world, he believes in his good-as-gold characters, he believes that large families can live together happily under the same roof without the slightest bumps.But alas, he's unable to translate his vision to the screen. It's difficult to overlook how one-dimensional his protagonists are  Shahid and Amrita, both virtuous and virginal  I mean, think about it, the first time they hold hands is an hour and twenty minutes into the film. Barjatya may think he's returning to his Maine Pyar Kiya roots with Vivah, but truth is that the reason we embraced Salman and Bhagyashree in that film, or even Salman and Madhuri in Hum Aapke Hain Koun is because they had such fantastic chemistry. Because although they were created out of the same mould as Shahid and Amrita in Vivah, those pairs had mischief and masti. Shahid and Amrita are just insipid and boring.For a film that relies so heavily on music to narrate its story, the filmmaker chooses a string of 70s-style tunes that only further slacken the film's deadening pace. But if I had to choose just one reason to explain why Vivah doesn't work for me, it's because I'm not sure I can relate to any of the characters who inhabit Barjatya's story. To some perhaps, Vivah will give hope, that a perfect world like this is actually out there somewhere. But I'm a little cynical I guess. So, give me the coquettish Madhuri of Hum Aapke Hain Kaun, give me the bratty Salman of Maine Pyar Kiya, I'll even take that mischievous Karisma Kapoor of Hum Saath Saath Hain. But save me from these dullards. You know, some marriages aren't made in heaven. This one's Vivah!","In director Sooraj Barjatya's Vivah,20-something Delhi boy Shahid Kapur finds himself smitten by the demure, small-town girl his fathers has selected for him to marries. Drawn to her innocence and simplicity, Shahid agrees to the marriage scarcely moments after he's met her at her homes in Madhupur, and the young lady in question Amrita Rao seem equally floored by her lovely suitor. The marriage is fixed for sixes months subsequent, and the couple find themselves in the first throes of young, budding love, their geographic distance notwithstanding. But Amrita, who's been raised by her uncle and her auntie after her parents' death, is hit by a horrific calamity just hours before the wedding. And then, it's up to Shahid to playing the honorable lover and to embrace her unconditionally.Much in the same vein as Ahem Aapke Hain Koun and Hum Saath Saath Hain, Barjatya's newest film Vivah too is on one levels a family drama with an exceptionally idealistic premise. But sadly, the plot of this new films comes off looking way too outdated, even more far-fetched than those regressive Ekta Kapoor soaps. And the problems is clear  you just can't relate to such squeaky-clean characters who don't have one bad bone in their body. There are numerous things that work in favour of and against Hindi film, and timing is one such important factor. Twenty-five years ago, perhaps the plot of Vivah may not have felt like such a stretch, but today it just seem like the products of a mind stuck in a time warp. Perhaps the film's only save grace is the fact that it oozes sincerity from beginning to completing, you can make out right away that the filmmaker's intention is not to delude. Judging both by Barjatya's previously film and by closely examines this new one you can securely declaring that Barjatya deems in a perfect world, he believes in his good-as-gold character, he deems that vast family can live together happily under the same roof without the slightest bumps.But unfortunately, he's unable to translated his sight to the screen. It's difficult to overlook how one-dimensional his protagonists are  Shahid and Amrita, both virtuous and virginal  I mean, think about it, the first time they hold hands is an hour and twenty minutes into the film. Barjatya may think he's returning to his Maine Pyar Kiya roots with Vivah, but truth is that the reason we embraced Salman and Bhagyashree in that film, or even Salman and Madhuri in Hum Aapke Hain Koun is because they had such awesome chemistry. Because although they were created out of the same mould as Shahid and Amrita in Vivah, those pairs had mischief and masti. Shahid and Amrita are just insipid and boring.For a film that relies so heavily on music to narrate its stories, the filmmaker choice a string of 70s-style tunes that only further slacken the film's deadening pace. But if I had to choose just one reason to explain why Vivah doesn't work for me, it's because I'm not sure I can relate to any of the characters who inhabit Barjatya's story. To some perhaps, Vivah will give hope, that a perfect world like this is actually out there somewhere. But I'm a little cynical I guess. So, give me the coquettish Madhuri of Hum Aapke Hain Kaun, give me the bratty Salman of Maine Pyar Kiya, I'll even take that mischievous Karisma Kapoor of Hum Saath Saath Hain. But save me from these dullards. You know, some marriages aren't made in heaven. This one's Vivah!",Successful
182,Iberia is nice to see on TV. But why see this in silver screen? Lot of dance and music. If you like classical music or modern dance this could be your date movie. But otherwise one and half hour is just too long time. If you like to see skillful dancing in silver screen it's better to see Bollywood movie. They know how to combine breath taking dancing to long movie. Director Carlos Saura knows how to shoot dancing from old experience. And time to time it's look really good. but when the movie is one and hour it should be at least most of time interesting. There are many kind of art not everything is bigger then life and this film is not too big.,Iberia is nice to behold on TELEVISIONS. But why behold this in silver screen? Lot of dance and music. If you like classical music or modern dance this could be your dates film. But else one and half hour is just too long time. If you like to behold skillful dance in silver screen it's better to behold Bollywood films. They know how to combine breathes taking dance to long movie. Director Carlos Saura knows how to shoot dance from old experience. And time to time it's look really good. but when the movies is one and hour it should be at least most of time interesting. There are myriad kinds of art not everything is larger then life and this film is not too big.,Successful
464,"Admittedly, I find Al Pacino to be a guilty pleasure. He was a fine actor until Scent of a Woman, where he apparently overdosed on himself irreparably. I hoped this film, of which I'd heard almost nothing growing up, would be a nice little gem. An overlooked, ahead-of-its-time, intelligent and engaging city-political thriller. It's not.<br /><br />City Hall is a movie that clouds its plot with so many characters, names, and ""realistic"" citywide issues, that for a while you think its a plot in scope so broad and implicating, that once you find out the truth, it will blow your mind. In truth, however, these subplots and digressions result ultimately in fairly tame and very familiar urban story trademarks such as Corruption of Power, Two-Faced Politicians, Mafia with Police ties, etc. And theoretically, this setup allows for some thrilling tension, the fear that none of the characters are safe, and anything could happen! But again, it really doesn't.<br /><br />Unfortunately, the only things that happen are quite predictable, and we're left with several ""confession"" monologues, that are meant as a whole to form modern a fable of sorts, a lesson in the moral ambiguity of the ""real world"" of politics and society. But after 110 minutes of names and missing reports and a spider-web of lies and cover-ups, the audience is usually treated to a somewhat satisfying reveal. I don't think we're left with that in City Hall, and while it's a very full film, I don't find it altogether rich.","Admittedly, I find Al Pacino to be a guilty pleasure. He was a fine actor until Scent of a Woman, where he seemingly overdosed on himself irreparably. I hoped this film, of which I'd heard almost nothing growing up, would be a nice little gem. An overlooked, ahead-of-its-time, intelligent and engaging city-political thriller. It's not.<br /><br />City Hall is a movie that clouds its plot with so many traits, names, and ""realistic"" citywide matters, that for a while you think its a plot in scope so broad and implicating, that once you find out the truth, it will blow your mind. In truth, nevertheless, these subplots and digressions result ultimately in fairly tame and very familiar urban story trademark such as Corruption of Power, Two-Faced Politics, Mafia with Policeman ties, etc. And theoretically, this configured allows for some thrilling tension, the fear that no of the character are safe, and anything could happen! But again, it truly doesn't.<br /><br />Unfortunately, the only things that happen are quite predictable, and we're left with several ""confession"" monologues, that are meant as a whole to form modern a fable of sorts, a lesson in the moral ambiguity of the ""real world"" of politics and society. But after 110 minutes of names and missing reports and a spider-web of lies and cover-ups, the audience is generally treated to a somewhat satisfying reveal. I don't think we're left with that in City Hall, and while it's a very full film, I don't find it altogether rich.",Successful
473,"A lot of death happens in the wild. You don't need to be a rocket scientist to figure that out! But does it need to be the focus of a nature documentary? What is with this fascination with gruesome death? Do we really have to see an adult elephant torn to shreds by a pack of hungry lions? Or, a cheetah grabbing a gazelle by the throat in slow motion, no less! I thought this was going to be a family-friendly nature film! <br /><br />And, why not have the courage to show the gruesome violence in the film's trailers? Were the filmmakers afraid of losing money?<br /><br />Then in typical, comic relief fashion we get to see the magnificent Birds-of-Paradise perform mating rituals to the most annoying and stupid narration humanly possible. It was surreal! It's as if the filmmakers believed they were only addressing a roomful of First and Second graders on a school field trip! Wow! From the mean to the moronic in a heartbeat!<br /><br />If there are any future nature documentary filmmakers waiting in the wings reading this film review, why not focus on: Animals actually copulating; giving birth; laying eggs; bathing; sleeping; cleaning each other; socializing; playing; emotional displays other than fear and anger; unusual behaviors, like mouth brooding; migration; problem solving skills; culture (yes, many animal species have what humans call culture); communication skills; parenting, healing abilities, etc. In other words, stop focusing on violence or dumbing down beauty, and why not be much more well-rounded - and focus on delight and inspiration, instead?","A lot of death happens in the wild. You don't need to be a rocket scientist to figure that out! But does it need to be the focus of a nature documentary? What is with this fascination with gruesome deaths? Do we truly have to see an adult elephant torn to shreds by a packing of hungry lions? Or, a cheetah grabbing a gazelle by the throat in slows motion, no less! I thought this was going to be a family-friendly nature film! <br /><br />And, why not have the courage to show the gruesome violence in the film's trailers? Were the filmmakers afraid of losing money?<br /><br />Then in typical, comic relief fashion we got to see the magnificent Birds-of-Paradise perform mating rites to the most bothersome and foolish narration humanly possible. It was surreal! It's as if the filmmakers believed they were only addressing a roomful of First and Second graders on a school field trip! Wow! From the mean to the moronic in a heartbeat!<br /><br />If there are any future nature documentary filmmakers await in the wings reading this film review, why not focus on: Animals actually copulating; giving birth; laying ovum; bathing; sleeping; cleanliness each other; socializing; playing; emotional displays other than fear and fury; unusual behavioural, like mouth brooding; migrating; problems solving dexterity; culture (yea, numerous animals species have what humans call culture); communication skills; parental, healing abilities, etc. In other words, stop focussed on violence or dumbing down beauty, and why not be much more well-rounded - and focus on delight and inspiration, instead?",Successful
832,"Live! Yes, but not kicking.<br /><br />True story: Some time ago, a Dutch TV station made an announcement that they were going to air a new reality show. A contest rather. The main participant in this show would be a woman who was dying of something terrible and she would be donating her kidneys to one lucky person with progressive kidney failure. For real.<br /><br />The country and the international media were all over this story like flies on a turd, saying it was appalling, immoral, what-is-this-world-coming-to, and the like. In a way, I had to agree.<br /><br />As the months passed, the tension built up to a degree that the government was mostly occupied by the issue of whether they should let this show go ahead or not, instead of running the country.<br /><br />The show did air and right up to the last moment they were pushing ahead. And up to the last moment the country was up in arms, the Prime Minister making speeches, every newspaper writing about it, everyone in the country holding their breaths. And the network pushed on. Towards a new frontier in television. And they definitely succeeded in doing just that. They pushed the envelope.<br /><br />The show aired and we all watched a terminally ill woman selecting the right candidate to receive her kidneys so he or she would live, whilst she would die shortly after.<br /><br />And then, in the last moments of the show it was revealed that it was a partial hoax. The woman was not ill, but all the candidates were. There was no kidney auction. The whole show, that, with the publicity and the commercials and all the discussions, built up for months to a fantastic climax, was a publicity stunt to focus attention on the problem of major shortages in organ donors. The man who founded this particular network himself died of kidney disease.<br /><br />Now THIS is television. Leaving everybody far behind in amazement.<br /><br />Don't give me a poorly acted, poorly directed flick about some woman trying to get a Russian Roulette show on American TV.<br /><br />As if.<br /><br />*Spoiler* As if I'm going to believe they would get this through the FCC. As if I'm going to believe this would get through the US Supreme Court on the basis of free expression. As if I'm gonna believe the ridiculous ending where this woman pulled it off and has conscience issues because some guy shot himself on air.<br /><br />It's all been done before. Watch Running Man with Arnold instead. At least it had a semi good ending.<br /><br />*Spoiler* This is an appallingly bad piece of film, together with a ridiculous ending. So she gets shot in the end, is that supposed to make us movie going public feel better after we leave the theater because there was some kind of justice? Don't take my word for it, but I would say this: leave this one alone and watch a test pattern instead, you'll get more quality.","Live! Yes, but not kicking.<br /><br />Authentic story: Some time ago, a Dutch TELEVISION station made an announcement that they were going to air a new reality show. A competition rather. The main participant in this show would be a woman who was dying of something dreadful and she would be donating her kidneys to one lucky person with progressive kidney failure. For real.<br /><br />The countries and the worldwide media were all over this stories like fly on a turd, saying it was shocking, immoral, what-is-this-world-coming-to, and the like. In a path, I had to agree.<br /><br />As the months passed, the tension builds up to a degree that the government was mostly occupied by the issue of whether they should let this show go ahead or not, instead of running the country.<br /><br />The show did air and right up to the last moment they were pushing ahead. And up to the last moment the country was up in arms, the Prime Minister making speeches, everything newspaper write about it, everyone in the country holding their breaths. And the network pushed on. Towards a new frontier in television. And they definitely success in doing just that. They pushed the envelope.<br /><br />The show aired and we all watched a terminally ill woman selected the right nominees to receive her kidneys so he or she would live, whilst she would die soon after.<br /><br />And then, in the last moments of the shows it was disclosed that it was a partial hoax. The woman was not ill, but all the nominees were. There was no kidney auction. The whole shows, that, with the publicity and the commercials and all the discussion, builds up for months to a fantastic climax, was a publicity stunt to focused attention on the problems of important shortages in organ donors. The man who founded this specific networking himself die of kidney illnesses.<br /><br />Now THIS is television. Leaving everyone far behind in amazement.<br /><br />Don't give me a poorly acted, poorly directed flick about some woman attempting to get a Russian Roulette show on America TELEVISION.<br /><br />As if.<br /><br />*Spoiler* As if I'm going to believe they would get this through the FCC. As if I'm going to believe this would get through the US Supreme Court on the basis of free expression. As if I'm gonna believe the ridiculous ending where this woman pulled it off and has conscience issues because some guy shot himself on air.<br /><br />It's all been done before. Watch Running Man with Arnold instead. At least it had a semi good ending.<br /><br />*Spoiler* This is an appallingly bad piece of film, together with a ridiculous ending. So she gets shot in the end, is that supposed to make us movie going public feel better after we leave the theater because there was some kind of justice? Don't take my word for it, but I would say this: leave this one alone and watch a test pattern instead, you'll get more quality.",Successful
476,"The Invisible Man is a fantastic movie from 1933, a cutting edge film for it's time where objects appeared to rest on top of a man who was truly invisible. Go ahead, take a look at the film, you will be shocked that it was made in 1933, it was the first true special effects movie. Come 2000, computer aided special effects seem like child's play, audiences are not blown away by special effects, instead they are disappointed if they are not done right. The special effects in Hollow Man, the update of the HG Wells story, are OK, but not the biggest problem with this film directed by Paul Verhoeven, who you might remember from Showgirls and Total Recall. Kevin Bacon plays Sebastian Caine, a scientist dabbling in the world of bio-invisibilation (yeah, I know that's not a word) but of course is battling higher ups who are threatening to take away the team's funding. So, as movie characters who are about to have their funding cutoff are prone to do, he makes the ultimate sacrifice and becomes a guinea pig for the invisibilation (yeah, I know, I used that non-word again) process. The process has dire consequences, no Caine does not die, but instead becomes a horny, violent creature, aka a guy. Now that he's invisible, Caine stalks a sexy neighbor, a co-worker, former girlfriend Linda (Elisabeth Shue), and the man who took away his funding. Then a funny thing happens, Caine becomes a new supernatural being, ""The Thing That Won't Die."" Laughing in the face of all things natural, Caine faces down death and spits in it's face, as it take what feels like hours for this creature to die, dragging the ending of the movie out. The movie is silly, stupid, and finally laughable with the way realism is sometimes used, sometimes not. There are neat possibilities in Hollow Man, but of course, not one of them is explored. For a more interesting look at an invisible being, get ready for some good old-fashioned black and white cinema, and check out the 1933 Invisible Man. Kevin Bacon will still be invisible when you come back, probably still alive at the bottom of a volcano.","The Invisible Man is a marvelous filmmaking from 1933, a cutting edge film for it's time where objects appeared to rest on top of a man who was truly invisible. Go ahead, take a gaze at the film, you will be shocked that it was made in 1933, it was the first authentic special effects films. Coming 2000, computer aided special effects seem like child's play, audiences are not blown away by special effects, instead they are disappointed if they are not done right. The special effects in Hollow Man, the updated of the HG Wells stories, are ALRIGHT, but not the hugest problems with this film directed by Paul Verhoeven, who you potentially remember from Showgirls and Overall Recalls. Kevin Bacon plays Sebastian Caine, a scientist dabbling in the world of bio-invisibilation (yes, I know that's not a word) but of course is battling higher ups who are threatens to take away the team's funding. So, as movie character who are about to have their funding cutoff are prone to do, he makes the ultimate sacrifice and becoming a guinea pig for the invisibilation (yea, I know, I use that non-word again) process. The process has dire consequences, no Caine does not die, but instead becomes a horny, violent creature, aka a guy. Now that he's invisible, Caine stalks a sexy neighbor, a co-worker, former girlfriend Linda (Elisabeth Shue), and the man who taken away his funding. Then a funny thing comes, Caine becomes a new supernatural being, ""The Thing That Won't Die."" Laughing in the confronting of all things natural, Caine faces down death and spits in it's faces, as it take what feels like hours for this creature to dies, drag the ending of the movies out. The film is foolish, foolish, and eventually laughable with the manner realism is sometimes utilizes, sometimes not. There are neat possibility in Hollow Man, but of course, not one of them is explored. For a more interesting gaze at an invisible being, get ready for some good old-fashioned black and white cinema, and check out the 1933 Unseen Man. Kevin Bacon will still be invisible when you come back, probably still alive at the bottom of a volcano.",Successful
964,"I don't think any player in Hollywood history lasted as long as David Niven did given most of the weak films he had to carry by dint of his incredible charm. He could act, got an Oscar for it, but most of the material he did was as light as one ply of two ply tissue paper.<br /><br />Happy Go Lovely is a case in point. It's a musical and for the most part you'll remember Vera-Ellen's dancing. You'll remember that they are in Scot's costume as the film is set in Edinburgh during their festival. But if you can recall a single song from it you must have a photographic memory.<br /><br />The plot is light. Vera-Ellen is the American lead in a musical that apparently is getting its out of town tryout in Edinburgh. She starts in the chorus and runs late one day. She gets a lift from the chauffeur of a millionaire greeting card king. Everybody now assumes she's the main squeeze of the millionaire. Doors open up as they've never opened before.<br /><br />The millionaire is David Niven and he goes along with it and the various situations that are engendered by the mistake. Cesar Romero has some good moments here as the frantic producer of this musical.<br /><br />In the end though Happy Go Lovely is light and harmless fluff which David Niven did so much of and got so tired of.","I don't think any player in Hollywood history lasted as long as David Niven did given most of the weak films he had to carry by dint of his incredible charm. He could act, get an Oscar for it, but most of the material he did was as light as one ply of two ply tissue paper.<br /><br />Happy Go Delightful is a case in point. It's a musical and for the most part you'll remember Vera-Ellen's dancing. You'll remember that they are in Scot's costume as the films is set in Edinburgh during their festival. But if you can recall a single song from it you must have a photographic memory.<br /><br />The plot is light. Vera-Ellen is the America lead in a musical that seemingly is getting its out of town tryout in Edinburgh. She launches in the chorus and runs late one day. She gets a lift from the chauffeur of a millionaire greet card king. Everyone now assumes she's the main squeeze of the millionaire. Doors open up as they've never inaugurated before.<br /><br />The millionaire is David Niven and he goes along with it and the diverse circumstances that are created by the mistake. Cesar Romero has some good moments here as the frantic producer of this musical.<br /><br />In the end albeit Happy Go Gorgeous is light and benign fluff which David Niven did so much of and got so tired of.",Successful
86,"How can you tell that a horror movie is terrible? when you can't stop laughing about it of course! The plot has been well covered by other reviewers, so I'll just add a few things on the hilarity of it all.<br /><br />Some reviews have placed the location in South America, others in Africa, I thought it was in some random island in the Pacific. Where exactly does this take place, seems to be a mystery. The cannibal tribe is conformed by a couple of black women some black men, and a man who looks like a young Frank Zappa banging the drums... the Devil God is a large black man with a terrible case of pink eyes.<br /><br />One of the ""freakiest"" moments in the film is when, ""Pablito"" find his partner hanging from a tree covered in what seems to be an orange substance that I assume is blood, starts screaming for minutes on and on (that's actually funny), and then the head of his partner falls in the ground and ""Pablito"" kicks it a bit for what I assume is ""shits n' giggles"" and the eyes actually move...<br /><br />But, of course, then the ""freak"" is gone when you realize the eyes moved because the movie is just bad...<br /><br />I hadn't laughed like this in a loooong while, and I definitely recommend this film for a Sunday afternoon with your friends and you have nothing to do... grab a case of beers and start watching this film, you'll love it! If you are looking for a real horror or gore movie, though... don't' bother.","How can you tell that a horror movie is dreadful? when you can't stop laughing about it of course! The plot has been well covered by other reviewers, so I'll just add a few things on the hilarity of it all.<br /><br />Some reviews have placed the placements in South America, others in Africa, I thought it was in some random island in the Pacific. Where precisely does this take place, seem to be a mystery. The cannibal tribe is conformed by a couple of black women some black men, and a man who looks like a young Frank Zappa banging the drum... the Devil God is a hefty black man with a terrible case of pink eyes.<br /><br />One of the ""freakiest"" moments in the film is when, ""Pablito"" find his partner hanging from a tree covered in what seem to be an orange substance that I assume is blood, starts shrieking for minutes on and on (that's actually funny), and then the head of his partner falls in the ground and ""Pablito"" kicks it a bit for what I assume is ""shits n' giggles"" and the eyes actually move...<br /><br />But, of course, then the ""freak"" is gone when you realize the eyes moved because the movie is just bad...<br /><br />I hadn't laughed like this in a loooong while, and I definitely recommend this film for a Sunday afternoon with your friends and you have nothing to do... grab a case of beers and start watching this film, you'll love it! If you are looking for a real horror or gore movie, though... don't' bother.",Successful
701,"The story and the show were good, but it was really depressing and I hate depressing movies. Ri'Chard is great. He really put on a top notch performance, and the girl who played his sister was really awesome and gorgeous. Seriously, I thought she was Carmen Electra until I saw the IMDb profile. I can't say anything bad about Peter Galleghar. He's one of my favorite actors. I love Anne Rice. I'm currently reading the Vampire Chronicles, but I'm glad I saw the movie before reading the book. This is a little too""real"" for me. I prefer Lestat and Louis's witty little tiffs to the struggles of slaves. Eartha Kitt was so creepy and after her character did what she did The movie was ruined for me; I could barely stand to watch the rest of the show. (sorry for the ambiguity, but I don't want to give anything away) Sorry, but it's just not my type of show.","The story and the show were good, but it was genuinely depressing and I hate depressing films. Ri'Chard is great. He really put on a top notch performance, and the girls who played his sister was genuinely terrific and superb. Gravely, I thought she was Carmen Electra until I saw the IMDb profiled. I can't say something bad about Peter Galleghar. He's one of my favorite actors. I love Anne Rice. I'm nowadays reading the Vampire Chronicles, but I'm glad I saw the movie before reading the book. This is a little too""real"" for me. I prefer Lestat and Louis's witty little tiffs to the struggles of slaves. Eartha Kitt was so creepy and after her character did what she did The movies was ruined for me; I could scarcely stand to watch the rest of the shows. (sorry for the ambiguity, but I don't wanna to give something away) Sorry, but it's just not my types of shows.",Successful
