,original,perturbed,type
395,"The Bloodsucker Leads the Dance - what a laughable title, it's so utterly misleading. It's not surprising that the film-makers try and mislead us though because this is one terrible movie.<br /><br />The story basically involves a murder mystery in a castle on a remote island.<br /><br />Very little happens in this film. And when something does wake the viewer from his stupor, it invariably is unintentional comedy in the form of atrocious dialogue delivered by a hopeless group of voice-artists. These guys are so bad they make the actors they deliver voices for appear like a group of remedial-level morons. It really is hard to determine how bad the acting is when you have dubbing this abysmal. But the voice-artists cannot be blamed for the script. It's a travesty. Unintentionally funny at best, pathetic at worst. The story in general is, to say the least, uneven. The women characters are particularly idiotic; the men are either creepy or tedious.<br /><br />The whole enterprise smacks of pure exploitation of the audience. It doesn't remotely deliver what it promises and even when the murders (finally) start happening, they all occur off screen. All we get is a few half-hearted severed head shots.<br /><br />A few people have said that this movie is a giallo. I cannot agree less with this opinion. Anyone who enjoys Italian thrillers should give this movie a wide berth as there is nothing remotely thrilling about it. It's basically a soft-core porn film with a horror angle. But it's not very erotic either.<br /><br />I can't recommend this to anyone.","The Vamp Leads the Dance - what a nutty title, it's so utterly misleading. It's not surprising that the film-makers try and disappoint us though because this is one scary drama.<br /><br />The story basically involves a murder mystery in a castle on a remote island.<br /><br />Very minimal happens in this film. And when something does wake the viewer from his reverie, it invariably is spontaneous comedy in the form of repulsive dialogue delivered by a hopeless group of voice-artists. These guys are so bad they make the actors they deliver voices for appear like a group of remedial-level putz. It really is hard to determine how bad the acting is when you have copier this outrageous. But the voice-artists cannot be blamed for the scripts. It's a hilarious. Unwittingly funny at best, tragic at worst. The story in general is, to say the least, indu. The women characters are particularly idiotic; the men are either creepy or tedious.<br /><br />The whole enterprise smacks of pure utilizes of the audience. It doesn't remotely deliver what it promises and even when the murders (finally) start happening, they all occur off screen. All we get is a few half-hearted severed head shots.<br /><br />A few people have said that this movie is a giallo. I cannot agree less with this opinion. Anyone who enjoys Italian thrillers must give this movie a wide berth as there is nothing remotely enthralling about it. It's importantly a soft-core raunchy film with a horror angle. But it's not very erotic either.<br /><br />I can't praised this to anyone.",Successful
480,"Leave it to Paul ""sex on the brain"" Verhoeven to come up with a pointlessly sleazy and juvenile version of the INVISIBLE MAN story. If he'd direct a Pokemon film, I'm sure he'd turn it into some massive orgy of sorts. I don't mind sex or even sleaze (check my other reviews) on film but frankly, it's obvious the director has a one track mind and he couldn't see interesting aspects about an invisible man storyline than the kinky implications it comes with it. It's a shame because it could have been good if the film didn't spend so much time having an invisible Kevin Bacon grope women. <br /><br />The game cast of actors does what it can with the one-note cheesy script but I felt bad for some of them, including William Devane, who is totally wasted here.<br /><br />But then what could I have expected from the director of SHOWGIRLS, which, btw, is much more entertaining than this stilted & bad film.","Authorise it to Paul ""intercourse on the brainpower"" Verhoeven to come up with a pointlessly naughty and juvenile version of the HIDES BOYS anecdotes. If he'd direct a Pokemon film, I'm sure he'd turn it into some massive orgy of sorts. I don't psyche sex or even sleaze (check my other reviews) on film but frankly, it's obvious the guiding has a one track mind and he couldn't see phenomenal aspects about an invisible man storyline than the kinky influences it comes with it. It's a shame because it could have been good if the film didn't spend so much time having an invisible Kevin Bacon grope women. <br /><br />The game cast of actors does what it can with the one-note cheesy command but I felt negative for some of them, including Guillaume Devane, who is perfectly hammered here.<br /><br />But then what could I obtains expectations from the director of SHOWGIRLS, which, btw, is very more entertaining than this hokey & injurious panorama.",Successful
786,"I was thrilled to watch this movie expecting it to be the sequel to the cult classic ""Private Lessons"" which portrays the dream of any male teenager.<br /><br />""Private Lessons II"" has NOTHING to do with the title I mention. It's just a regular soft-core Cinemax flick that won't make a change in your life. There's just one hot sex scene in a rooftop but that's it. I watched this a long time ago but believe me, this is just a regular boring soft core flick.<br /><br />The women are hot but that's not enough to rent or buy the movie. My advice is to watch this only if it airs on cable.","I was thrilled to vigilance this movie awaiting it to be the sequel to the cult classic ""Private Lessons"" which portrays the dream of any male teenager.<br /><br />""Private Lessons II"" has NOTHING to do with the title I mention. It's just a regular soft-core Cinemax flick that won't make a change in your life. There's just one hot sex scene in a rooftop but that's it. I watched this a long time ago but believe me, this is just a regular humdrum soft core film.<brit /><br />The ladies are hot but that's not enough to tenancy or buy the teatro. My views is to watch this only if it airs on cable.",Successful
19,"Pros: Nothing<br /><br />Cons: Everything<br /><br />Plot summary: A female reporter runs into a hitchhiker that tells her stories about the deaths of people that were killed by zombies.<br /><br />Review: Never in my life have I come across a movie as bad The Zombie Chronicles. Filmed on a budget of what looks to be about 20 bucks, TZC is a completely horrible horror movie that relies on lame, forgetable actors whom couldn't act to save their lives and gore that's more gross than frightening. How does a movie like this even get made? Simply put, avoid TZC like a sexually-transmitted disease.<br /><br />My last 2 cents: Humorously enough, this movie was made by a movie company called Brain Damage Films. They're brains must have really been damaged to come up with a craptacular movie like this.<br /><br />My rating: 1 out of 10(If it were up to me, this movie would get the rating of negative bajillion)","Pros: Nothing<br /><br />Cons: Everything<br /><br />Plot summary: A female reporter runs into a hitchhiker that tells her stories about the deaths of people that were killed by zombies.<br /><br />Review: Nos in my life have I come across a movie as baleful The Zombie Recounts. Videotaping on a financials of what looks to is about 20 cents, TZC is a keenly frightening horror cinematic that builds on null, forgetable officers whom couldn't acts to asceticism their lives and gore that's more unmistakable than frightening. How makes a film like this even becoming presented? Effortlessly put, dissuade TZC like a sexually-transmitted disease.<br /><br />My last 2 cents: Humorously enough, this movie was made by a movie society called Brain Injuries Films. They're brains must have really been damaged to come up with a craptacular movie like this.<br /><br />My rating: 1 out of 10(If it were up to me, this movie would get the rating of negative bajillion)",Successful
308,"I can say without a shadow of a doubt that Going Overboard is the single worst film i have ever seen, and yes, I have seen Cujo. Adam Sandler is an abomination as Schecky Moskowitz, a wannabe comedian working on a cruise liner. That's the plot.<br /><br /> That's it! Nothing else in the film makes sense, it's all over the place like a mad man's breakfast, and not in a wacky naked gun kind of way, but more of a frustrating, 'throw both shoes at the t.v' kind of way. even General Noriega makes an appearance, for no reason i can comprehend (it certainly wasn't for humour). Add to the mix Miss Australia, who has the worst Australian Accent i've ever heared, and you have something which i won't call the worst film ever made, because Going overboard doesn't even fit the basic definition of a film. I highly recomend seeing this film, as it will elevate the standing of every bad film you ever see. I guarantee the first thing you'll say after seeing a bad film will be ""at least it wasn't as bad as Going Overboard"".","I can say without a shadow of a doubt that Going Overboard is the single finest flick i have ever seen, and yes, I have seen Cujo. Adam Sandler is an revulsion as Schecky Moskowitz, a wannabe comedian working on a cruise liner. That's the plot.<br /><br /> That's it! Somethin else in the film makes sense, it's all over the place like a mad man's breakfast, and not in a wacky naked gun kind of way, but more of a disturbing, 'throw both shoes at the t.v' kind of way. even General Noriega makes an appearance, for no reason i can comprehend (it certainly wasn't for humour). Add to the mix Miss Australia, who has the worst Australian Accent i've ever heared, and you have something which i won't call the finest film ever made, because Going overboard doesn't even fit the basic definition of a film. I highly recomend seeing this film, as it will elevate the standing of every bad film you ever see. I guarantee the first thing you'll say after seeing a bad film will be ""at least it wasn't as bad as Going Overboard"".",Successful
772,"Having loved 'Paris, Je T'aime', I highly anticipated this film and I admit I went in with high expectations, but was sorely disappointed for a number of reasons.<br /><br />Although, I was not expecting a re-make of 'Paris' in New York I was expecting the same structure. What I liked about 'Paris' was the breakup of the neighborhoods. You got a sense of each directors style and the story they wanted to tell. In 'NY', there is no clear separation of the stories, at different points in the film, characters from different stories run into each other which made me confused as to who I was watching and what exactly was going on. Also, the switch in directing was evident but confusing since there was no flow.<br /><br />Another thing I loved about the 'Paris' film was the different takes on love. It wasn't all romantic. There was love between parents and their children, unrequited love, a lonely, middle-aged woman yearning for love etc., it explored so many layers of the complexity of love between humans. 'NY' seemed to only go for an edgy, over-the-top sexuality. There were some redeemable shorts (the older couple having spent a lifetime together, Julie Christie's short), but overall the'NY' film didn't evoke any emotion for me. I didn't connect with any of the characters like I did with 'Paris'. I remember watching 'Paris' and feeling a deep sadness, loneliness, yearning, hopefulness, wonder... it just had so much soul. For me, there was no soul in the 'NY' film.<br /><br />Maybe if I had gone into it without having 'Paris' looming in the back of my brain as a comparison this film might have elicited a more favorable response, but as a self-titled re-take of 'Paris, Je T'aime' I was sorely disappointed.","Having loved 'Paris, Je T'aime', I highly anticipated this film and I admit I went in with high expectations, but was sorely unimpressed for a number of reasons.<br /><br />Although, I was not expecting a re-make of 'Paris' in New York I was expecting the same structure. What I liked about 'Paris' was the breakup of the neighborhoods. You got a sense of each directors style and the story they wanted to tell. In 'NY', there is no clear separation of the stories, at different points in the film, characters from different stories run into each other which made me confused as to who I was watching and what exactly was going on. Also, the switch in directing was evident but disturbing since there was no flow.<br /><br />Another thing I loved about the 'Paris' film was the different takes on love. It wasn't all romantic. There was love between parents and their children, unrequited love, a lonely, middle-aged woman yearning for love etc., it explored so many layers of the complexity of love between humans. 'NY' seemed to only go for an edgy, over-the-top sexuality. There were some redeemable shorts (the older couple having spent a lifetime together, Julie Christie's short), but unmitigated the'NY' film didn't evoke any emotions for me. I didn't connect with any of the characters like I did with 'Paris'. I remember watching 'Paris' and feeling a deep sadness, loneliness, yearning, hopefulness, wonder... it just had so much soul. For me, there was no soul in the 'NY' film.<br /><br />Maybe if I had gone into it without having 'Paris' looming in the back of my brain as a comparison this film might have elicited a more favorable response, but as a self-titled re-take of 'Paris, Je T'aime' I was sorely indignant.",Successful
850,"The Biggest one that bugs the hell out of me is that they say Zues takes DUTCH commands. But she is speaking German to him. The 2 languishes are completely different, its like saying ""well he takes French commands"" and start talking Spanish.<br /><br />James Belushi gives more the feeling of being a comedy actor not a detective in the slightest. The role just doesn't fit him, even if its mend to be a comedy.<br /><br />To many stereotype/predicable stuff. Typical comment or comebacks.<br /><br />If you don't look at those things i think it could be a nice movie to watch if its ever on TV. But i wouldn't suggesting renting it.","The Biggest one that fly the underworld out of me is that they say Zues takes DUTCH order. But she is commenting German to him. The 2 languishes are completely different, its like speaks ""well he takes Parisian order"" and start talking Castilian.<br /><brit />James Pesci gives more the feeling of being a comedy actor not a detectives in the teeniest. The featuring just doesn't readjust him, even if its mend to be a comedy.<br /><br />To many stereotype/predicable contraption. Emblematic observations or comebacks.<br /><br />Despite you don't look at those things i think it could be a nice cinema to watch if its ever on TV. But i wouldn't suggesting renting it.",Successful
596,"The film is pretty confusing and ludicrous. The plot is awful...but on the plus side the acting is pretty good, with a few good shouts and rants. Sharon stone is OK this time...not even half as good as the original mind you. The murders aren't as gory as the first one either, which is a shame. Its not the unpredictable mess everyone say it is though. The sex is pretty graphic at times while others it is clear it is fake (they are fully clothed). The script is weak most of the time, but the scenes with banter and arguments between Dr.Glass and Washburn are highlights. The plot twists a few times, but the ending is awful. The tension is always constant with a huge dollop of 'Oh my god!'. The chase sequences are brilliantly directed, and shots and camera angles are impressive and bring a bit of class to an otherwise, rush-felt film. Sharon stone is a bit old for this too. The bits where we see her breasts were, in the first one, delights. This time around, they are too horrid to describe. The films its self is rather average, but it is worth a go. Mainly because the film does deserve some good buzz...with the opening sequence being a highlight. Not to be critical, but if you liked the first one - leave this one. Don't ruin the run. You'll be glad you left this stone unturned.","The film is pretty confusing and ridiculous. The plot is awful...but on the plus side the acting is pretty good, with a few good shouts and rants. Sharon stone is OK this time...not even half as good as the original mind you. The murders aren't as gory as the first one either, which is a shame. Its not the unpredictable mess everyone say it is though. The sex is pretty graphic at times while others it is clear it is fake (they are fully clothed). The script is weak most of the time, but the scenes with banter and arguments between Dr.Glass and Washburn are highlights. The plot twists a few times, but the ending is scary. The tension is always constant with a huge dollop of 'Oh my god!'. The chase sequences are brilliantly directed, and shots and camera angles are impressive and bring a bit of class to an otherwise, rush-felt film. Sharon stone is a bit old for this too. The bits where we see her breasts were, in the first one, delights. This time around, they are too horrid to describe. The films its self is rather average, but it is worth a go. Mainly because the film does deserve some good buzz...with the opening sequence being a highlight. Not to be critical, but if you liked the first one - leave this one. Don't ruin the run. You'll be glad you left this stone unturned.",Successful
512,"The cliché of the shell-shocked soldier home from the war is here given dull treatment. Pity a splendid cast, acting to the limits of their high talents, can't redeem 'The Return of the Soldier' from its stiff-collared inability to move the viewer to emotional involvement. Best moments, as another reviewer noted, come when Glenda Jackson is on screen; but even Jackson's crackling good cinematic power can't pull this film's chestnuts from its cold, never warmed hearth. Ann-Margret, she of sex-kitten repute and too often accused of lacking acting ability, finds her actual and rather profound abilities wasted here - despite her speaking with a nigh-flawless Middlesex accent. The hackneyed score, redolent of many lackluster TV miniseries' slathered-on saccharine emotionalism, is at irritating odds with the emotional remoteness of the script, blocking, and overbaked formalism of the direction; except for its score and corseted script and direction, 'The Return of the Soldier' has all the right bits but it fails to make them work together.","The cliché of the shell-shocked soldier home from the war is here given bleak treatment. Empathetic a splendid moulding, acting to the limits of their high talents, can't redeem 'The Return of the Soldier' from its stiff-collared flaws to move the viewer to emotional involvement. Best moments, as another reviewer noted, come when Janette Jackson is on screen; but even Jackson's crackling good cinematic power can't pull this film's chestnuts from its cold, never warmed hearth. Ann-Margret, she of sex-kitten repute and too often accused of lacking acting ability, finds her actual and rather profound abilities hammered here - despite her speaking with a nigh-flawless Middlesex focused. The hackneyed score, redolent of many lackluster TV miniseries' slathered-on saccharine emotionalism, is at disturbing odds with the emotional remoteness of the script, blocking, and overbaked formalism of the direction; except for its score and corseted script and direction, 'The Return of the Soldier' has all the right bits but it overlooking to make them work together.",Successful
233,"Dude, really!!!! where have you guys been the past 20 years, this is shocking in all kind of ways, horror ? This is a joke, there is nothing wrong with being low budget, but this is a laugh, If you want to look at the classics, Freaks of Tod Browning, the victims of Dracula and Frankenstein, the Undying Monster, Ernest Thesiger, Paul Wegener's The Golem and the passengers of The Ghost Train, you can't compare it, it gives it a bad name, bad acting, bad screenplay etc. Total waist of money and free time, have watched a lot of movies, were as horror is my all time favorite, I really am speechless, have nothing more to say that please don't do the effort to watch something so daft, please understand","Dude, really!!!! where have you guys been the past 20 years, this is shocking in all kind of ways, horror ? This is a joke, there is nothing wrong with being low budget, but this is a laugh, If you want to look at the classics, Freaks of Tod Browning, the victims of Dracula and Frankenstein, the Undying Monster, Ernest Thesiger, Paul Wegener's The Golem and the passengers of The Ghost Train, you can't compare it, it gives it a prejudicial name, wrong caretaker, adverse screenplay etc. Total waist of silver and free time, have watched a lot of movies, were as horror is my all time favorite, I really am speechless, have nothing more to say that please don't do the effort to watch something so daft, please understand",Successful
330,"Hello. I am Paul Raddick, a.k.a. Panic Attack of WTAF, Channel 29 in Philadelphia. Let me tell you about this god awful movie that powered on Adam Sandler's film career but was digitized after a short time.<br /><br />Going Overboard is about an aspiring comedian played by Sandler who gets a job on a cruise ship and fails...or so I thought. Sandler encounters babes that like History of the World Part 1 and Rebound. The babes were supposed to be engaged, but, actually, they get executed by Sawtooth, the meanest cannibal the world has ever known. Adam Sandler fared bad in Going Overboard, but fared better in Big Daddy, Billy Madison, and Jen Leone's favorite, 50 First Dates. Man, Drew Barrymore was one hot chick. Spanglish is red hot, Going Overboard ain't Dooley squat! End of file.","Hello. I am Paul Raddick, a.k.a. Panic Attack of WTAF, Channel 29 in Philadelphia. Enables me tell you about this god outrageous drama that nurtured on Adamo Sandler's scene career but was digitized after a short time.<br /><br />Going Overboard is about an aspiring comedian played by Sandler who gets a job on a cruise ship and chess...or so I thought. Sandler encounters sweetheart that like History of the World Part 1 and Rebound. The babes were supposed to be engaged, but, actually, they get achieved by Sawtooth, the meanest cannibal the world has ever known. Adam Sandler fared bad in Going Overboard, but excelled better in Big Daddy, Billy Madison, and Jen Leone's favorite, 50 First Dates. Man, Drew Barrymore was one hot chick. Spanglish is red hot, Going Overboard ain't Dooley squat! End of file.",Successful
84,"This video nasty was initially banned in Britain, and allowed in last November without cuts.<br /><br />It features the Playboy Playmate of the Month October 1979, Ursula Buchfellner. The opening cuts back and forth between Buchfellner and foggy jungle pictures. I am not sure what the purpose of that was. It would have been much better to focus on the bathtub scene.<br /><br />Laura (Buchfellner) is kidnapped and held in the jungle for ransom. Peter (Al Cliver - The Beyond, Zombie) is sent to find her and the ransom. Of course, one of the kidnappers (Antonio de Cabo) manages to pass the time productively, while another (Werner Pochath) whines incessantly.<br /><br />The ransom exchange goes to hell, and Laura runs into the jungle. Will Peter save her before the cannibals have a meal? Oh, yes, there are cannibals in this jungle. Why do you think it was a video nasty! Muriel Montossé is found by Peter and his partner (Antonio Mayans - Angel of Death) on the kidnapper's boat. Montossé is very comfortably undressed. Peter leaves them and goes off alone to find Laura, who has been captured by now. They pass the time having sex, and don't see the danger approaching. Guts, anyone? Great fight between Peter and the naked devil (Burt Altman).<br /><br />Blood, decapitation, guts, lots of full frontal, some great writhing by the cannibal priestess (Aline Mess), and the line, ""They tore her heart out,"" which is hilarious if you see the film.","These video nasty was initially banned in Britain, and allowed in last November without cuts.<br /><br />It features the Playboy Playmate of the Month October 1979, Ursula Buchfellner. The opening cuts back and forth between Buchfellner and foggy jungle pictures. I am not sure what the purpose of that was. It would have been much better to focus on the bathtub scene.<br /><br />Laura (Buchfellner) is kidnapped and held in the jungle for ransom. Peter (Al Cliver - The Beyond, Zombie) is sent to find her and the ransom. Of course, one of the kidnappers (Antonio de Cabo) manages to pass the time productively, while another (Werner Pochath) whines assiduously.<br /><br />The ransom exchange goes to hell, and Laura runs into the jungle. Will Peter save her before the cannibals have a meal? Oh, yes, there are cannibals in this jungle. Why do you think it was a video nasty! Muriel Montossé is found by Peter and his partner (Antonio Mayans - Angel of Death) on the kidnapper's boat. Montossé is very comfortably undressed. Peter leaves them and goes off alone to find Laura, who has been captured by now. They pass the time having sex, and don't see the danger approaching. Guts, anyone? Great fight between Peter and the naked devil (Burt Altman).<br /><br />Blood, decapitation, guts, lots of full frontal, some great writhing by the cannibal priestess (Aline Mess), and the line, ""They tore her heart out,"" which is hilarious if you see the film.",Successful
171,"Closer to reality and containing more depth than ""Breakdance"", Stan Lathan's ""Beat Street"" is still a pretty dull show. Again this pic is really only cashing in on the 'breakin' craze but at least we get a little bit of entertainment from the plot, which concerns the lives of three young friends and a younger brother, all growing up in Queens, New York. Each has their own unique talent. One is a hustler, one a d.j., another an artist who creates 'burners', while little bro' Lee is a hot 'hip hop' dancer.<br /><br />Lathan is unable to generate any real audience interest in the story though, and his young cast are likewise struggling with their characters. Therefore it is left almost entirely to the funky music and the 'fresh' dancing to save the day.<br /><br />Choreography is again sharp for both club and street scenes, but this alone is not enough to lift """"Beat Street"" to greater heights. Unfortunately the film really falls flat late on, after showing a glimmer of hope that it just might get interesting.<br /><br />Sunday, August 25, 1996 - Video","Closer to reality and containing more depth than ""Breakdance"", Stan Lathan's ""Beat Street"" is nevertheless a abundantly grim demonstrates. Again this pic is really only cashing in on the 'breakin' craze but at least we get a little bit of entertainment from the plot, which concerns the lives of three young friends and a younger brother, all growing up in Queens, New York. Each has their own unique talent. One is a hustler, one a d.j., another an artist who creates 'burners', while little bro' Lee is a hot 'hip hop' dancer.<br /><br />Lathan is inoperative to generate any real audience interest in the story though, and his young cast are likewise struggling with their characters. Therefore it is left almost entirely to the funky music and the 'fresh' dancing to save the day.<br /><br />Dances is again sharp for both club and street scenes, but this alone is not enough to lift """"Beat Street"" to greater heights. Unfortunately the film really falls flat late on, after showing a glimmer of hope that it just opportunity get interesting.<br /><br />Sunday, August 25, 1996 - Video",Successful
635,"Ever notice how in his later movies Burt Reynolds' laugh sounds like screeching brakes?<br /><br />Must have been hanging out with Hal Needham too much.<br /><br />And from the looks of ""Stroker Ace"", WAY too much.<br /><br />Can you believe this was based on a book? Neither could I, but it was. And probably not a best-seller, I'll wager. <br /><br />Burt's another good-old-boy in the NASCAR circuit who hitches up with Beatty as a fried chicken magnate with designs on his team. Anderson provides what love interest there is and Nabors does his umpteenth Gomer Pyle impression as faithful mechanic/best friend Lugs. <br /><br />A lot of people here are friends of Burt's or Hal's. Others must have needed the work. And even real NASCAR drivers get in on the act, and look to have more talent than those with SAG cards. <br /><br />As far as laughs go, Bubba Smith (pre-""Police Academy"") gets them as Beatty's chauffeur. And Petersen, in full Elvira mode, gets lots of appreciative leers as a lady who wants to get to know Lugs real well. REAL WELL.<br /><br />It's a shame that Burt threw away as much time and effort in a film like ""Stroker Ace"" where it didn't matter whether he bothered to act or not. They didn't bother to write a character for him, why bother to act?<br /><br />Two stars. Mostly for Petersen, and for the out-takes at the end. Now THEY'RE funny.","Ever notice how in his later movies Burt Reynolds' laugh sounds like whirring brakes?<br /><br />Must have been hanging out with Hal Needham too much.<br /><br />Neither from the looks of ""Stroker Ace"", WAY too plenty.<br /><br />Can you believe this was based on a book? Neither could I, but it was. And probably not a best-seller, I'll equals. <br /><br />Burt's another good-old-boy in the NASCAR circuit who failures up with Beatty as a fried chicken magnate with designs on his team. Anderson provides what love relevant there is and Nabors does his umpteenth Bucko Whaler impression as faithful mechanic/best friend Lugs. <br /><br />A lot of people here are friends of Burt's or Hal's. Others must have needed the work. And even real NASCAR drivers get in on the act, and look to have more talent than those with SAG cards. <br /><br />As far as laughs go, Bubba Smith (pre-""Police Academy"") gets them as Beatty's chauffeur. And Petersen, in full Leonora mode, gets lots of appreciative leers as a lady who wants to get to know Lugs real well. REAL WELL.<br /><br />It's a shame that Burt threw away as much time and effort in a film like ""Stroker Ace"" where it didn't matter whether he bothered to act or not. They didn't bother to write a character for him, why minds to act?<br /><br />Two stars. Mostly for Petersen, and for the out-takes at the end. Now THEY'RE funny.",Successful
93,"Not only is it a disgustingly made low-budget bad-acted movie, but the plot itself is just STUPID!!!<br /><br />A mystic man that eats women? (And by the looks, not virgin ones)<br /><br />Ridiculous!!! If you´ve got nothing better to do (like sleeping) you should watch this. Yeah right.","Not only is it a terrifically made low-budget bad-acted movie, but the intrigue itself is just NUTTY!!!<br /><br />A mystic man that eats women? (And by the looks, not virgin ones)<br /><br />Monstrous!!! If you´ve got nothing better to do (like sleeping) you should watch this. Yeah right.",Successful
415,"2 stars for Kay Francis -- she's wonderful! And she didn't deserve this horrible tripe that Warner Bros. threw her way! <br /><br />The two-pronged premise that this movie is based on is ridiculous and unbelievable in the extreme. Kay is a small-town wife and mother who yearns for something bigger: she wants to be an actress. When a big-shot actor comes to town and invites Kay to his hotel to talk about possibilities, Kay tells her husband she's going to the movies. The hubby's biddy of a mother puts a bug in hubby's ear that Kay's not being truthful, and he sets out looking for her. He finds her w/ the actor in the hotel (they are only talking!) and he slugs the guy, who falls over a railing, lands face-first in a pond (lake?), and dies. Now here's the two unbelievable premises upon which the rest of the movie is based: <br /><br />1) the judge tells the jury that if it's determined that the man died *before* his head went into the water, that they must find the hubby guilty of first degree murder. (Whaaaaa?????? I think slugging a guy in a fit of rage would count for manslaughter or murder 2 at the most, not FIRST DEGREE murder. Give me a break! But the plot required him being found guilty of murder 1 so that he could be sent to prison for life. Whatever.) <br /><br />2) the hubby's lawyer, after the conviction and sentencing, tells Kay that it's all HER fault. His reasoning is that if she hadn't gone over to the actor's room, then her husband wouldn't have had to go after her and slug the guy and kill him. He tells her that she's the guilty one, not her husband, and she nods and agrees. What. The. Hell?!?!?! The rest of the movie is all about Kay trying to achieve fame and money in order to get her husband released from prison and right the wrong she committed by causing him to kill the actor dude in the first place.<br /><br />I can't even go on with this review. The movie was just all too painful. Four years earlier, in the pre-code days, you'd never have caught Kay playing such a wimp! In true Kay Francis fashion, though, she did do her best to make us believe that this woman was a believable character. I give her much credit for trying to breathe some life and credibility to this thankless role. This character was a far cry from pre-code Kay roles and real-life spitfire Kay Francis.<br /><br />Steer way clear of this one! There are much better Kay Francis vehicles out there! (From personal experience, I can highly recommend Mary Stevens, MD and Jewel Robbery; also good are Dr. Monica and One Way Passage. I'm sure there's other great Kay flicks as well, but I'm only mentioning the ones I've seen and can recommend.)","2 stars for Kay Francis -- she's wonderful! Nor she didn't wins this scary viscera that Warner Bros. threw her way! <br /><br />The two-pronged premise that this movie is based on is nutty and unbelievable in the extreme. Kay is a small-town wife and mother who yearns for something bigger: she wants to be an actress. When a big-shot actor comes to town and invites Kay to his hotel to talk about possibilities, Kay tells her husband she's going to the movies. The hubby's biddy of a mother puts a bug in hubby's ear that Kay's not being truthful, and he sets out looking for her. He finds her w/ the actor in the hotel (they are only talking!) and he slugs the guy, who falls over a railing, lands face-first in a pond (lake?), and dies. Now here's the two unbelievable premises upon which the rest of the movie is based: <br /><br />1) the judge tells the jury that if it's determined that the man died *before* his head went into the water, that they must find the hubby guilty of first degree murder. (Whaaaaa?????? I think slugging a guy in a fit of rage would count for manslaughter or murder 2 at the most, not FIRST DEGREE murder. Give me a break! But the plot required him being found guilty of murder 1 so that he could be sent to prison for life. Whatever.) <br /><br />2) the hubby's lawyer, after the conviction and sentencing, tells Kay that it's all HER fault. His reasoning is that if she hadn't gone over to the actor's room, then her husband wouldn't have had to go after her and slug the guy and kill him. He tells her that she's the guilty one, not her husband, and she nods and agrees. What. The. Hell?!?!?! The rest of the movie is all about Kay trying to achieve fame and money in order to get her husband released from prison and right the wrong she committed by causing him to kill the actor dude in the first place.<br /><br />I can't even go on with this review. The movie was just all too poignant. Four years earlier, in the pre-code days, you'd never have caught Kay playing such a wimp! In true Kay Francis fashion, though, she did do her best to make us believe that this woman was a believable character. I give her much credit for trying to breathe some life and credibility to this thankless role. This character was a far cry from pre-code Kay roles and real-life spitfire Kay Francis.<br /><br />Steer way clear of this one! There are much better Kay Francis vehicles out there! (From personal experience, I can highly recommend Mary Stevens, MD and Jewel Robbery; also good are Dr. Monica and One Way Passage. I'm sure there's other great Kay flicks as well, but I'm only mentioning the ones I've seen and can recommend.)",Successful
546,"I'll keep this short as a movie like this doesn't deserve a full review.<br /><br />Given the setting, this movie could have been something really special. It could have been another ""28 days later"" or even a ""Blair Witch Project""<br /><br />The first 20 or so minutes of the movie I was really excited, directer did a decent job with cinematography and suspense, although I don't think He managed to capture true eeriness of an empty London Underground.<br /><br />Characters were a big let down. Our ""heroine"" in this movie is a worthless piece of crap, and you really don't care if she dies or not. As many people have said before, I was rooting for the homeless people and the black guy, who managed to give me a chuckle or two(whether intentional of the writers or not).<br /><br />The main villain, is kept in the dark for the first half of the movie, but when he is revealed I was really disappointed. I won't spoil it but lets just say my 10 year old sister could probably beat him in a wrestling match.<br /><br />All in all this is just another mediocre horror film which falls into the trap of following a simple Hollywood formula. This film had a lot of potential but really failed to hit the mark.<br /><br />Just to highlight how lame this movie was, the characters in this movie had at least FIVE TIMES to finish off and kill the main villain. INSTEAD THEY RUN AWAY.","I'll keep this short as a movie like this doesn't justifies a full review.<br /><br />Given the setting, this movie could have been something really special. It could have been another ""28 days later"" or even a ""Blair Witch Project""<br /><br />The first 20 or so minutes of the movie I was really excited, directer did a decent job with cinematography and suspense, although I don't think He managed to capture true eeriness of an empty London Underground.<br /><br />Characters were a big let down. Our ""heroine"" in this movie is a counterintuitive piece of whorehouse, and you really don't care if she dies or not. As many people have said before, I was rooting for the homeless people and the black guy, who managed to give me a chuckle or two(whether intentional of the writers or not).<br /><br />The main villain, is kept in the dark for the first half of the movie, but when he is revealed I was really indignant. I won't spoil it but lets just say my 10 year old sister could probably beat him in a wrestling match.<br /><br />Together in all this is just another paltry horror film which falls into the trap of following a simple Hollywood formula. This film enjoys a lot of capable but really aground to hit the mark.<br /><br />Just to highlight how nought this movie was, the idiosyncrasies in this imagery had at least FIVE TIMES to finish off and kill the main villain. DESPITE THEY RUN AWAY.",Successful
