original,perturbed,type
Far away from real Chinese food. Doesn't even taste good as American style Chinese food.,Critically away from concrete Chinese eating. Doesn't even appetite super as American design Chinese eatin.,Failed
"I used to order takeout here once every month or so. The food tastes average and the price is good. It's your typical low-end Chinese place. \n\nThe last (and final) time I ordered here I just so happened to be picking up my order while a health inspector from allegheny county health department was making his rounds. While I was waiting on my food (which took much longer than usual) the inspector was pointing out violations. He also requested a copy of a certificate that the man behind the register was unable to produce. The inspector looked at me like I was crazy for waiting on my food despite the obvious poor conditions.  \n\nAs for the rest of the place - it's always been kind of dirty inside. The carpets are just FILTHY and the walls match. There are always children's toys scattered about the floor because the owners children are always there, so be careful not to trip. \n\nThe workers do seem like nice people just trying to make a living but when it comes to cleanliness Don Don is lacking.","I used to order takeout here once every month or so. The meals savoury medial and the fare is good. It's your typical low-end Chinese pleasure. \n\nThe last (and yesteryear) time I ordered here I just so happened to come collection up my order while a health inspection from allegheny county health department was making his sessions. While I was waiting on my food (which took plenty grandest than usual) the examination was pointing out violations. It also requested a reprint of a certificate that the pal behind the register was unable to produce. The inspector looked at me like I was crazy for waits on my food although the superficial amiss disorders.  \ies\nAs for the stopover of the place - it's continually been kind of decadent inside. The tapestry are just NEFARIOUS and the walls pairing. There are always children's toys scattered about the storeys because the owners adolescence are always there, so be faithful not to trip. \n\nThe servants fact listens like exquisite people just trying to make a living but when it comes to cleanliness Don Don is lacking.",Successful
"All I can say is the worst! We were the only 2 people in the place for lunch, the place was freezing and loaded with kids toys! 2 bicycles, a scooter, and an electronic keyboard graced the dining room. A fish tank with filthy, slimy fingerprints smeared all over it is there for your enjoyment.\n\nOur food came... no water to drink, no tea, medium temperature food. Of course its cold, just like the room, I never took my jacket off! The plates are too small, you food spills over onto some semi-clean tables as you sit in your completely worn out booth seat. The fried noodles were out of a box and nasty, the shrimp was mushy, the fried rice was bright yellow.\n\nWe asked for water, they brought us 1 in a SOLO cup for 2 people. I asked for hot tea, they said 10 minutes. What Chinese restaurant does not have hot tea available upon request?\n\nOver all.... my first and last visit to this place. The only good point was that it was cheap, and deservingly so.","Any I can saying is the worst! We were the only 2 people in the place for midday, the venue was freezing and cargoes with kids play! 2 bicycle, a scooter, and an electronic keyboard adhered the dinner chamber. A shellfish char with filthy, soupy print smeared all over it is there for your realization.\n\nOur supper got... no water to ethanol, no tea, medium temp malnutrition. Among course its frozen, just amore the room, I never grabbed my shirt off! The patches are too meagre, you food dumping over onto some semi-clean framework as you sit in your absolutely worn out stateroom seated. The incinerated noodles were out of a box and nasty, the seafood was soupy, the burned rice was glossy yellow.\n\nWe asked for waters, they rendered ours 1 in a UNILATERALLY goblet for 2 villagers. me instructed for warm tea, they said 10 minutes. What Chinese takeout did not recieve hot kettle available upon request?\n\nOver all.... my first and last excursion to this sites. The only good sighting was that it was cheap, and deservingly once.",Failed
We went on a weeknight.  Place was not busy waited over 20 minutes for drinks and to have our order taken.  We ordered an app and it came out with the meals and that was another 20 minutes or so.  Food was luke warm at best.  I would not go back.,We faded on a weeknight.  Put was not overpopulation predicting over 20 record for drinks and to ai our commandments adopted.  Our avowed an app and it entrance out with the eat and that was another 20 min or however.  Diet was locke tepid at presentable.  me would not disappear back.,Successful
Went for breakfast on 6/16/14. We received very good service and meal came within a few minutes.Waitress could have smiled more but was friendly. \nI had a Grand Slam... it was more than enough food. \nMeal was very tasty... We will definitely go back. \nIt is a popular Denny's.,Was for breakfast on 6/16/14. We received muy good serves and ate came within a few recordings.Waitress could have smiled more but was friendly. \nI had a Grand Slam... it was more than enough food. \nMeal was very tasty... We will apparently disappear back. \nIt is a grassroots Denny's.,Successful
"Perfect time with hubby, after work which is 4 am and you can still have a hot nice meal, waitress was such an adorable girl. Her arm was broken or smth but she still dis a great job!\nStrawberry lemonade was just smth i have been craving for for so long but did not know what it was :) \nStrawberry milkshake, nachos and t bone steak is smth we never stop ordering!\nIts always nice when u go late at night like us, it is not crowded, not noisy, nice music playing and always nice people around. \nIf you want smth quick and it is late at night then i would say Denny's!","Infallible time with hubby, after operation which is 4 am and you can still have a hot nice eat, waitress was such an adorable girl. Her arm was broken or smth but she likewise dis a large job!\nStrawberry lemonade was just smth i have been wants for for so long but were not heed what it was :) \nStrawberry milkshake, sandwich and t bone mashed is smth we never apprehending ordering!\prism always nice when u go late at night like us, it is not inhabited, not noisy, nice music playing and always nice people around. \nIf you want smth quick and it is late at night then i would say Denny's!",Successful
"I belong to this gym...  I live in the South section of Pittsburgh, and I find that this gym is not too far from me.  The staff is friendly, the equipment is quite good.  You get two free personal training sessions when you join.  They have lots of weights (which my boyfriend uses) and a decent cardio room.  The only thing I would say is to increase some of the cardio equipment.  Water is only $1 a bottle!","I belong to this gym...  I live in the South section of Pittsburgh, and I find that this gym is not too eminently from me.  The staff is friendly, the equipment is precisely ok.  You get two free personal training sessions when you join.  They have lots of weights (which my boyfriend uses) and a decent cardio room.  The only thing I would avowed is to increase some of the cardio equipment.  Water is only $1 a bottle!",Successful
"I bought a three month membership last year, mainly to attend the Silver Sneakers classes. I was in my early sixties and hadn't exercised in a while. I tried the evening classes but they were very crowded and difficult, so I tried a morning class for seniors. I like to stretch out before my class actually starts, so I went to the tail end of a yoga class. The women in this class were very nasty to me and told me that I wasn't welcome to stretch out in their class. I never went back thanks to the attitude of the other members. I didn't feel welcome here. I complained to the manager, who said that I was welcome to stretch out in whatever class I wanted to, but the hostility of these yoga students was very evident. Do they think that this is their private gym?","I got a three mes confession ultimate enjoyment, mainly to attend the Silver Sneakers classes. I was in my early eighties and hadn't exercised in a while. I tried the evening classes but they were very crowded and difficult, so I tried a morning class for seniors. I like to stretch out before my classy actually starts, upon I went to the tail stop of a yoga class. The women in this class were quite odious to me and told me that I wasn't welcome to stretch out in their class. I never walked back thankyou to the attitude of the other mp. I didn't feel welcome here. I complained to the manager, who said that I was welcome to stretch out in whatever class I wanted to, but the feuding of these yoga students was very evident. Do they think that this is their private sportsman?",Successful
If you like being greeted in the morning by a gym worker slopping down eggs from a frying pany instead of working....this is your gym....complain to the manager and she gets nasty....try getting in touch with the owner....impossible!  Most unprofessional gym ever!!!!,Whereas you lover being applauded in the morning by a gym worker slopping down eggs from a frying pany instead of gig....this is your gym....complain to the heads and she gets nasty....try getting in afflicts with the owner....impossible!  Best unsophisticated workouts ever!!!!,Successful
"Papa J's is by far my favorite restaurant in Pittsburgh, my hometown.  I eat there almost every time I visit, and everything I've ever ordered has been fantastic.  Fresh ingredients, simple preparation, reasonable prices.  Also, they make the best pizza in town HANDS DOWN.","Pop J's is by far my favored restaurants in Steelers, my motherland.  I absorbed there almost every lifespan I consulted, and everything I've ever entrusted has been fantastic.  Fresh ingredients, pure formation, judicious prices.  Instead, they supplying the best pizza in town HANDS DOWNWARDS.",Successful
"Yay, I'm a fan but sometimes service is a little slow, it was very good for us this visit.  Go to Papa j's every once in a while but mostly for the White Pizza.  It is the best white pizza I have ever had.  Order the white pizza on our visit this  weekend... it has garlic, spinach, feta cheese and we usually add some veggie on top.  It was delicious!  Order fried calamari and it was OK...note to self next time try the calamari roman style.\n\nLike the dinning room with the hardwood floors and bright lighting.  \n\nThe bar was jumping thou never go to the bar.","Oorah, I'm a vent but mostly service is a humble sluggish, it was pretty good for us this visit.  Go to Papa j's every once in a while but mostly for the White Pizza.  It is the alright white pizza I have ever had.  Order the white pizza on our visit this  weekend... it has garlic, spinach, feta cheese and we usually add some veggie on top.  It was funky!  Order fried calamari and it was OK...note to self next time try the calamari roman style.\n\nLike the dinning room with the hardwood floors and bright lighting.  \n\nThe bar was skipped thou never go to the helm.",Successful
"Terrible service.  Food unremarkable.  Waiter disappeared for 45 minutes to serve larger group due to staffing mismanagement.  Saved his tip by discounting meal after I complained.  All and all, a very crude and unpleasant dining experience for me and my guests.  Not to be repeated, never again!","Disastrous services.  Food negligible.  Servers vanished for 45 minutes to meet greater group due to labour mismanagement.  Preserved his advice by discounted feeding after I complains.  Each and all, a far rudimentary and squalid meals piloted for me and my receiving.  Not to sont repetition, never again!",Failed
"Yay, I'm a fan of the white pizza.  Had take out.  \n\nThe bar was jumping when I picked up our order.\n\nThe white pizza is so delicious...with garlic, spinach, feta, and added some veggies.  Tried the Roman Style calamari, very good better than the fried calamari we had last time.","Yay, I'm a breather of the white pizza.  Had wear out.  \n\nThe bar was darting when I picked up our order.\n\nThe white lasagna is tad glamorous...with garlic, cabbages, feta, and aggregate some veggies.  Struggled the Roman Style calamari, very good better than the fried calamari we had last time.",Successful
"OK, its Friday night and have about 70 minutes to eat. Driving by Papa J's and W says, lets stop in and get a quick dinner. \n\nAdvice host that we are in a hurry.  The host advised us it is a 90 minute service. The place was crowded, we were seated at the last open table. However our waiter, Jason, said he will do his best to get as out on time. We ordered our dinner immediately, with a salad and a glass of wine. In a few minutes we had our wine, then in a few more seconds we had our salads and some great homemade Italian bread with some olive oil and balsamic ving. for dipping.  Yum!\n\nJust as we were finishing our salads our dinners were delivered. Great job Jason! The Fettuccine Carbanara was very good; a thick cream sauce with bacon and ricotta.  In and out in 60 minutes.  Now that is some good service.","OK, its Friday night and have about 70 minutes to eat. Driving by Papa J's and W says, lets stop in and get a quick dinner. \n\nAdvice host that we are in a hurry.  The host advised us it is a 90 minute service. The place was crowded, we were seated at the last open table. However our waiter, Jason, said he will do his best to get as out on time. We ordered our dinner prematurely, with a salad and a glass of wine. In a few minutes we had our wine, then in a few more seconds we had our salads and some sizeable homemade Italian bread with some olive oil and balsamic ving. for dipping.  Yum!\n\nJust as we were finishing our salads our dinners were delivered. Great job Jason! The Fettuccine Carbanara was considerably good; a thick cream sauce with bacon and ricotta.  In and out in 60 minutes.  Now that is some alright serving.",Successful
"Great little gem! The food was fantastic was very food and just the right price. The Italian food was amazing, but you can not leave without a dessert and be prepared for giant serving. I had the carrot cake yummy!! Def a place everyone should try.","Overwhelming lowest jewellery! The feeding was fantastic was very food and just the right prizes. The Italian food was amazing, but you can not license without a dessert and be prepared for giant plays. I had the carrot cake godlike!! Def a place everyone wouldnt strived.",Successful
"I have to say that I write this review with much regret, because I have always loved PaPa J's. But my recent experience there has changed my mind a bit. \n\nFrom the minute we were seated, we were greeted by a server that was clearly inexperienced and didn't know the menu. As I said before, I've been to PaPa J's a good handful of times so I know the menu decently well, but the server couldn't explain any of the questions I had about a couple new dishes I was thinking about trying. I swear this guy must have just looked at the menu for the first time a few minutes ago.\n\nBut it wasn't just the knowledge of the menu. It was one thing after another with our server. My wife asked for a glass of water 4 times until she finally got it (at which point the meal was over, so we didn't care at that point).  I mean come on, for a restaurant of this calibre and price is it too much to ask for a glass of water? There was no one filling up water.\n\nMy biggest complaint, however, is what happened with our meals. My dad and I both ordered the trout special (trout with roasted red peppers and lump crabmeat). Instead, the meal that was delivered to both of us was trout with a heaping pile of spinach and mushrooms. Not what the special was at all.  And by the way, that item is on the menu as a regular item so whether or not the mistake was made by the server (which, we are sure it was) or the chef, who knows for certain. Not to mention, though, that a good server wouldn't have served us that regardless. \n\nBut before you think we had an unusal experience that was all due to a poor server, let me continue. When we informed our server of the mistake, he didn't really believe us until he checked his order sheet, and then he blamed the error on the chef. At this point, the meal had been sitting (because it took us forever to flag this guy down again) so the trout was basically cold. The server then said he would have the meals re-made. So, he took the meals back to the kitchen. Meanwhile, of course, my wife and mom are eating their meals and my dad and I are sitting there with no meals. Also keep in mind that my wife still had not gotten the water she had been asking for, and my iced tea had been refilled with a soda (yes, believe that or not). All the kitchen did was scrape their \""""mistake\"""" off of our fish! They didn't remake anything. Our fish was served to us again with little pieces of spinach and mushrooms sticking all over it. Quite frankly, the fish wasn't good at all. I honestly would have rather had a fish sandwich from McDonald's that night. The server never did anything to try to make our experience better - he knew we weren't happy, but never offered anything such as dessert on the house. I'm not looking for a handout, but our experience was just plain awful that night. The guy never really even apologized for the mistake. Normally, I may have asked for a manager, but at this point I was ready to just get out of there (plus, we had to be somewhere else that night).\n\nMy opinion... for the money, there are many other restaurants I would rather eat at.","I have to say that me penned this review with much mourning, than I have always loved PaPa J's. But my recent joys there has changed my mind a bit. \n\nFrom the minute we were seated, we were hailing by a server that was understandably naïve and didn't know the menu. As I said before, I've been to PaPa J's a good handful of times so I know the menus decently well, but the server couldn't explain any of the questions I had about a couple new dishes I was thinking about trying. I swear this guy must have just looked at the menu for the first time a few minutes ago.\n\nBut it wasn't just the knowledge of the menu. It was one somethings after another with our server. My wife asked for a glass of water 4 times until she finally got it (at which point the meal was over, so we didn't loving at that point).  I mean come on, for a restaurant of this calibre and price is it too much to ask for a glass of water? There was no one filling up water.\n\nMy noblest complaints, however, is what happened with our banquet. My dad and I both ordered the fountain special (trout with roasted red peppers and lump crabmeat). Instead, the meal that was brought to both of us was trout with a heaping pile of spinach and mushrooms. Not what the special was at all.  And by the way, that item is on the menus as a regular item still whether or not the misunderstanding was made by the server (which, we are sure it was) or the chef, who knows for certain. Not to mention, though, that a good server wouldn't have served us that yet. \n\nBut before you thinks we had an unusal experience that was all due to a poor server, authorisation me continue. When we enlightened our server of the mistake, he didn't really believe us until he checked his order sheet, and then he convicted the error on the chef. At this point, the meal had been sitting (because it took us forever to flag this guy down again) so the trout was basically colder. The server then clarified he would have the meals re-made. So, he took the meals back to the kitchen. Meanwhile, of course, my wife and mom are eating their meals and my dad and I are sitting there with no meals. Also keep in mind that my wife still had not gotten the water she had been asking for, and my iced tea had been refilled with a soda (yes, believe that or not). All the kitchen did was scrape their \""""mistake\"""" off of our fish! They didn't remake anything. Our fish was served to us again with little pieces of spinach and mushrooms sticking all over it. Quite frankly, the fish wasn't good at all. I honestly would have rather had a fish sandwich from McDonald's that night. The server never did anything to try to make our experience better - he knew we weren't happy, but never offered anything such as dessert on the house. I'm not looking for a handout, but our experience was just plain awful that night. The guy never really even apologized for the mistake. Normally, I may have asked for a manager, but at this point I was ready to just get out of there (plus, we had to be somewhere else that night).\n\nMy opinion... for the money, there are many other restaurants I would rather eat at.",Successful
This is a regular go-to for me. I love the food and the service. They always have the wine that I like and the food is always delicious. I suggest trying the flourless chocolate cake in the front of the store (in the section where you can buy stuff to take home). It is sublime and makes you want to go to a special cozy corner just to eat it and revel in its velvety loveliness.,That is a ordinary go-to for me. I love the caterer and the serves. They traditionally be the wines that I liked and the restaurant is traditionally glamorous. me intends wanting the flourless confectionery cake in the page of the retailer (in the section where you can pimping gimmick to draw home). It is sublime and implies you hoped to expend to a sole intimate corner just to catering it and silliness in its syrupy strangeness.,Successful
"Coming here you get the feeling they haven't changed much.  The tables, the decorations, the menu.  All the same.  Does that make you a little worried?  Yes.\n\nI ordered the mushroom ravioli and it was... oily.  Very very oily.  The actual ravioli was okay, enough mushrooms.  but it was oily.  Did I mention that?  \n\nAmbiance, like I said, left much to be desired.  I don't think I'd have this place on my list of \""""musts\"""" for downtown.  Much better restaurants to visit!","Forthcoming here you get the sense they haven't changed much.  The tables, the decorations, the menu.  All the same.  Does that make you a little apprehensive?  Yes.\n\nI destined the mushroom ravioli and it was... oily.  Very very fatty.  The actual ravioli was okay, enough mushrooms.  but it was oily.  Did I mention that?  \n\nAmbiance, like I said, left much to be intended.  I don't think I'd have this place on my list of \""""musts\"""" for downtown.  Much well eatin to visit!",Successful
"Service in this place is poor because of lack of acknowledgment since people working there are \""""just\"""" working . They have nice decor,nice bar and good bread. Consider where this place is ,the prices are really really high . Nothing is served on the side with main dishes ....","Service in this place is vulnerable because of lack of admits since people working there are \""""just\"""" working . They enjoy nice makeover,nice counsels and good bread. Consider where this place is ,the taxes are admittedly admittedly high . Nor is done on the side with main platters ....",Successful
Terrible service...terrible food...this place smells like rotten wet wood,Calamitous serves...hideous nutrients...this pleasure infects like baleful rainy timber,Successful
"Although the first impression through the door is charming and the aroma enticing  as you enter this restaurant- much can be improved upon for the prices asked for the dining experience. Our group of 7 had called a week ahead and were seated in the back of the far dining room, right by a door where clinking pots /pans and  dishes were heard throughout our meal, as well as a Darth Vader type noise coming from the ceiling vent. Our waitress was not knowledgable of all menu items, and three of our  very simple requests did not come out as ordered. ( dressing on the side of a salad,  less feta on an entree and no oil on another entree) The waitress blamed it on the cook, but did offer to get one entree changed. Also we were asked if we wanted pine nuts, feta or Gorgonzola on our salad and then were charged 2.00 extra per item in addition to the salad price (6.99) which brought the salad up to 10.99 ! Outrageous !\nThere is so much possibility for ambiance in this restaurant , but they miss the mark on service and atmosphere. I will most likely not return. Very overpriced for the quality and service.","Without the first impression through the concentrates is charming and the savoury enticing  as you enter this restaurant- much can be improved upon for the prices inviting for the dining experience. Our group of 7 had urge a weekend ahead and were seated in the back of the far dining spaces, right by a door where clinking pots /pots and  dishes were heard throughout our meal, as well as a Darth Pop type acoustics futuristic from the ceiling vent. Our waitress was not knowledgable of all menu items, and three of our  too effortless requests wanna not inlet out as condemned. ( dress on the side of a salads,  less tubby on an braised and no distilled on another salads) The miss blamed it on the chefs, but did brings to have one bruschetta alterations. Still we were wondering if we wanted pin nuts, gorgonzola or Endive on our salads and then were charged 2.00 extra per item in addition to the tomato cost (6.99) which gave the bruschetta up to 10.99 ! Atrocious !\nThere is still supremely abilities for climates in this restaurant , but they mile the marks on service and ambiance. I will most prospective not rebate. Quite overpriced for the quality and service.",Successful
Papa J's is expensive and inconsistent.  The ambiance is nice but it doesn't justify the prices.  There are better restaurants in Carnegie.,Daddy J's is expensive and paradoxical.  The emotion is wondrous but it doesn't raison the prices.  There are bestest restaurants in Carnegie.,Successful
"I was pleasantly surprised by this restaurant.  Came here with no expectations.  \n\nI was greeted by a large open (garage style) window, that opened the whole lounge bar area to the street.  It had modern furnishings and the staff were quite friendly.\n\nOrdered the quattro formaggi pizza.  Quite good!!!  Great balance of cheeses.  Not too rich at all.  Crust was excellent too.  Can't wait to come back.","me was admirably surprised by this restaurant.  Went here with no predicts.  \n\u was hailing by a wholesale launching (shop manner) glazing, that launching the whole barbershop saloon districts to the streets.  His eu current trimmings and the endowment were altogether amigo.\n\nOrdered the tre formaggi pie.  Really optimal!!!  Extraordinary balance of appetizer.  Not too reich at all.  Biscuit was extraordinary too.  Can't expecting to happens back.",Failed
"Just to start off, we were a party of 12, which is always a little difficult.  We were celebrating 2 birthdays.\n\nWe LOVED the food, it was delicious. My husband got a chicken parm sandwich, which is served on a yummy flat bread, and I got the chicken basil pizza ( i got an 8 cut and several ppl tried it) we all LOVED it! It was stunning.  It was made with a very delicious crust, nice and crisp, not soggy (like pesto pizza can get)\n\nThe one waitress we had JASMINE, was fantastic!  She was bright, friendly and very knowledgeable about the menu.  She took extra time with the older ladies in our group to help them with their selections... \n\nNow... the other waitress.. Mary something was so incompetent...  She was awful and rude.  She missed 2 people on that side of the table failed to take their order and when we said something she said 'well they didn't speak up!' Ugh.  Then when it was time to sing and cut the cake, my sister in law said 'oh hey can you get the cake so we can sing?'  She came back, cut the cake (all crazy with some huge pieces and some super small pieces like she never in her life cut a sheet cake) and we didn't even sing!  We were mad!!\n\nThe place is so pretty, they have a new addition that was just built within the last 2 years (according to my father in law) and its really nice.  They look to have a cool bar area with some modern couches and a really sweet look.   \n\nSo good food, great looking place.. one bad waitress. Prices are about middle of the road for an authentic Italian place, nothing crazy.  All in all, we'd like to go back again, but we want Jasmine!","Just to start off, we were a party of 12, which is always a little difficult.  We were celebrating 2 birthdays.\n\nWe LOVED the food, it was delicious. My husband got a chicken parm sandwich, which is served on a yummy flat bread, and I got the chicken basil pizza ( i got an 8 cut and several ppl tried it) we all LOVED it! It was stunning.  It was made with a very delicious crust, nice and crisp, not soggy (like pesto pizza can get)\n\nThe one waitress we had JASMINE, was fantastic!  She was bright, friendly and very knowledgeable about the menu.  She took extra time with the older ladies in our group to help them with their selections... \n\nNow... the other waitress.. Mary something was so incompetent...  She was awful and rude.  She missed 2 people on that side of the table failed to take their order and when we said something she said 'well they didn't speak up!' Ugh.  Then when it was time to sing and cut the cake, my sister in law said 'oh hey can you get the cake so we can sing?'  She came back, cut the cake (all crazy with some huge pieces and some super small pieces like she never in her life cut a sheet cake) and we didn't even sing!  We were mad!!\n\nThe place is so pretty, they have a new addition that was just built within the last 2 years (according to my father in law) and its really nice.  They look to have a cool bar area with some modern couches and a really sweet look.   \n\nSo alright food, great looking place.. one reprehensible waitress. Prices are about middle of the road for an authentic Italian place, nothing sociopath.  All in all, we'd like to go back again, but we want Jasmine!",Successful
"Absolutely Awful Service.  Went to Papa J's awhile ago and the service was bad - the waiter was surly, rude and unhelpful..  Decided to try it again since it is close to Stage 62.  Big mistake.  Greeted by a dour manager that seemed mad that we had a reservation. 30 minutes to get a glass of wine.  At one hour and 45 minutes complained to the manager that we still had not received out entrees.  He said 'What do you want me to do about it?\"""" and said they had a busy night.  This is when tables around us sat empty. I then had to go back to the manager to give us our bill so we could get away from this ruined evening.  The bill was prepared incorrectly. If you want average food and terrible service, this is your place.  We will never go back.","Absolutely Awful Services.  Went to Papa J's awhile ago and the service was lousy - the bartender was gruff, coarse and unusable..  Withheld to attempt it again afterward it is foreseeable to Stage 62.  Heavy failed.  Greeting by a downcast manager that sounded frantic that we had a doubts. 30 minutes to elicit a drink of wine.  Throughout one hours and 45 min blaming to the executives that we anyway was not yielded out entrees.  He alluded 'What effected you willingness me to know about it?\"""" and said they could a busy tonight.  That is when filed around we sat empty. I then had to proceed back to the management to afford we our bills bene we could getting elsewhere from this ruin soiree.  The bill was preparation falsely. Once you want average catering and appalling servicing, this is your pleasure.  Our gonna never volition back.",Failed
"I have been to this restaurant twice and was disappointed both times. I won't go back. The first time we were there almost 3 hours. It took forever to order and then forever for our food to come and the place was empty. When I complained the manager was very rude and tried to blame us for taking to long to order. It made no sense, how could we order when the waitress wasn't coming to the table? After arguing with me he ended up taking $6 off of our $200+ bill. Ridiculous. If it were up to me I would have never returned. Unfortunately my family decided to go here again tonight. Again it took a long time to get our food. My food was cold and bland, my kids food was cold. My husbands salmon was burnt to a crisp and my sister in law took one bite of her trout and refused to eat any more because she claims it was so disgusting. The wedding soup and bread were good, but that's it! My drink sat empty throughout my meal and never got refilled even when I asked. Bad food, slow service and rude managers. I'll pass on this place if my family decides to go again. Not worth it at all with all the other good Italian options around.","I fi been to this restaurant twice and was disappointed both hours. I won't go back. The first minute we were there almost 3 hours. He conducted forever to orders and then forever for our food to come and the mise was empty. When I complained the manager was very coarse and tried to charged us for carried to anymore to writs. It delivered no vein, how could we behest when the waitress wasn't forthcoming to the frames? After claim with me he concluded up passing $6 off of our $200+ billed. Dopey. Whether it were up to me I would was never reimbursed. Unfortunately my family taken to budge here again tonight. Already it got a long era to get our foodstuffs. My nourishment was frigid and bland, my juvenile malnutrition was cold. My husband salmon was shaved to a crisp and my sister in stipulations catch one biting of her trout and refusal to feedings any more for she affirms it was moreover disgusting. The couple stew and wheat were adequate, but that's it! Mein bottle oin empty throughout my nutrition and never has regenerated even when me aspired. Crummy meals, slow services and barefaced administering. I'll pass on this plaza if my habitation elect to proceed again. Not worth it at all with all the other agreeable Italian possibilities around.",Failed
"We stopped at Papa J's last Friday night (8/1) for a round of drinks. There were 7 of us altogether and we had eaten at another restaurant earlier in the evening.  One member of our party walked up to the bar to let them know we were sitting on the couches along the wall, as it was fairly busy that night. In the short time that he was there, a man who was behind the bar looked at him and then turn away without saying a word or notifying anyone else. He then turned to a waitress who had approached the service area of the bar and asked her if  we could have a server take our drink order. She said \""""yep\"""" and then abruptly turned and walked away. At that point, he asked to see the manager  who came a few minutes later. When my friend told him of what had occurred, the manager said \""""What do you want me to do\""""?\n\nMy friend said \""""An apology would be a good start\"""" whereupon the manager looked back at him and said \""""Get out and don't come back\"""" ???????? Are you kidding????\n\nMy friend is well traveled and frequently stays at higher end hotels and dines at quality restaurants. He was not screaming or belligerent in any way, shape, or form; simply informing the manager of what had occurred. \n\nThat being said, we left and went back to 131 East, where we had previously eaten. The service there was fabulous, as was the meal and the drinks creative and exquisite.\n\nThere are new restaurants that have opened in Carnegie as of late. Papa J's is no longer the only game in town.  Obviously this is the way a simple complaint is handled by management. Appalling!!  Do yourself a favor and frequent any of the other restaurants that are within walking distance of Papa J's. They understand the concept of  customer service.","We stopped at Papa J's last Friday night (8/1) for a round of drinks. There were 7 of us altogether and we had eaten at another restaurant earlier in the evening.  One member of our party walked up to the bar to let them know we were sitting on the couches along the wall, as it was fairly busy that night. In the short time that he was there, a man who was behind the bar looked at him and then turn away without saying a word or notifying anyone else. He then turned to a waitress who had approached the service area of the bar and asked her if  we could have a server take our drink order. She said \""""yep\"""" and then abruptly turned and walked away. At that point, he asked to see the manager  who came a few minutes later. When my friend told him of what had occurred, the manager said \""""What do you want me to do\""""?\n\nMy friend said \""""An apology would be a good start\"""" whereupon the manager looked back at him and said \""""Get out and don't come back\"""" ???????? Are you kidding????\n\nMy friend is well traveled and frequently stays at higher end hotels and dines at quality restaurants. He was not screaming or belligerent in any way, shape, or form; simply informing the manager of what had occurred. \n\nThat being said, we letting and transpired back to 131 Middle, where we had previously eaten. The service there was fabulous, as was the meal and the drinks creative and exquisite.\n\nThere are new foods that have opened in Carnegie as of late. Papa J's is no longer the only games in town.  Obviously this is the way a easy complaint is handled by leadership. Detestable!!  Been yourself a favor and everyday any of the other meal that are within walking distance of Papa J's. They understand the concept of  customer service.",Successful
"Man has this place gone down hill.  My husband and I went a couple of weeks ago.  We had salads and pasta.  Both were on the verge of inedible.  With a single glass of wine, I felt downright robbed at the $50 price tag.  Seriously, I could have easily made what we had with jarred sauce and boxed pasta at home. Classico is better.  And the service was pretty absent to make it even worse... seemed she knew it was terrible and didn't want to deal with it.  Seriously, I'd rather eat at the OG.","Mankind has this place gone down hill.  Mio stepfather and I transpired a marriage of days until.  We have veg and pasta.  Lf were on the brink of inedible.  With a unique crystal of beaujolais, me contemplated quite robbed at the $50 prize tag.  Profoundly, me could had simply effected what we ai with jarred fennel and boxed gnocchi at housework. Classico is better.  And the service was lovely unaccounted to afford it even dumbest... rang she comprehend it was tragic and didn't hope to process with it.  Gravely, I'd satisfactorily eat at the CHIS.",Successful
Food was NOT GOOD at all! My husband & I ate here a couple weeks ago for the first time. I ordered a salad & basil pesto cream pasta & my husband ordered the spinach & feta pasta. The salad was just a huge plate of spring mix (nothing else in it) with WAY to much vinegar dressing. My lettuce was drowning in the vinegar. My pesto pasta had no flavor (did not taste like a cream sauce to me) & the pesto was so runny/watery & way too much sauce not enough noodles. My husband's pasta had even less flavor than mine. We ate about a quarter of the food & couldn't even finish it. We took it home & it was so bad I didn't even eat my leftovers. And I hate wasting food!! Plus the prices are expensive for the amount of food you get & of course the poor quality. Don't waste your time eating here. There are much better Italian restaurants in Pittsburgh.,Malnutrition was NOT GOOD at all! My man & I consuming here a couple weeks originally for the first times. me ordered a marinated & pesto pesto placebo pasta & my dawg ordered the onion & greasy pasta. The arugula was just a whopping flat of spring blended (nothing else in it) with WAY to large sulphuric dressing. My lettuce was drowning in the vinegar. My marinated batter possessed no flavours (did not taste like a butter gravy to me) & the ravioli was so soupy/watery & shape too much sauce not enough noodles. My husband's pasta had even less reeks than mine. We comma about a quart of the foodstuffs & couldn't even finite it. Myself effected it home & it was too crummy me didn't even feed my remnants. Nor I rancour loss meals!! Plus the tariffs are expensive for the figures of food you got & of courses the poorest quality. Don't residues your lengths feed here. There are mucho better Italian restaurants in Steelers.,Failed
"I've decided where I stand with Emmert Dental. They are unprofessional, rude and have no clue what they're doing (behind the desk). I will not be going back nor will I have nice things to say about them.","I've decided where I stand with Emmert Toothache. They are enthusiast, nude and am no clue what they're doing (behind the offices). I will not be let back nor preparedness I es lovable stuff to declaring about them.",Successful
