original,perturbed,type
this is a film brimming with detail and nuance and one that speaks volumes about the ability of the human spirit to find solace in events that could easily crush it forever .,this is a theater profusion with clarification and shade and one that speaks monies about the ability of the human minds to find succor in events that could tenderly crush it regularly .,Successful
"the director , steven shainberg , has succeeded by focusing intently on his characters , making them quirky individuals rather than figures of fun .","the director , steven shainberg , has succeeded by focusing intently on his characters , making them quirky individuals rather than amounts of fun .",Successful
it ultimately stands forth as an important chronicle of the abuses of one of latin america's most oppressive regimes .,it ultimately stands strikers as an salient column of the abuses of one of latin america's most oppressive regimes .,Successful
"the movie has a soft , percolating magic , a deadpan suspense .","the movie has a saggy , percolating magic , a deadpan suspense .",Successful
a well-made and often lovely depiction of the mysteries of friendship .,a well-made and normally leggy representative of the obscurity of friendliness .,Failed
"using his audience as a figurative port-of-call , dong pulls his even-handed ideological ship to their dock for unloading , before he continues his longer journey still ahead .","using his audience as a figurative port-of-call , dong withdrawals his even-handed ideological ship to their dock for unloading , before he continues his longer journey still ahead .",Successful
. . . understands that a generation defines its music as much as the music defines a generation .,. . . assumes that a generation defining its music as much as the music defines a generation .,Successful
the transporter is as lively and as fun as it is unapologetically dumb,the airline is as lively and as comedy as it is unapologetically dullard,Successful
"as a witness to several greek-american weddings -- but , happily , a victim of none -- i can testify to the comparative accuracy of ms . vardalos' memories and insights .","as a testimonies to several greek-american matrimony -- but , conveniently , a injury of none -- i can testify to the equivalent accuracy of ms . vardalos' souvenirs and insights .",Successful
has it ever been possible to say that williams has truly inhabited a character ? it is now .,has it ever been possible to say that williams gets awfully inhabited a featuring ? it is now .,Successful
"by presenting an impossible romance in an impossible world , pumpkin dares us to say why either is impossible -- which forces us to confront what's possible and what we might do to make it so .","by presenting an impossible romance in an impossible globo , pumpkin dares we to say why either is impossible -- which forces us to tussle what's possible and what we might do to make it so .",Successful
"an impressive debut for first-time writer-director mark romanek , especially considering his background is in music video .","an stupendous debut for first-time writer-director mark romanek , especially considering his background is in music video .",Successful
"an incendiary , deeply thought-provoking look at one of the most peculiar ( and peculiarly venomous ) bigotries in our increasingly frightening theocracy","an seditious , deeply thought-provoking seems at one of the most peculiar ( and peculiarly venomous ) bigotries in our again frightening theocracy",Successful
"all the performances are top notch and , once you get through the accents , all or nothing becomes an emotional , though still positive , wrench of a sit .","all the performances are top notch and , once you get through the accents , all or nothing becomes an emotional , though still preferential , ratchet of a sit .",Successful
""" its successes are also tempered with elements which prove the direct antithesis of what it gets right . """,""" its successes are also clouded with portions which prove the direct cliché of what it gets right . """,Successful
it's solid and affecting and exactly as thought-provoking as it should be .,it's solid and plaguing and exactly as thought-provoking as it should arrive .,Successful
this is such a dazzlingly self-assured directorial debut that it's hard to know what to praise first .,this is such a dazzlingly self-assured directorial debut that it's troublesome to realising what to welcome first .,Successful
"parker holds true to wilde's own vision of a pure comedy with absolutely no meaning , and no desire to be anything but a polished , sophisticated entertainment that is in love with its own cleverness .","parker keeping factual to wilde's own vision of a pure comedy with absolutely no meaning , and no desire to be anything but a polished , sophisticated entertainment that is in love with its own cleverness .",Successful
münch's genuine insight makes the film's occasional overindulgence forgivable .,münch's genuine insight makes the film's occasional overindulgence salvageable .,Successful
"thankfully , the film , which skirts that rapidly deteriorating line between fantasy and reality . . . takes a tongue-in-cheek attitude even as it pushes the croc hunter agenda .","thankfully , the movie , which skirts that rapidly deteriorating line between fantasy and pragmatist . . . takes a tongue-in-cheek deportment even as it pushes the croc hunter agenda .",Successful
"ultimately , the message of trouble every day seems to be that all sexual desire disrupts life's stasis .","ultimately , the prompts of trouble every day seems to be that all sexual desire disrupts life's immobility .",Successful
"if you're like me , a sucker for a good old fashion romance and someone who shamelessly loves to eat , then mostly martha offers all the perfect ingredients to more than satisfy your appetite .","if you're like me , a sucker for a good old fashion romance and someone who shamelessly loves to eat , then mostly martha offering all the perfect ingredients to more than satisfy your appetite .",Successful
"the film has just enough of everything -- re-enactments , archival footage , talking-head interviews -- and the music is simply sublime .","the film has just enough of everything -- re-enactments , archival footage , talking-head interviews -- and the music is simply stupendous .",Successful
"there are a few stabs at absurdist comedy . . . but mostly the humor is of the sweet , gentle and occasionally cloying kind that has become an iranian specialty .","there are a few stabs at absurdist humor . . . but mostly the humor is of the sweet , saggy and occasionally cloying kind that has become an iranian specialty .",Successful
a wonderful character-based comedy .,a peachy character-based travesty .,Successful
"it would be interesting to hear from the other side , but in talk to her , the women are down for the count .","it would be captivating to hear from the other side , but in talk to her , the chick are down for the comte .",Successful
an endearingly offbeat romantic comedy with a great meet-cute gimmick .,an endearingly sardonic romantic pretense with a great meet-cute gimmick .,Successful
"the unique tug-of-war with viewer expectations is undeniable , if not a pleasure in its own right .","the unique tug-of-war with passerby expectations is conclusive , if not a delight in its own right .",Successful
"it uses an old-time formula , it's not terribly original and it's rather messy -- but you just have to love the big , dumb , happy movie my big fat greek wedding .","it uses an old-time formula , it's not terribly original and it's rather messy -- but you just have to luv the big , dumb , happy movie my big fat greek wedding .",Successful
it's almost impossible not to be moved by the movie's depiction of sacrifice and its stirring epilogue in post-soviet russia .,it's almost impossible not to be moved by the movie's depiction of sacrifice and its wavering epilogue in post-soviet russia .,Successful
"who knows what exactly godard is on about in this film , but his words and images don't have to add up to mesmerize you .","who knows what exactly godard is on about in this film , but his words and images don't got to add up to mesmerize you .",Successful
"the tone is balanced , reflective and reasonable .","the ringtone is balanced , informative and appropriate .",Failed
"the principals in this cast are all fine , but bishop and stevenson are standouts .","the administrators in this castings are all super , but pastor and neal are standouts .",Successful
"it could change america , not only because it is full of necessary discussion points , but because it is so accessible that it makes complex politics understandable to viewers looking for nothing but energetic entertainment .","it could change america , not only because it is full of necessary discussion points , but because it is so doable that it makes complex politics understandable to viewers looking for nothing but energetic entertainment .",Successful
what's most striking about this largely celebratory film . . . is the sense of isolation that permeates these bastions of individuality in an ikea world .,what's most striking about this drastically celebratory scorsese . . . is the feeling of isolation that obscures these bastions of individuality in an ikea planetary .,Successful
". . . if you're in a mind set for goofy comedy , the troopers will entertain with their gross outs , bawdy comedy and head games .",". . . if you're in a mind set for goofy comedy , the troopers will distracted with their gross outs , bawdy comedy and head games .",Successful
"somewhat blurred , but kinnear's performance is razor sharp .","somewhat blurred , but kinnear's performance is razor gross .",Successful
"as a director , mr . ratliff wisely rejects the temptation to make fun of his subjects .","as a director , mr . ratliff wisely rejects the encouragement to make fun of his subjects .",Successful
"for anyone who remembers the '60s or is interested in one man's response to stroke , ram dass : fierce grace is worth seeking out .","for anyone who remembers the '60s or is interested in one man's response to stroke , ram dass : fierce grace is worth tempt out .",Successful
"intriguing and beautiful film , but those of you who read the book are likely to be disappointed .","baffling and super theatres , but those of you who read the book are likely to be disappointed .",Successful
"the new guy does have a heart . now , if it only had a brain .","the new guy does have a crux . now , if it only had a brain .",Successful
a savvy exploration of paranoia and insecurity in america's culture of fear .,a techies crawler of paranoia and insecurity in america's culture of fear .,Successful
"legendary irish writer brendan behan's memoir , borstal boy , has been given a loving screen transferral .","legendary irish writer brendan behan's memoir , borstal boy , has been given a iove screen transferral .",Successful
"the film's greatest asset is how much it's not just another connect-the-dots , spy-on-the-run picture .","the film's worst abridged is how much it's not just another connect-the-dots , spy-on-the-run picture .",Successful
this clever caper movie has twists worthy of david mamet and is enormous fun for thinking audiences .,this cancerous madcap theatrical had tendrils humanistic of david mamet and is big fun for premonition moviegoers .,Successful
it's one of the saddest films i have ever seen that still manages to be uplifting but not overly sentimental .,it's one of the saddest films i have ever seen that still manages to be uplifting but not exceedingly sentimental .,Successful
"morton is , as usual , brilliant .","morton is , as usual , briiliant .",Successful
"even with all those rough edges safely sanded down , the american insomnia is still pretty darned good .","even with all those approximate bangs safely dusted down , the usa insomnia is too pretty darned good .",Successful
"i don't know precisely what to make of steven soderbergh's full frontal , though that didn't stop me from enjoying much of it .","i don't know precisely what to make of steven soderbergh's full frontal , though that didn't stop me from adores sizable of it .",Successful
the tug of war that ensues is as much a snapshot of modern china in microcosm as it is a crash course in movie mythology .,the tug of war that ensues is as much a instant of modern china in microcosm as it is a crash course in movie mythology .,Successful
"nearly surreal , dabbling in french , this is no simple movie , and you'll be taking a risk if you choose to see it . i enjoyed the ride ( bumps and all ) , creamy depth , and ultimate theme .","nearly odd , dabbling in english , this is no straightforward movie , and you'll constitute assume a hazard if you clicking to consult it . i enjoyed the ride ( chills and all ) , milky dug , and latest problem .",Successful
"you could say that it's slow at times , you could say that a few of the characters act in ways that real people wouldn't , but one thing you couldn't say is that alias betty is predictable .","you could say that it's slow at times , you could say that a few of the characters act in ways that real people wouldn't , but one thing you couldn't say is that alias betty is foreseeable .",Successful
"asia authors herself as anna battista , an italian superstar and aspiring directress who just happens to be her own worst enemy .","question authors herself as anna battista , an italian superstar and aspiring directress who just happens to be her own worst foe .",Successful
"roman coppola may never become the filmmaker his dad was , but heck  few filmmakers will . but based on cq , i'll certainly be keeping an eye out for his next project .","roman coppola may never become the filmmaker his dad was , but heck  few filmmakers will . but based on cq , i'll certainly be keeping an binocular out for his next project .",Successful
"an amusing , breezily apolitical documentary about life on the campaign trail .","an amusing , breezily apolitical paperwork about resides on the campaign trail .",Successful
"high on melodrama . but it's emotionally engrossing , too , thanks to strong , credible performances from the whole cast .","upper on melodrama . but it's artistically upsetting , too , thanks to strong , credible performances from the whole cast .",Successful
"finally , a genre movie that delivers -- in a couple of genres , no less .","finally , a genre movie that furnish -- in a couple of genres , no less .",Successful
"it's not so much enjoyable to watch as it is enlightening to listen to new sides of a previous reality , and to visit with some of the people who were able to make an impact in the theater world .","it's not even much enjoyable to watch as it is enlightening to listen to new sides of a previous reality , and to visit with some of the people who were able to make an impact in the theater world .",Successful
"spielberg is the rare director who does not want to invite viewers to gawk at or applaud his special effects . he just wants them to be part of the action , the wallpaper of his chosen reality . here , thankfully , they are .","spielberg is the scant chef who does not hoped to invite viewers to gawk at or applaud his special effects . he just wants them to be part of the action , the wallpaper of his chosen reality . here , thankfully , they are .",Successful
"post 9/11 the philosophical message of "" personal freedom first "" might not be as palatable as intended .","post 9/11 the philosophical prompts of "" personal freedom first "" endangerment not be as palatable as intended .",Successful
"hu and liu offer natural , matter-of-fact performances that glint with sorrow , longing and love .","liu and liu offer inborn , matter-of-fact performances that glisten with wretchedness , hankering and love .",Successful
this bold and lyrical first feature from raja amari expands the pat notion that middle-aged women just wanna have fun into a rousing treatise of sensual empowerment .,this intrepid and choral first specs from raga amari expands the pat notion that middle-aged consort just didnt obtains amusement into a electrifying covenant of carnal empowerment .,Successful
"easier to respect than enthuse over , andersson's rigorous personal vision is not only distanced but distancing .","easier to respect than enthuse over , andersson's arduous personal vision is not only distanced but distancing .",Successful
girls gone wild and gone civil again,girlfriend gone wild and gone civil again,Successful
". . . tunney is allowed to build an uncommonly human character , an almost real-live girl complete with trouble and hope .",". . . pre is allowed to created an uncommonly human character , an almost real-live girl complete with trouble and hoping .",Successful
"while this film is not in the least surprising , it is still ultimately very satisfying . think of it as a sort of comfort food for the mind .","while this movie is not in the least surprising , it is still possibly very satisfying . think of it as a sort of comfort dine for the bother .",Successful
"clever , brutal and strangely soulful movie .","clever , quarrelsome and suspiciously soulful theaters .",Successful
. . . always remains movingly genuine .,. . . incessantly leftovers movingly loyal .,Successful
an intelligent fiction about learning through cultural clash .,an malignant fiction about learning through cultural clash .,Successful
will grab your children by the imagination and amaze them and amuse them .,go confiscate your children by the invention and boggles them and amuse them .,Successful
a remarkable 179-minute meditation on the nature of revolution .,a whopping 179-minute meditative on the type of backlash .,Successful
"those who would follow haneke on his creepy explorations . . . are rewarded by brutal , committed performances from huppert and magimel .","those who would follow haneke on his disgusting browsing . . . are rewarded by quarrelsome , committed performances from huppert and magimel .",Successful
an involving true story of a chinese actor who takes up drugs and winds up in an institution--acted mostly by the actual people involved .,an implicates true escudos of a chinese actor who takes up drugs and winds up in an institution--acted mostly by the actual people involved .,Successful
hands down the year's most thought-provoking film . but it pays a price for its intricate intellectual gamesmanship .,hands down the year's most thought-provoking film . but it pays a price for its tortuous intellectual gamesmanship .,Successful
it's a terrific american sports movie and dennis quaid is its athletic heart .,it's a peachy american sportsman movie and peters quaid is its sportsman quid .,Successful
"this is such a high-energy movie where the drumming and the marching are so excellent , who cares if the story's a little weak .","this is such a high-energy movie where the churns and the marching are so super , who cares if the story's a little weak .",Successful
"compelling revenge thriller , though somewhat weakened by a miscast leading lady .","overriding revenge filmmaking , though somewhat weakened by a miscast leading lady .",Successful
"it's amazingly perceptive in its subtle , supportive but unsentimental look at the marks family .","it's terribly perceptive in its brainy , supportive but unsentimental squint at the tagging habitation .",Successful
"a whole lot foul , freaky and funny .","a whole lot foul , freaky and sitcom .",Successful
family fare .,domicile fare .,Successful
attal mixes comedy with a serious exploration of ego and jealousy within a seemingly serene marriage .,attal mixes comedic with a serious crawler of ego and jealousy within a seemingly serene marriage .,Successful
"the diversity of the artists represented , both in terms of style and ethnicity , prevents the proceedings from feeling repetitious , as does the appropriately brief 40-minute running time .","the diversity of the artists represented , both in terms of style and ethnicity , prevents the proceedings from feeling repetitious , as does the too brief 40-minute running time .",Successful
"the pianist is a fine valedictory work for polanski , made richer by his own experiences , making his other movies somehow richer in the bargain .","the pianist is a fined valedictory work for polanski , made richer by his own experiences , making his other movies somehow richer in the bargain .",Successful
"foster nails the role , giving a tight , focused performance illuminated by shards of feeling .","foster clamps the role , credited a tight , intentioned performance illuminated by shards of feeling .",Successful
"even if you can't pronounce "" gyro "" correctly , you'll appreciate much of vardalos' humor , which transcends ethnic boundaries .","even if you can't spelt "" gyro "" deservedly , you'll acknowledgment noticeably of vardalos' humor , which overstep racial rajan .",Successful
is office work really as alienating as 'bartleby' so effectively makes it ?,is office work really as alienating as 'bartleby' so soundly makes it ?,Successful
farrell . . . thankfully manages to outshine the role and successfully plays the foil to willis's world-weary colonel .,farrell . . . thankfully manages to outshine the role and legitimately is the foiled to willis's world-weary colonel .,Successful
"audiences conditioned to getting weepy over saucer-eyed , downy-cheeked moppets and their empathetic caretakers will probably feel emotionally cheated by the film's tart , sugar-free wit .","audiences conditioned to getting weepy over saucer-eyed , downy-cheeked moppets and their empathetic caretakers goes probably feel emotionally cheated by the film's tart , sugar-free wit .",Successful
bennett's dramatization of her personal descent into post-breakup perdition has a morbid appeal that's tough to shake .,bennett's dramatization of her personal descent into post-breakup perdition has a morbid recourse that's tough to shake .,Successful
an intriguing and entertaining introduction to johnson .,an puzzling and droll constitution to j .,Successful
"as expected , sayles' smart wordplay and clever plot contrivances are as sharp as ever , though they may be overshadowed by some strong performances .","as expected , sayles' smart wordplay and clever plot contrivances are as severe as ever , anyway they may be overshadowed by some strong performances .",Successful
a model of what films like this should be like .,a paragon of what films like this should be like .,Successful
"as weber and weissman demonstrate with such insight and celebratory verve , the cockettes weren't as much about gender , sexual preference or political agitprop as they were simply a triumph of the indomitable human will to rebel , connect and create .","as weber and weissman demonstrate with such insight and celebratory verve , the cockettes weren't as much about kind , sexual preference or political agitprop as they were simply a succeeded of the indomitable human will to rebel , connect and create .",Successful
"yeah , these flicks are just that damn good . isn't it great ?","yeah , these actions are just that fucken super . isn't it great ?",Successful
an unbelievably fun film just a leading man away from perfection .,an unbelievably banter film just a leading man away from perfection .,Successful
"over-the-top and a bit ostentatious , this is a movie that's got oodles of style and substance .","over-the-top and a bit ostentatious , this is a filmmakers that's been oodles of style and substance .",Successful
. . . a poignant and powerful narrative that reveals that reading writing and arithmetic are not the only subjects to learn in life .,. . . a dire and powerful historian that indicate that reading writing and arithmetic are not the only subjects to learn in life .,Successful
nicely serves as an examination of a society in transition .,nonchalantly serves as an examination of a society in ramps .,Successful
"boisterous , heartfelt comedy .","boisterous , heartfelt pretension .",Successful
"a tender and touching drama , based on the true story of a troubled african-american's quest to come to terms with his origins , reveals the yearning we all have in our hearts for acceptance within the family circle .","a providing and plaguing cataclysmic , predicated on the appropriate conte of a beleaguered african-american's striving to come to provision with his provenance , exemplifies the hankering we all did in our cardiology for approving within the kinship loop .",Failed
as a randy film about sexy people in gorgeous places being pushed and pulled ( literally and figuratively ) by desire . . . [sex and lucía] makes for an arousing good time .,as a duane cameraman about flirtatious personnel in belle scene being pushed and sacked ( literally and indifferently ) by will . . . [coitus and lucía] makes for an arousal good time .,Successful
absorbing character study by andré turpin .,procured character study by andré turpin .,Successful
"celebrated at sundance , this slight comedy of manners has winning performances and a glossy , glib charm that's hard to beat .","celebrated at sundance , this slight comedy of manners has winning performances and a glossy , glib alluring that's hard to hitting .",Successful
"renner's performance as dahmer is unforgettable , deeply absorbing .","renner's performance as dahmer is unforgettable , severely gained .",Successful
"if no one singles out any of these performances as award-worthy , it's only because we would expect nothing less from this bunch .","if no one singles out any of these performances as award-worthy , it's only because we would expects nothing modest from this bunch .",Successful
"if you love reading and/or poetry , then by all means check it out . you'll probably love it .","if you love reading and/or poems , then by all way check it out . you'll probably oi it .",Successful
"though of particular interest to students and enthusiast of international dance and world music , the film is designed to make viewers of all ages , cultural backgrounds and rhythmic ability want to get up and dance .","though of particular interest to students and enthusiast of international dance and world music , the film is designed to make bystanders of all ages , cultural backgrounds and rhythmic ability want to get up and dance .",Successful
energetic and boldly provocative .,forceful and furiously seditious .,Successful
star wars is back in a major way .,star wars is back in a major router .,Successful
it's a movie -- and an album -- you won't want to miss .,it's a movie -- and an registrations -- you won't want to signora .,Successful
"it's rare to find a film that dazzles the eye , challenges the brain , and satisfies our lust for fast-paced action , but minority report delivers all that and a whole lot more .","it's rare to find a film that dazzles the eye , challenges the brain , and satisfies our lust for fast-paced action , but minority report makes all that and a whole lot more .",Successful
"while not all transitions to adulthood are so fraught , there's much truth and no small amount of poetry in girls can't swim .","while not all transitions to adulthood are so fraught , there's much fact and no small amount of poetry in girls can't bathhouse .",Successful
"if there's nothing fresh about wannabes , which was written by mr . demeo , who produced and directed the film with charles a . addessi , much of the time the movie feels authentic .","if there's nothing fresh about wannabes , which was written by mr . demeo , who produced and directed the film with charles a . addessi , much of the time the movie feels veritable .",Successful
jacquot's tosca is a treat .,jacquot's tosca is a manipulate .,Successful
"by the end of no such thing the audience , like beatrice , has a watchful affection for the monster .","by the end of no such thing the audience , like beatrice , has a cautionary affection for the monster .",Successful
"if you liked such movies as notting hill , four weddings and a funeral , bridget jones' diary or high fidelity , then you won't want to miss about a boy .","if you liked such movies as notting hill , four weddings and a funeral , bridget jones' diary or high fidelity , then you won't want to mademoiselle about a boy .",Successful
". . . the gentle melding of drama and comedy makes "" what time is it there ? "" something the true film buff will enjoy .",". . . the soft melding of drama and comedy lend "" what schedule is it there ? "" something the right flick buffed va iike .",Successful
"romanek keeps the film constantly taut . . . reflecting the character's instability with a metaphorical visual style and an unnerving , heartbeat-like score .","romanek keeps the film constantly jittery . . . reflecting the character's instability with a metaphorical visual style and an unnerving , heartbeat-like score .",Successful
i whole-heartedly recommend that everyone see this movie-- for its historical significance alone .,i whole-heartedly recommend that everyone worm this movie-- for its historical salient alone .,Successful
"hey , who else needs a shower ?","salut , who else needs a shower ?",Successful
"longley has constructed a remarkably coherent , horrifically vivid snapshot of those turbulent days .","longley has rests a terribly coherent , horrifically vivid shadow of those choppy days .",Successful
"although it bangs a very cliched drum at times , this crowd-pleaser's fresh dialogue , energetic music , and good-natured spunk are often infectious .","although it bangs a very cliched drum at times , this crowd-pleaser's fresh dialogue , energetic music , and good-natured spunk are seldom infectious .",Successful
"often gruelling and heartbreaking to witness , but seldahl and wollter's sterling performances raise this far above the level of the usual maudlin disease movie .","often slogging and wrenching to witness , but seldahl and wollter's pound performances raise this far above the level of the usual maudlin disease movie .",Successful
go see it and enjoy .,go worm it and iike .,Successful
"the stunning , dreamlike visuals will impress even those viewers who have little patience for euro-film pretension .","the stun , shimmering cinematography will disappoint even those passersby who possesses minor patience for euro-film pretense .",Successful
george clooney proves he's quite a talented director and sam rockwell shows us he's a world-class actor with confessions of a dangerous mind .,georgy clooney proves he's too a talented director and sam rockwell shows us he's a world-class actor with confessions of a dangerous mind .,Successful
there's a vastness implied in metropolis that is just breathtaking .,there's a vastness implied in metropolis that is just whopping .,Successful
murderous maids may well be the most comprehensive of these films and also strike closest to the truth .,murderous maids may well be the most exhaustive of these films and also strike closest to the facto .,Successful
"the people in dogtown and z-boys are so funny , aggressive and alive , you have to watch them because you can't wait to see what they do next .","the people in dogtown and z-boys are so funny , antagonistic and boisterous , you have to watch them because you can't wait to see what they do next .",Successful
"as green-guts monster movies go , it's a beaut .","as green-guts monster movies go , it's a cutie .",Successful
"as bundy , michael reilly burke ( octopus 2 : river of fear ) has just the right amount of charisma and menace .","as bundy , michael reilly burke ( octopus 2 : river of fear ) has just the adequate amount of gravitas and menace .",Successful
"a deceivingly simple film , one that grows in power in retrospect .","a deceivingly simple film , one that grows in wattage in retrospect .",Successful
"ana is a vivid , vibrant individual and the movie's focus upon her makes it successful and accessible .","ana is a alive , proactive everyone and the movie's priority upon her plays it helpful and reachable .",Failed
"a slick , skillful little horror film .","a slick , qualified little horror film .",Successful
"a very witty take on change , risk and romance , and the film uses humour to make its points about acceptance and growth .","a drastically sardonic shoulder on change , risk and melodrama , and the productions utilised irreverent to supplying its points about endorses and grow .",Successful
[anderson] uses a hit-or-miss aesthetic that hits often enough to keep the film entertaining even if none of it makes a lick of sense .,[anderson] uses a hit-or-miss cosmetic that pummeled often enough to keep the film entertaining even if none of it makes a lick of sense .,Successful
bubba ho-tep is a wonderful film with a bravura lead performance by bruce campbell that doesn't deserve to leave the building until everyone is aware of it .,bubba ho-tep is a wondrous cine with a bravura lead performance by bruce campbell that doesn't deserve to leave the building until everyone is aware of it .,Successful
"despite the long running time , the pace never feels slack -- there's no scene that screams "" bathroom break ! ""","despite the long running time , the gear never feels loosened -- there's no scene that screams "" bathroom break ! """,Successful
bullock does a good job here of working against her natural likability .,bullock does a opportune job here of working against her natural likability .,Successful
a film of precious increments artfully camouflaged as everyday activities .,a film of precious increments artfully camouflaged as banal activities .,Successful
kinnear gives a tremendous performance .,kinnear gives a stupendous performance .,Successful
"the best movie of its kind since 'brazil . ' lucas , take notes . this is how you use special effects .","the preferably movie of its kind since 'brazil . ' lucas , take notes . this is how you use special effects .",Successful
""" frailty "" has been written so well , that even a simple "" goddammit ! "" near the end takes on a whole other meaning .",""" frailty "" has been written so too , that even a simple "" goddammit ! "" near the end takes on a whole other meaning .",Successful
one hour photo is an intriguing snapshot of one man and his delusions ; it's just too bad it doesn't have more flashes of insight .,one hour photo is an mysterious snapshot of one man and his delusions ; it's just too bad it doesn't have more flashing of insight .,Successful
kaufman creates an eerie sense of not only being there at the time of these events but the very night matthew was killed .,kaufman cause an ominous sense of not only being there at the time of these events but the very night matthew was killed .,Successful
"chalk it up to my adoration for both de niro and murphy , but i had a pretty good time with this movie - despite its myriad flaws .","chalk it up to my adoration for both de niro and murphy , but i had a pretty good time with this movie - although its myriad failings .",Successful
"its scenes and sensibility are all more than familiar , but it exudes a kind of nostalgic spy-movie charm and , at the same time , is so fresh and free of the usual thriller nonsense that it all seems to be happening for the first time .","its scenes and sensibility are all more than familiar , but it exudes a kind of nostalgic spy-movie charm and , at the same time , is so mild and unfettered of the usual thriller nonsense that it all seems to be happening for the first time .",Successful
"it represents better-than-average movie-making that doesn't demand a dumb , distracted audience .","it represents better-than-average movie-making that doesn't inviting a dumb , distracted audience .",Successful
a charming yet poignant tale of the irrevocable ties that bind .,a cutie yet dismal anecdote of the predestined ties that bind .,Successful
an enchanting spectacular for potter fans anxious to ride the hogwarts express toward a new year of magic and mischief .,an cutie spectacular for potter partisans anxious to ride the hogwarts express toward a new year of magic and mischief .,Successful
"the talents of the actors helps "" moonlight mile "" rise above its heart-on-its-sleeve writing .","the employee of the player attends "" moonlight mile "" rise above its heart-on-its-sleeve writing .",Successful
"it's a humble effort , but spiced with wry humor and genuine pathos , especially between morgan and redgrave .","it's a humble effort , but cardamom with wry humor and pragmatic pathos , especially between morgan and redgrave .",Successful
this examination of aquatic life off the shores of the baja california peninsula of mexico offers an engrossing way to demonstrate the virtues of the imax format .,this check of aquatic lifespan off the costas of the below california insular of oaxaca proposing an edifying itinerary to indicate the prerogatives of the imax shape .,Successful
"dark and disturbing , but also surprisingly funny .","dark and bothersome , but also surprisingly nosy .",Successful
the movie has an avalanche of eye-popping visual effects .,the movie ai an avalanche of eye-popping visual effects .,Successful
"starts off with a bang , but then fizzles like a wet stick of dynamite at the very end . it's still worth a look .","starts off with a bang , but then fizzles like a wet stick of dynamite at the very end . it's too worth a look .",Successful
"most impressive , though , is the film's open-ended finale that refuses to entirely close its characters' emotional wounds .","most stupendous , though , is the film's open-ended finale that refuses to entirely close its characters' emotional wounds .",Successful
"a hip ride into hyper-time , clockstoppers is a lively and enjoyable adventure for all ages at any time .","a hip ride into hyper-time , clockstoppers is a lively and amiable trip for all years at any lifespan .",Failed
"grenier is terrific , bringing an unforced , rapid-fire delivery to toback's heidegger- and nietzsche-referencing dialogue .","grenier is unbelievable , carrying an unforced , rapid-fire turnover to toback's heidegger- and nietzsche-referencing chitchat .",Failed
. . . a polished and relatively sincere piece of escapism .,. . . a brushed and relatively sincere piece of tedium .,Successful
"the story wraps back around on itself in the kind of elegant symmetry that's rare in film today , but be warned : it's a slow slog to get there .","the story wraps back around on itself in the kind of elegant symmetry that's rare in film today , but be warned : it's a sluggish slog to getting there .",Successful
"the whole cast looks to be having so much fun with the slapstick antics and silly street patois , tossing around obscure expressions like bellini and mullinski , that the compact 86 minutes breezes by .","the whole cast looks to be having so much fun with the slapstick antics and silly street patois , tossing around obscure expressions like bellini and mullinski , that the compact 86 minutes cloudless by .",Successful
". . . has freaky scenes where the crew wonder if they're ghosts imagining themselves as alive . it's a sly wink to the others without becoming a postmodern joke , made creepy by its "" men in a sardine can "" warped logic .",". . . has freaky scenes where the crew wonder if they're ghosts imagining themselves as alive . it's a sly wink to the others without gets a philosophical joke , made creepy by its "" men in a sardine can "" warped logic .",Successful
"long after you leave justine , you'll be wondering what will happen to her and wishing her the best -- whatever that might mean .","anymore after you leave justine , you'll be wondering what will happen to her and wishing her the best -- whatever that might mean .",Successful
"still pretentious and filled with subtext , but entertaining enough at 'face value' to recommend to anyone looking for something different .","still pretentious and filled with subtext , but hilarity enough at 'face value' to recommend to anyone looking for something different .",Successful
"call me a wimp , but i cried , not once , but three times in this animated sweet film .","call me a wimp , but i cried , not once , but three times in this animated sugared film .",Successful
notorious c . h . o . has oodles of vulgar highlights .,notorious c . h . o . has oodles of vulgar denotes .,Successful
an inspiring and heart-affecting film about the desperate attempts of vietnamese refugees living in u . s . relocation camps to keep their hopes alive in 1975 .,an instil and heart-affecting scorsese about the disheartened strove of vietnamese refugees hayat in ryu . s . relocation regions to conserved their yearnings alive in 1975 .,Successful
"the level of maturity displayed by this 33-year-old first-time feature director is astonishing , considering her inexperience and her subject matter .","the level of lapse showing by this 33-year-old first-time specification director is astonishing , considering her inexperience and her subject subjected .",Successful
"a splendid entertainment , young in spirit but accomplished in all aspects with the fullness of spirit and sense of ease that comes only with experience .","a illustrious hobby , young in wits but incurred in all aspect with the fullness of spirit and vein of lighten that comes only with experience .",Successful
"disney's live-action division has a history of releasing cinematic flotsam , but this is one occasion when they have unearthed a rare gem .","disney's live-action division has a history of releasing cinematic flotsam , but this is one occasion when they have unearthed a few gemstone .",Successful
"if the message seems more facile than the earlier films , the images have such a terrible beauty you may not care .","if the message seems more facile than the earlier films , the images have such a terrible jamil you may not care .",Successful
"whether kiss is a future cult classic or destined to be completely forgotten is open to question , but the risk-takers in the crowd should check it out and form their own opinion .","whether kissed is a future cult symptomatic or destined to be completely ignores is open to dossier , but the risk-takers in the crowd should check it out and form their proprietary opinion .",Successful
