original,perturbed,type
"The pros:\nYou get a TON of food for your money. If the food was actually decent, this would have been even better because... LEFTOVERS. \nThey have coupons on their website that you can use whenever. \n\n\nThe cons:\nThe woman who answers the phone is kinda rude. You try to ask her questions and she gets an attitude with you like you're wasting her time. \nMy pork dumplings were \""""fried\"""" only on one side and were raw in the middle. \nEverything was pretty darn salty. Yeah, I get it. Chinese food tends to be a little salty, but this was unacceptably salty. \nLeftovers... Yes this is also a con because I threw it away. Suffering through it once was enough! \n\nIf you're craving something made fresh that is spicy and sweet, you're not going to find it here. Just very greasy, very salty, poor excuse for Chinese takeout.","The benefits:\nYou get a TON of food for your money. Lf the catering was actually sufficient, this would have been even better for... LEFTOVERS. \nThey have receipt on their website that you can use whenever. \n\n\nThe cons:\nThe woman who answers the phone is kinda rudeness. You try to ask her questions and she gets an attitude with you like you're wasting her time. \nMy pork grandparents were \""""fried\"""" only on one side and were bruto in the middle. \nEverything was pretty god pork. Yeah, I get it. Chinese food tended to be a little salty, but this was unacceptably salty. \nLeftovers... Yes this is also a con because I threw it away. Suffering through it once was enough! \n\nIf you're craving something made fresh that is spicy and sweet, you're not going to unearth it here. Just tremendously greasy, perfectly salty, vulnerable pardoned for Chinese dine.",Successful
"If you have any common sense at all, please don't stay here.  Once, it almost burnt down...and I'm pretty sure most of the locals were chanting \""""burn, baby, burn.\""""","If you had any common sensation at all, please don't rest here.  Once, it almost blazes down...and I'm loverly sure most of the resided were screaming \""""campfire, baby, burn.\""""",Successful
"Horrifying.  This place should be ashamed of itself.  DO NOT STAY HERE.  Beyond dirty, just absolutely rank.","Horrifying.  This positioning should be ashamed of itself.  DO SANS STAY HERE.  Beyond porn, just absolutely class.",Successful
"OMG who wrote the review below? A big fat liar/someone that was paid to write that! I stayed there for an hour this past weekend (my friend and I were both intoxicated and figured laying down a few hours would get us better suited to finish driving home). This place looks like it hasb't been cleaned (or furnished) since the 80s. Literally there was grime on the walls, and squashed, unwiped bug smears too. Ok, so not the best, but for two hours, we could deal. We looked for bed bugs, and didn't see any immediate signs of them- so we laid down to rest. After about 20-30 minutes, we both started itching like crazy. I ran to the bathroom mirror (there was mold all over the bathroom) and saw bed bug bites all on my shoulders, arms, and legs. HORRIBLE!! PLEASE Health Department, shut them down! It's deplorable in there!!","OMG who wrote the review below? A broader fatty cheat/someone that was redeemed to write that! I interrupted there for an moment this old weekend (my friend and me were both intoxicated and knew laying down a few dated would get us better suited to finish motor homepage). This scene looks like it hasb't been erased (or paid) since the 80s. Literally there was grime on the roadblocks, and squashed, unwiped beetles smears too. Good, alike not the best, but for three spells, we could deal. We looked for bed bugs, and didn't see any precocious symbolism of them- until we cultivated down to rest. After about 20-30 recordings, we both launched blush adore quirky. I dabbled to the bathroom duplicating (there was mussels all over the crapper) and saw bed bug assassinations all on my hips, arms, and magpies. ABOMINABLE!! PLEASE Medically Ministers, latch them down! It's scandalous in there!!",Successful
I can't even rate this place! Its absolutely disgusting! I begged the health department to shut them down! I was forced to stay a night here and it was so disgusting! I woke up with bed bug bites all over my body! Just filthy! DO NOT STAY HERE!,I can't even prices this pleasure! Its unconditionally horrifying! me sobbed the sante ministries to farmhouse them down! me was compelled to leftovers a dark here and it was so squalid! I drowsy up with cot squealer kills all over my corpses! Pure filthy! DO NEITHER RESTING THURSDAY!,Failed
Fair prices but good quality... And amazing designs that are custom made.... Plus gel and solar nails are available for those interested... Offers waxing services... Completely renovated and the spa pedicure chair is amazing...,Unbiased honorarium but decent qualities... And amazing designs that are custom gave.... Plus frosty and willow shucks are disposable for those eager... Bidding pedicures facility... Quite renovated and the spa pedicure chair is amazing...,Successful
"My Mom was up from Mississippi for Thanksgiving, and claimed to be in dire need of a manicure. I wanted to try somewhere in my new 'hood (Brighton Heights), so I turned to trusty Yelp for advice. Off to Star Nails we went. The inside was bright and tidy, the pedicure stations looked clean and newer, and the ladies were friendly. Unfortunately, the good feelings didn't last long. We each picked a color, and went to our respective technicians. The technician doing my nails as very nice and talkative, but just very inattentive to detail. I got no hand/arm massage, minimal shaping, and the polish application was exceptionally sloppy and thick. Her attempts to clean up the polish all over my cuticles were futile. Their actual technique was strange too, as both technicians had us dry our nails after the first coat was applied. My Mom and I left and almost in unison declared it to be the worst manicure we've gotten. At least the price wasn't exorbitant ($13 + tip each). Perhaps their other services are better, but I'll be giving the other nail shops in the area a chance next time.","My Mom was up from Mississippi for Thanksgiving, and claimed to be in dire need of a manicures. I wanted to try somewhere in my new 'hood (Brighton Heights), so I turned to trusty Yelp for advice. Off to Star Nails we went. The internally was bright and tidy, the pedicure bleachers looked purified and newer, and the ladies were friendly. Unfortunately, the super emotions didn't last long. We each picked a color, and went to our respective technicians. The technological doing my nails as very nice and likeable, but just too inattentive to detail. I got no hand/armaments friction, minimal shaping, and the polish application was surprisingly sloppy and ponderous. Her attempts to clean up the polish all over my cuticles were futile. Their real technique was extraordinary too, as both technicians had us dry our nails after the first coat was applied. My Mom and I departure and almost in unison pointed it to be the finest manicure we've gotten. Of least the price wasn't exorbitant ($13 + tip each). Ultimately their other amenities are better, but I'll be giving the other fingernail shopper in the area a chance next dates.",Successful
"I got a pedicure here. Not bad, they were pretty thorough. But two days later both of my big toes were infected and oozing pus where she trimmed my toenails on the sides (which was weird anyway). I hate to rate a local shop down, but man my toes hurt.","I got a pedicure here. Not bad, they were pretty thorough. But two days lastly both of my big toes were polluting and spurting tonsil where she coles my toenails on the sides (which was weird anyway). me detests to rate a local shops down, but man my caress wicked.",Successful
"My boyfriend and i went here last night. the restaurant is dark romantic and the decor is amazing. There are photographs of the owners and chefs family on the walls.... its cute. My boyfriend called ahead and told them i was vegetarian and the chef prepared a couple of things for me.  There is no set menu and the waitress reads out what the chef has prepared for the night there are 5 courses. an appetizer, pasta, main course, a salad and and dessert. I thought the salad after the entree was pretty interesting . They are also very generous with the bread which i LOVED!!!!\nEvery meal was made to perfection. It had a homey feeling .....\nMy boyfriend had some scallops that he is still talking about.  My entree was spaghetti squash with mushroom wild rice and berries and limed artichokes. There were soo many flavors and all the ingredients were balanced. The service was great.\n All in all it was an amazing experience. The chef came out to say hi at the end of the night...... i finished off my dinner with the creme brulee and some coffee. Our bill came to $120 with tip and it was absolutely worth it .\nThis is a great restaurant for a super special occasions and  it is very private.Not to dressy and not too casual.\n Pick out a great bottle of wine or two and get ready to get your taste buds blown.\n Im pretty sure my boyfriend and i will be going back.","My boyfriend and i faded here finale dark. the catering is dusk romantic and the décor is astonishing. There are photography of the owners and cooking dwelling on the walls.... its delicious. My boy called ahead and informs them i was nutritional and the principals drafted a marriage of ingredients for me.  There is no putting route and the bartender reads out what the helm has crafted for the evenings there are 5 programs. an appetizer, pasta, basic course, a salad and and deserts. I knew the salsa after the lasagna was completely glamorous . They are also perfectly generous with the brunch which i LOVED!!!!\nEvery meal was achieved to perfection. It had a tellin feel .....\nMy boyfriend grabbed some scallops that he is even interviewed about.  My calamari was spinach squash with mushroom wild rice and bay and limed marinated. There were soo considerable flavours and all the ingredients were nuanced. The department was mega.\n Aii in all it was an impressive experienced. The director arrives out to tells hi at the end of the nighttime...... i complete off my feast with the chocolate cheesecake and some cream. Our bill arrives to $120 with tipping and it was downright worth it .\nThis is a brilliant dinner for a super phenomenal event and  it is tremendously private.Not to costume and not too impromptu.\n Pick out a marvelous gallon of wines or three and get ready to getting your taste buds melting.\n Im pretty safe my pals and i va be letting back.",Failed
Yes!!!!!!\n\n\n\n\nGreat service!\nGreat Food!\nLove the BYOB!!! ($5).,Oh!!!!!!\n\s\nth\n\nGreat serves!\nGreat Bitty!\nLove the BYOB!!! ($5).,Failed
"STAY AWAY, the owners are so rude, they blatantly say they are not doing well and then try to pretend they have the best hairdressers in Pittsburgh. they make you feel so unwelcome, advertise they offer a bunch of services and then when you ask they snap at you that they only do hair.  it was so awkward and weird .  i received warnings not to get my hair done there so i was going to get a pedicure because i had a gift certificate.  she told me her employees will only take cash if they have to touch a client's feet.  I may go there just to get bangs trimmed since i do not want to completely waste the certificate, but this place gives me the creeps, sounds dirty, and has beyond bad customer service.  They definitely do NOT know how to run a business and it is obvious why they are not doing well. Sue and Kristi pass the phone back and forth because noone wants to take a call.  she reiterates that the business is doing bad and they need more clients.  i have never experienced a ruder salon, or should i say dead beat shack.","STAYED AWAY, the owners are again rude, they blatantly assert they are not bring well and then try to claim they does the presentable madams in Ohio. they make you ideas so inconvenient, propaganda they provides a bunch of services and then when you inquired they snap at you that they only do hair.  it was conversely inept and surreal .  i received warnings not to receive my tresses done there well i was departing to do a pedicure because i had a gift certificate.  she told me her personnel will only having finance if they possessed to touch a client's footing.  I may volition there just to get edge haircut since i could not would to abundantly garbage the qualifications, but this put giving me the creeps, sounds grimy, and got beyond faulty customer service.  They assuredly know NOT cognizant how to conducted a venture and it is obvious why they are not rendered well. Tries and Sherri collar the call back and forth because noone gonna to pick a call.  she reiterates that the business is done bad and they gotta more buyers.  i does never experienced a ruder hairdresser, or necessity i mention dead beat boathouse.",Failed
"I think it is ridiculous that they say they need more clients!  I was all ready to be a new client.  I had a 12:30 appointment with them, and when I arrived at 12:30 on the dot, the place was locked and dark and no one was there!  I waited for five minutes (in the rain), and they still didn't show.  I called and left a voicemail saying that I was still willing to wait, and I understood if there was some confusion, but could they call my cell (I gave them the number, as I had previously given my home number when I made the appointment).  I waited nearby at a coffee shop, went back after another five minutes, and it was still locked and I hadn't received a call.  And I am definitely not estimating the time, either.  I was willing to wait a bit, and I looked very closely at the time on my phone to be sure that I wasn't jumping the gun on calling and then leaving.  Finally, I went on with my day and when I got home, they had left a voicemail on my HOME PHONE, which I had specifically asked them not to call, saying, \""""Oh hi.  Sorry you missed me, but I was MAYBE two minutes late at the most.  I hope you haven't left, but you should just call back to reschedule.'  Seriously?  When I was waiting, another woman came to the door.  I thought she worked there, but she was just another client, also trying to get in!  When I told this story at another local business, the women there said that I was probably the fourth person who had had this same experience at this place.  I couldn't believe it.  This place is the worst, and I have never even stepped inside!","I knew it is ridiculous that they say they need more clients!  I was all allready to be a new client.  I had a 12:30 appointment with them, and when I arrived at 12:30 on the dot, the place was locked and dark and no one was there!  I waited for five minutes (in the rain), and they still didn't show.  I called and left a voicemail saying that I was still willing to wait, and I understood if there was some confusion, but could they call my cell (I gave them the number, as I had previously given my home number when I made the appointment).  I waited nearby at a coffee shop, went back after another five minutes, and it was still locked and I hadn't received a call.  And I am definitely not estimating the time, either.  I was willing to impatience a bit, and I looked very closely at the time on my phone to be sure that I wasn't jumping the gun on calling and then leaving.  Finally, I went on with my day and when I got home, they had left a voicemail on my HOME PHONE, which I had specifically asked them not to call, saying, \""""Oh hi.  Sorry you missed me, but I was MAYBE two minutes late at the most.  I hope you haven't left, but you should just call back to reschedule.'  Seriously?  Whenever I was waiting, another woman came to the door.  I thought she worked there, but she was just another client, also trying to get in!  When I told this story at another local business, the women there said that I was probably the fourth person who had had this same joys at this place.  I couldn't believe it.  This put is the finest, and I enjoy never even stepped inside!",Successful
"Now I'm picky about my hair, but Mane Attractions was so bad that I walked out after about 15 minutes of watching the stylists work on other clients.\n\nI had desperately needed a haircut and walked in for a major trim and re-shaping of my layers.  First, the girl at the counter said my hair might be \""""difficult\"""" due to the length (it was nearly long enough to sit on at the time) and that I would probably have to stand while it was cut.  Weird, but okay.  Second, no one there knew anything about donating to \""""Locks of Love,\"""" and I feel like salons should be aware of things like that.  I needed a cut so I went for it anyway.\n\nI watched the two stylists while I waited for my turn.  One stylist told the client whose hair she was cutting that she was going to do something other than what they discussed because it \""""wasn't looking right.\""""  Ummm, okay.  The other stylist was too busy checking her phone every three seconds to notice she was yanking on her client's hair so hard with the comb that she was giving her poor client whiplash.\n\nAt that point, I just pretended like I had received an urgent text and said, \""""I have to leave, so sorry \""""as I bolted for the door.","Now I'm picky about my dreadlocks, but Mane Sunspots was tad wicked that I walked out after about 15 minutes of watching the manicures work on other clients.\n\nope had desperately needed a haircut and walked in for a major trim and re-shaping of my layers.  First, the girl at the counter highlighted my hair might be \""""difficult\"""" due to the length (it was nearly long enough to sit on at the time) and that I would probably have to stand while it was cut.  Intrigued, but okay.  Second, no one there knew anything about gifts to \""""Locks of Love,\"""" and I feel like salons should be aware of item adore that.  I needed a snip so I went for it anyway.\percent\nI watched the three stylists while I prophesied for my turn.  One stylist mention the client whose hair she was cutting that she was going to do something other than what they explored because it \""""wasn't looking right.\""""  Haha, okay.  The other stylist was too busy checking her phone every three seconds to notice she was yanking on her client's hair so hard with the comb that she was giving her poor client whiplash.\n\nats that point, I just fakes like I had received an urgent text and said, \""""I have to leave, so sorry \""""as I prude for the concentration.",Successful
"Let me just tell you, I have really, really difficult hair.  type 3b Naturally curly, 100% grey, I dye it dark and mess with the color myself. ( never good)  If you want to know where to get a good haircut you ask someone with my hair. Since I have been going to Mane Attractions I have really LOVED my hair. I have been going there for about 4 years. Kristi was even able to cut my curly hair into a short reverse bob without making me look like i was wearing a helmet. ( you curly girls know what I am talking about). I have had nothing but complements on my hair and even my mom( who is always honest) is impressed. The only complaint I ever have is that yes, sometimes I have gone there on the spur of the moment and it has been closed during the week. I just know to call and schedule things. it is a small business and I get it.  P.S. kids haircuts are only 10$ and My daughter loves it.","Let me just tell you, I have really, really difficult stylist.  type 3b Naturally curly, 100% grey, I dye it dark and mess with the color myself. ( never good)  If you want to know where to get a good haircut you ask someone with my hair. Before I have been going to Mane Attractions I have really LOVED my hair. I have been going there for about 4 years. Kristi was even able to cut my curly hair into a short reverse bob without making me look like i was wearing a helmet. ( you curly girls know what I am talking about). I have had nothing but complements on my hair and even my mom( who is always honest) is flabbergasted. The only affirmation I ever have is that yes, sometimes I have gone there on the spur of the moment and it has been closed during the week. I just know to call and schedule things. it is a small business and I get it.  P.S. kids haircuts are only 10$ and My daughter loves it.",Successful
My daughter CAN'T pass by here without asking to get something.  All I can say is you had better bring your sweet tooth!,My daughter CAN'T pass by here without asking to get something.  All I can say is you had better provide your pleasant tooth!,Successful
"Got a key lime pie from this place. It was horrid. Icing was stale cake thick, crust was not even crunchy or had taste, and the key lime was weak. Pie looked it it was sitting out for a day or 2.","Got a basic lima pie from this scene. It was inclement. Freezing was old flake coarse, crust was not even cheddar or could tasting, and the necessary callus was meagre. Pie revisited it it was assemblage out for a day or 2.",Failed
Everytime I eat at this location I end up with a sick stomach.  I don't have that problem at other Arby's.  The dining area is clean and everything else seems ok but I always get a sick stomach.  Maybe they should relook at their food prep.,Someplace I eat at this rentals I closing up with a crazy stomachs.  me don't have that boredom at other Arby's.  The dining minefields is clean and everything else seems ok but I always did a sick instinct.  Maybe they should relook at their nourishing prep.,Successful
"Without question, this is my favorite thrift store in the greater Pittsburgh region. I find antique kitchenwares here that are older than my grandma, worth $85 if the antique mall is to be believed, and priced at $2.50. The 50%-off sales actually pay off here. The merchandise turns over quickly. The staff is a real cast of characters (don't miss the steelers tattoos!!! i'm seriously serious, they are amazing). there are bicycles for you and your kids in decent-semi-working condition. The balance of stuff is about half and half valuable old vintage and more modern hand-me-downs. The prices are reasonable to cheap. The plastic bags on the wall are often a treasure trove. The kitchen section could outfit your kitchen in fondue pots for days. Most thrift store remodels result in ridiculous high prices to pay for the construction. The remodel here just means a bigger, cleaner store and parking lot. \n\nI have spent, cumulatively, probably  several weeks of my life in this store. This is, hands-down, without question, the thing I miss most about leaving Pittsburgh. This store is the largest single contributor to my wardrobe, outside of H&M.","Without themes, this is my prefered thrift store in the greater Pittsburgh region. I find antique kitchenwares here that are older than my grandma, worth $85 if the antique mall is to be believed, and priced at $2.50. The 50%-off sales actually render off here. The merchandise turns over prematurely. The staff is a real cast of characters (don't miss the steelers tattoos!!! i'm seriously serious, they are amazing). there are mopeds for you and your kids in decent-semi-working condition. The balance of stuff is about half and half valuable old vintage and more modern hand-me-downs. The prices are reasonable to cheap. The plastic bags on the wall are often a hoard trove. The kitchen section could outfit your kitchen in fondue pots for days. Most thrift store remodels result in ridiculous high prices to pay for the construction. The remodel here just means a bigger, cleaner store and parking lot. \n\nI have spent, cumulatively, probably  several weeks of my life in this store. That is, hands-down, without question, the thing I miss most about exiting Cardinals. This store is the largest single contributor to my riddance, outside of H&M.",Successful
"So I came to this Red White and Blue with high hopes of thrift store mecca, and I will get to how I left empty handed and in tears.  First, I'll walk you through my experience. \n This place is pretty large, and relatively clean, with a nice parking lot.  The racks are packed with clothes - and I mean, hard to move the hangers because there is so much stock, which can be a pro or a con depending on how you like it.  I found it a bit cumbersome since although the clothes are organized by type (dress vs. blouse) there is NO size separation.  In a place this huge, it takes quite a long time to find what you're looking for without the size separation.  But, I'm not one to abandon a bargain because I don't want to look around (after all, that is what its all about), so I gave a good 30 min-45 and got a handful of garments to try on.  (I would typically spend a few hours, but I was trying to spare a friend not as keen on secondhand garments).  With my carefully extracted finds I searched in vain for a fitting room, never to find one.  After asking the staff where it was, I had to take a seat and leave my jaw dropped for a while because THERE IS NO FITTING ROOM! \nI couldn't take this fact into my brain, and although there were some household items I wanted to go back and buy, I was too upset to continue.  (Sidenote: yes, I can understand how this can work for the RWB, but imho it is unforgivable, and I wish there was at least some warning before spending my time searching for a bargain when I couldn't even see if it would fit). \n\nI would recommend this store if you are looking for something specific secondhand especially for dishes, or older electronics, or even beauty products.  There was even a used Nikon SLR with a wide angle lens ($200 though)!  \nBut if you plan on buying a sundress, and don't plan on stripping down in front of your fellow thrifties, you'd better be confident in your purchase.  RWB is just like any other thrift store, and you can't return or exchange your items, so you'd be out of luck and out of money.","So I came to this Red White and Blue with high wait of thrift store mecca, and I will get to how I left empty handed and in blubbering.  Principled, I'll walk you through my savoring. \n This place is pretty large, and relatively clean, with a nice parking lot.  The racks are packed with clothes - and I mean, hard to move the hangers because there is so much stock, which can be a pro or a con depending on how you like it.  I found it a bit cumbersome since although the clothes are organized by type (dress vs. blouse) there is NO size separation.  In a place this huge, it takes quite a long time to find what you're looking for without the size separation.  But, I'm not one to abandon a bargain because I don't want to look around (after all, that is what its all about), so I gave a good 30 min-45 and got a handful of garments to try on.  (I would typically spend a few hours, but I was trying to spare a friend not as keen on secondhand garments).  With my carefully extracted finds I searched in vain for a fitting room, never to find one.  After asking the staff where it was, I had to take a seat and leave my jaw dropped for a while because THERE IS NO FITTING ROOM! \nI couldn't take this fact into my brain, and although there were some household items I wanted to go back and buy, I was too upset to continue.  (Sidenote: yes, I can understand how this can work for the RWB, but imho it is gratuitous, and I wish there was at least some reminded before spending my time searching for a bargain when I couldn't even see if it would fit). \n\o would recommend this store if you are looking for something specific secondhand especially for dishes, or older electronics, or even beauty products.  There was even a used Nikon SLR with a wide angle lens ($200 though)!  \nBut if you plan on buying a sundress, and don't plan on stripping down in front of your fellow thrifties, you'd better be confident in your purchase.  RWB is just like any other thrift store, and you can't return or exchange your items, so you'd be out of luck and out of money.",Successful
"I cannot imagine a more miserable place to shop than this jam-packed monstrosity.  This is a store that makes me thankful for Goodwill and The Salvation Army resale stores.  The customers and the staff are miserable at Red White and Blue.  The clothes are priced far higher than other such shops.  Merchandise is not refundable or exchangeable, and there are no fitting rooms!  One purchases clothes at their own risk!  What person would buy a suit under these conditions, hoping the pants will fit?  Unlike other stores, there is no senior discount and no credit cards accepted, a rare cash only business.  To the reviewer who boasts that everything is 50% off every day, how is that a sale?  It is bogus pricing.  Red White and Blue, uggh!","I cannot imagine a more sordid place to shop than this jam-packed monstrosity.  This is a store that makes me thankful for Graciousness and The Salvation Militarily selling stores.  The customers and the staff are piteous at Red White and Blue.  The clothes are royalty far higher than other such shops.  Merchandise is not forgivable or exchangeable, and there are no montage rooms!  One purchases clothes at their own risk!  What person would buy a suit under these conditions, hoping the pants will fit?  Although other stores, there is no senior discount and no credit cards accepted, a rare cash only business.  To the reviewer who boasts that everything is 50% off every day, how is that a sale?  It is forges royalty.  Red White and Blue, uggh!",Successful
"Love the store. Great stuff, High price. Buyer BEWARE of the RUDE cashier SYLVIA, extremely unpleasant, unwilling to help and always with NEGATIVE attitude. She needs customer service training....Someone please tell her to stop complaining about other customers or employees....Cashier that does window display is always kind, friendly and helpful.","Love the store. Great stuff, High tolling. Resale BEWARE of the RUDE cashier SYLVIA, extremely unpleasant, diffident to help and always with NEGATIVE attitude. She needs customer service training....Someone please tell her to stop complaining about other customers or employees....Cashier that does window display is always kind, friendly and helpful.",Successful
Prices not great for true thrifters. Staff completely useless. No dressing rooms. I simply have nothing to say about this place.,Tariffs not great for right thrifters. Manning strictly immaterial. No dressing hotels. I merely hectare nothing to say about this pleasure.,Successful
"I love love LOVE this store. I thought the one on Saw Mill Run was great but this was i think is way awesomer. If only awesomer were a word. I love to go here and find lots of home decor items to decorate my house. candle holders, DIning sets, paints, sculptures and sooo much more. I found this small desk lamp that has a victorian look to it with the shade included for $4. The lamp shade was made of some kind of smooth material almost like leather. It's such a great find. There are plenty of items for sale at this place and most of them are in great shape. \n\nSo the clothes which occupy most of the store are the best find. The Store has certain days that offer you %50 certain color tags. I went on a Monday and it was half off yellow and white tags. Other days its half off blue, or green or red. I love to go on Saturdays!! This past week it was half off every tag except white. I found so many items for such a cheap price. $7 shirts for $3.50 and tunics for $4. Have you ever find items for $1?? I have!!! I love when I find a great shirt or sweater for $3 or less. Or when you find a brand new item with the tags on them for under $7. I bought a brand new pair of Arizona Jeans (in my size) for $5. I couldn't believe it. I was too excited.\n\nThe clothes are organized by color but not by size which is a good and bad thing. I like to shop by color since I don't wear too many yellows or purples. I can avoid those sections all together but when I do find a nice shirt in the color I want the size becomes an issue. There were a lot of nice shirt that were just too small or too big. Even when i have to pass on a nice shirt I tend to find one that's just as good at the same price. \n\nShopping here is a gold find!! My sister was the one who introduced me to this store and i used to make fun of her for shopping thrift. If I had known that It was nothing like the Good Will I would have been here a lot sooner. Now my sister makes fun f me for going so often. What an amazing place this is!! I'll probably never shop retail again!!\n\nREMINDER: CASH ONLY!!\n-But they have an ATM!! $2.50 fee","I love love LOVE this store. I concept the one on Saw Mill Run was great but this was i imagined is way awesomer. If only awesomer were a expressions. I love to go here and find lots of home decor items to decorate my house. candle holders, DIning sets, paints, sculptures and sooo much more. I found this small desk lamp that has a victorian look to it with the shade included for $4. The lamp shade was made of some kind of smooth material almost like leather. It's such a great find. There are plenty of items for sale at this place and most of them are in great shape. \n\nSo the clothes which occupy most of the store are the best find. The Store has certain days that offer you %50 certain color tags. I went on a Monday and it was half off yellow and white tags. Other days its half off blue, or green or red. I love to go on Saturdays!! This past week it was half off every tag except white. I found so many items for such a cheap price. $7 shirts for $3.50 and tunics for $4. Have you ever find items for $1?? I have!!! I worshiped when I find a great shirt or sweater for $3 or less. Or when you find a brand new item with the tags on them for under $7. I bought a brand new pair of Arizona Jeans (in my size) for $5. I couldn't believe it. I was too excited.\n\nThe clothes are organized by color but not by size which is a good and bad thing. I like to shop by color since I don't wear too many yellows or purples. I can avoid those sections all together but when I do find a nice shirt in the color I want the greatness becomes an issue. There were a multiple of neat shirt that were just too small or too big. Additionally when i have to pass on a nice shirt I tend to find one that's just as better at the same price. \n\nShopping here is a kim find!! My sister was the one who introduced me to this store and i used to make joy of her for shopping thrift. If I had respected that It was nothing enjoy the Good Willingness I would have been here a lot sooner. Now my sister makes fun f me for disappear so often. What an breathless place this is!! I'll probably never shopping retail again!!\n\nREMINDER: CASH ONLY!!\n-But they have an ATM!! $2.50 fee",Successful
"This is one of the true sleepers of \""""neighborhood Pittsburgh.\"""" Since 1979, this \""""diner/family restaurant\"""" has been serving excellent breakfasts and home-cooked dinners. The staff has been there as long.\n\nThey have some of the best fresh-brewed iced tea in the city. They also have my favorite pancakes. If you're looking for a cheap, low key, dependable place to go, come home at 8 o'clock one evening, sit in the window, and especially around the holiday season, I assure you that it will be one of the best \""""old time\"""" meals you'll ever have. \n\nI hate its name, but I love the Rusty Nail.","This is one of the presentable sleepers of \""""neighborhood Pittsburgh.\"""" Since 1979, this \""""diner/dwellings restaurant\"""" gets been serves unpaid breakfasts and home-cooked lunches. The employment has been there as interminable.\n\nThey have some of the best fresh-brewed iced tea in the city. They also have my favorite pancakes. If you're looking for a cheap, low key, dependable place to go, come home at 8 o'clock one evening, sit in the window, and especially around the holiday season, I assure you that it will be one of the best \""""old timetables\"""" meals you'll ever have. \n\nI hate its nominating, but I liked the Rusty Nail.",Successful
"The home-cooked breakfasts at The Rusty Nail in Bellevue are wonderful, prices are reasonable, the wait staff are gems, and is often bragged about by Bellevue locals.  That said, two stars is all I can muster primarily due to the tiny, cramped dining area.  I've witness people at three tables being disrupted while they are eating so departing diners would have enough room to push their chair away from the table and pass by others just to leave.\n\nDon't get me wrong, I adore that Pittsburgh is a small, friendly city, but I'm not fond of getting elbowed in the back as the guy behind me cuts his breakfast steak and eggs, nor knowing his guest gargled with Cool Mint Listerine this morning (or worse, didn't) .  Yes, the tables are packed THAT close together.  And whatever you do, don't dare bring a large friend here to dine when it's busy unless you enjoy feeling like a complete 'jag off' for doing so on the way out.","The home-cooked breakfasts at The Rusty Nail in Bellevue are wonderful, prices are reasonable, the wait staff are gems, and is often bragged about by Bellevue locals.  That said, three stars is all I can muster primarily due to the tiny, cramped dining area.  I've witness people at three tables being disrupted while they are eating so departing diners would have enough room to push their chair away from the table and pass by others just to leave.\n\nDon't get me wrong, I adore that Pittsburgh is a small, friendly city, but I'm not fond of getting elbowed in the back as the guy behind me cuts his breakfast steak and eggs, nor knowing his guest gargled with Cool Mint Listerine this morning (or worse, didn't) .  Yes, the tables are packed THAT close together.  And whatever you do, don't dare bring a large friend here to dine when it's busy unless you enjoy feeling like a complete 'jag off' for doing so on the way out.",Successful
"I really wanted to like the Rusty Nail.  I love little local restaurants like this.  But it really is a very tight squeeze, to begin with.  They really need to pull some tables out of there to make more room.  We were right on top of another table with two very loud young children, and there was just no buffer.  And the food was.... just so bland!  I get that it was supposed to be homestyle cooking, but it just had no flavor.  To be fair, we did go for dinner, and I understand that this place is more of a breakfast joint, so I would be willing to try it again sometime for breakfast.  For dinner though, unless you like super-bland food, I probably wouldn't return for seconds.","I heartily enjoyed to like the Rusty Nail.  I love little local meal like this.  But it really is a pretty tight squeeze, to begin with.  They really need to pull some tables out of there to make more room.  We were right on top of another table with two very loud young children, and there was just no buffer.  And the caterer was.... just once bland!  I get that it was supposed to be homestyle cooking, but it just had no flavor.  To be justo, we did gonna for gastronomy, and I understand that this place is more of a breakfast joint, so I would be willing to endeavors it again sometime for breakfasts.  For dinner though, unless you like super-bland foraging, I probably wouldn't return for segundo.",Successful
