original,perturbed,type
"So...we got here and seated by 635pm. Orders placed. Drinks served. Now it is 752pm. One of my party has still not received his chicken sandwich. I had\nMy shrimp diablo. It was as described. Spicy and good!!! But hour plus for a chicken sandwich is unacceptable. We also sent an order of chicken fingers back...dryer than sand. And my fianc\u00e9s chicken Caesar salad chicken was as dry as the chicken fingers. Barely edible, in fact, she didn't eat more than 3 pieces of it. Upgrade the food service and this place would be somewhat a lil better.","So...we got here and seated by 635pm. Decrees placed. Drinks served. Now it is 752pm. One of my party has still not received his chicken sandwich. I had\nMy shrimps diablo. It was as outlined. Spicy and good!!! But hour anymore for a chicken sandwich is intolerable. We also despatch an edict of chicken fingers back...drier than sand. And my fiance\u00e9s chicken Cesar salad chicken was as dehydrated as the chicken fingers. Scarcely edible, in fact, she didn't eat more than 3 pieces of it. Modernized the nourishment servicing and this place would be somewhat a lil better.",Failed
"Probably the most comprehensive supermarket in the county, if not all of southwestern PA. Its selection is considerably larger than what you can find in most Giant Eagles, and it has more upscale items. I live an easy walk from the Swissvale Giant Eagle, but I often drive to this location for the superior selection.","Presumably the most comprehensive supermarket in the county, if not all of southwestern PA. Its selection is noticeably grander than what you can unearth in most Colossus Eagles, and it has more upscale item. I live an easy walk from the Swissvale Giant Eagle, but I often drive to this location for the superior selection.",Failed
"As far as GE's go, this location is great. It has basically everything you need and is well organized. You can find a lot of ethnic ingredients you can't get at other GE stores. They also offer a wine kiosk, hot bar, salad bar, and bulk olives. I would venture to say this is better than the market district.","As far as GE's go, this location is grand. It has largely every you need and is well organize. You can find a batch of ethnic ingredients you can't get at other GE stores. They also offered a wine kiosk, hot bar, salad bar, and bulk olives. I would venture to say this is improved than the marketed arrondissement.",Failed
"Waterfront Geagle is my primary market. Now that they've expanded and reorganized, I rarely even have to set foot in Target anymore. Yippie! There's a wine kiosk (suck it PA liquor laws), you can buy crazy expensive 6 packs, cheese market, bakery, salad and hot bar, butcher, florist, dry cleaners, international foods, pharmacy, and a little cosmetics/beauty/bath area. They usually have a sufficient number of lanes open, and it doesn't get nearly as crowded as Market District. I do wish a bulk spice selection was included as part of the expansion, but you can't always get what you want, I suppose.","Waterfront Geagle is my primary market. Now that they've expanding and reorganized, I rarely even have to set foot in Aims anymore. Yippie! There's a vino kiosk (suck it PA liquor laws), you can buy demented expensive 6 packages, cheese marketed, bakery, salad and hot bar, butcher, florist, dry cleaners, international foods, drugstore, and a little cosmetics/beauty/bath zoning. They traditionally have a sufficient number of lane opening, and it doesn't get roughly as overpopulated as Market District. I do wishing a bulk spice selection was included as part of the enlarged, but you can't permanently get what you want, I imagine.",Failed
"This review is specifically for the DFS cleaners at this Giant Eagle location.  I dropped clothing off for the sake of convenience once (I really should have known better).  Never again.  My items came back completely covered in lint.  I could let this slide, however my pencil skirt was safety pinned to the hanger.  The weight of the skirt caused even larger holes than what were placed there by the pins.  Being that it's a pencil skirt designed to have a blouse tucked in, there's no way that I can wear it again.  This was an expensive skirt, completely ruined.  Very disappointed.  Again, this review is just for the dry cleaners.  The rest of the store is actually better than a lot of other GE's I've been to in Pittsburgh.  Just don't take your dry cleaning here.","This revisiting is specifically for the DFS cleaners at this Colossus Eagle placements.  I fell garments off for the sake of convenience once (I genuinely should have known improved).  Never again.  My items came back completely cover in lint.  I could let this sliding, however my pencil skirt was safety pin to the hanger.  The weight of the skirt provoked even biggest holes than what were placed there by the pin.  Being that it's a pencil skirt designed to have a blouse tucked in, there's no way that I can wear it again.  This was an expensive skirt, totally shattered.  Very frustrated.  Again, this revisited is just for the drier cleaners.  The rest of the storing is actually improved than a lot of other GE's I've been to in Pittsburgh.  Just don't take your drier cleansing here.",Failed
"Just about every you need.\n\nWith great hours, a solid hot bar, sushi (if you're into that),  a dry cleaning service, pharmacy, tons of produce, bakery and butchers counter you can't go wrong. Two things that drive me crazy always needing to use my perks card for self check out and the lack of hand carts in the front. I always have to walk to a lane and hunt for a basket then double back, super annoying. \n\nThat said its a small, and easily repairable (hint) issue that shouldn't keep you from visiting.","Just about every you need.\n\nWith grand hours, a solid hot bar, sushi (if you're into that),  a dry cleanup service, drugstore, tonne of produce, bakery and butchers counter you can't go incorrect. Two things that driving me insane perpetually needing to utilise my perks card for self audit out and the lack of hand trolleys in the front. I always have to walk to a lanes and hunts for a basket then doubles back, super annoying. \n\nThat say its a small, and readily repairable (hint) issuing that shouldn't maintain you from visiting.",Failed
"Barnes & Noble, it's like the Wal-Mart of bookstores.  Beating down the competition of other now defunct national competitors and mom and pop type stores alike.  \n\nI'm not quite sure whether I'm in a cafe, at a newspaper stand, a book store, a CD shop, a movie house or a flea market sometimes.  With all the tables and shelves that  you have to dodge it's a bit hard to figure it out.  Feels like the place should implode on itself and then reform into an audio book about coffee.\n\nI don't know about y'all, but I'd rather buy my books from a place that has more knowledge about the merchandise they are selling than a national chain like this.","Barnes & Noble, it's like the Wal-Mart of bookstores.  Beating down the competition of other now defunct national contenders and momma and pop typing storage alike.  \n\nI'm not quite sure whether I'm in a cafe, at a newspaper stand, a book store, a CD shop, a movie house or a flea market sometimes.  With all the tables and shelves that  you have to dodge it's a bit hard to figure it out.  Feels like the placing should implode on itself and then reforms into an audio book about coffee.\n\nI don't know about y'all, but I'd rather buy my books from a place that has more knowledge about the merchandise they are selling than a national string like this.",Successful
"I stopped here yesterday with Rob and Matt after golf to have a few drinks prior to seeing \""""The Hangover\"""" at Loews across the street.  Incidentally, \""""The Hangover\"""" is one of the funniest movies I've seen in years and worth the $10 to see it in the theater.  Okay, back to the restaurant the space itself is very nice.  There are plenty of hightops, plasmas and a few booths.  It's spacious and they have outdoor seating and open windows.  We sat at the bar and were greeted relatively quickly by the bartender who was tending a pretty much empty bar.  I ordered a guinness as usual, Rob ordered a long island iced tea and Matt had a miller light.  Make sure and tell them if you want a top shelf tea else you'll be getting the stuff in the plastic bottles.  I sampled Rob's long island tea and it was not that good way too much sours.  The next one he ordered was much better after a little guidance to the bartender.  The bartender herself was okay, not too friendly but quick enough with the pours.  I don't remember her name which is usually not a good sign.  We ordered a few things from the appetizer menu.  We started with the chips and salsa.  The chips were crisp enough, but not served warm and the salsa had some spice but the colors were a little off kind of looked like the color of pea soup.  Rob then ordered the philly cheese steak sliders.  I tried one it was okay I guess  the bun was warm and it was pretty loaded with cheese and onions.  He asked for a side of mayo and they said they were out, which is bizarre because there is a giant eagle a couple blocks away.  This pretty much sums up my experiences at the Bar Louie's I've been too.  They kind of do just enough for me to come back but rarely make any real effort with service.  Maybe I'm being too critical... I tried to order the baked goat cheese, but they were out... So, I settled on the hummus appetizer.  This was surprisingly pretty good.  The pita was warm and toasted the hummus had lots of flavor and the tabouleh was edible.  It's probably best to stick to simple stuff when dining here.  Matt had the hot wings which I tried one and it was okay, your pretty standard mass produced chicken wing.  All in all this place isn't that bad.  If you want to grab a drink before or after the movie and you're more concerned with convenience than necessarily friendly service and really good food than you could do worse.","I halted here yesterday with Rob and Matt after golf to have a few beverages prior to seeing \""""The Hangover\"""" at Loews throughout the street.  Incidentally, \""""The Hangover\"""" is one of the funniest films I've seen in yr and worth the $10 to see it in the theater.  Okay, back to the restaurant the spacing itself is very nice.  There are plenty of hightops, plasmas and a few booths.  It's roomy and they have outdoor seats and opens windows.  We sat at the bar and were greeted relatively quickly by the waiter who was tending a pretty much empty bar.  I decreed a guinness as habitual, Rob ordered a long island iced tea and Matt had a miller light.  Make sure and tell them if you want a top shelf tea otherwise you'll be getting the stuff in the plastic bottles.  I sampled Rob's long island tea and it was not that good path too much sours.  The next one he decreed was much better after a little guidance to the bartender.  The barkeep herself was okay, not too friendly but swiftly sufficiently with the pours.  I don't reminisce her name which is traditionally not a good sign.  We ordered a few things from the appetizer menu.  We launched with the chips and salsa.  The chips were crisp enough, but not served warm and the salsa had some spice but the colors were a little off kind of looked like the colors of pea soup.  Rob then decreed the philadelphia cheese steak sliders.  I tried one it was okay I guess  the bun was warming and it was pretty loaded with cheese and onions.  He requested for a side of mayo and they say they were out, which is weird because there is a giant eagle a couple blocks away.  This pretty much moneys up my experiences at the Bar Louie's I've been too.  They genre of do just sufficiently for me to come back but rarely make any real effort with service.  Possibly I'm being too essential... I tried to decree the baked goat cheese, but they were out... So, I settled on the hummus appetizer.  This was surprisingly quite good.  The pita was warming and toasted the hummus had lots of flavor and the tabouleh was edible.  It's arguably best to stick to uncomplicated stuff when dining here.  Matt had the hottest wings which I tried one and it was okay, your pretty standard mass produced chicken wing.  All in all this place isn't that bad.  If you want to grab a drink before or after the movie and you're more concerned with convenience than necessarily friendly service and really good food than you could do worse.",Successful
"Fantastic food.\n This place is mainly a \""""bar\"""" and does get crowded but I really like the pizza here.  In fact I've never had a bad meal.  The staff are ussually very helpful but it does get a bit loud inside when crowded.","Splendid food.\n This place is principally a \""""bar\"""" and does get congested but I really like the pizza here.  In fact I've never had a bad meal.  The staffing are ussually very advantageous but it does get a bit vocal inside when crowded.",Failed
"The words \""""epic fail\"""" get thrown around a lot these days....but I really feel like they apply in this situation.\n\nWe went on Friday, April 2 and arrived at 5:10pm.  It was busy, but not crowded....no waiting for a table.  Half price apps and drinks -- we ordered at 5:20.\n\nThe food (just appetizers, mind you...) didn't arrive till almost 6pm.  Drinks were ordered and were unbelievably slow.  We placed one order for 6 draft beers at 6:15...they arrived at 6:52.  *37 minutes for beer.*\n\nBy 7:00, we were canceling food orders which we'd given up on after waiting almost an hour.  We just wanted to leave.\n\nInstead of comping anything, they added 18% gratuity to each of our bills.  Uhhhh yeah.  Thanks for giving me one more reason never to come back.   We finally were able to leave around 7:30.\n\nBar Louie:  You are dead to me.","The words \""""epic fails\"""" get thrown roundabout a lot these days....but I genuinely feel like they apply in this situation.\n\nWe went on Friday, April 2 and arrived at 5:10pm.  It was busy, but not congested....no waits for a table.  Half prices apps and drinks -- we ordered at 5:20.\n\nThe diet (just appetizers, intellect you...) didn't arrive till approximately 6pm.  Drinks were ordered and were insanely slows.  We placed one decree for 6 draft beers at 6:15...they arrived at 6:52.  *37 minutes for beer.*\n\nBy 7:00, we were canceling food orders which we'd given up on after awaits roughly an hour.  We just wanted to leave.\n\nInstead of comping something, they added 18% gratuity to each of our bill.  Uhhhh yes.  Gratitude for giving me one more motif never to come back.   We finally were able to leaving circa 7:30.\n\nBar Luis:  You are dead to me.",Failed
"I had the EXACT same experience as John R. Went here to get a quick bite to eat before seeing a movie across the street. The place was near empty and there were three waitresses. Got seated and waited on immediately. Ordered drinks, and it took them 15 minutes to come...no, not alcoholic drinks, two waters and an iced tea. This should have been a bad sign, but at this point we ordered food.\n\n20 minutes go by...we flag down our waitress, to let her know that we need to get to a movie in 45 minutes. She said our food would be out in a few minutes. Another 20 minutes, still no food, and our waitress is nowhere to be seen. We flag down another waitress, she says she will find our waitress, who we then notice is chatting with one of the other waitresses. She finishes her conversation and finally makes her way over to our table about five minutes later. She says she didn't even realize our food hadn't arrived (well, you never even checked on us, so of course you didn't). After speaking with the kitchen staff, she informs us that she \""""definitely\"""" put our order in so it \""""must have been given to someone else by mistake.\"""" Because they wouldn't have noticed that that WASN'T what they ordered? Seriously?\n\nThe waitress told us she could give us our food for take out and, since we were starving, we reluctantly agreed. 10 minutes later, our food and the bill arrived. All that was comped was the iced tea, and we got some free utensils and wetnaps. How generous! We shovelled what we could into our mouths, did NOT leave a tip (thankfully, we didn't have the added gratuity that John had), and sprinted to our movie where we covertly finished our smuggled food. Worst part? I opened the wetnap, and it was totally dry. Of course.\n\nHowever, I gave this place two stars instead of one. That's because my food, when I finally got it, was perfect. I had the Greek burger and it was huge, cooked exactly how I like it, with delicious toppings. I really wish I could come back here for the food but...hell no.","I had the EXACT same experience as John rs. Went here to get a rapid bite to eat before seeing a movie throughout the street. The placing was near empty and there were three waitresses. Got seated and awaited on immediately. Decreed drinks, and it took them 15 minutes to coming...no, not alcoholic beverages, two waters and an iced tea. This should have been a bad sign, but at this point we ordered dietary.\n\n20 minutes go by...we flagged down our waitress, to letting her know that we need to get to a film in 45 minutes. She said our food would be out in a few minutes. Another 20 minutes, still no food, and our waitress is nowhere to be seen. We flagged down another waitress, she said she will find our waitress, who we then notification is chatting with one of the other waitresses. She completes her talks and ultimately makes her path over to our table about five minutes subsequent. She said she didn't even realize our food hadn't arrived (well, you never even verification on us, so of course you didn't). After speaking with the kitchen staffing, she informs us that she \""""definitely\"""" put our order in so it \""""owe have been afforded to somebody otherwise by mistake.\"""" Because they wouldn't have noticed that that WASN'T what they ordered? Severely?\n\nThe waitress tell us she could give us our food for take out and, since we were starving, we unwillingly agreed. 10 minutes later, our food and the bills arrived. All that was comped was the iced tea, and we got some free utensils and wetnaps. How bountiful! We shovelled what we could into our mouths, did NOT leaving a tip (thankfully, we didn't have the add gratuity that John had), and sprinted to our film where we covertly completed our smuggled dietary. Lousiest part? I open the wetnap, and it was totally drier. Of course.\n\nHowever, I yielded this placing two stars instead of one. That's because my food, when I ultimately get it, was impeccable. I had the Greek burger and it was tremendous, cooked exactly how I like it, with delicious trimmings. I genuinely wish I could come back here for the dietary but...hell no.",Failed
"Let me just say that this used to be a place I loved.\n\nRemember when you'd go somewhere and have good food, great service and a general pleasant experience and then a few months you'd go back and have it all again? Well one day you decide to go back and you realized everything has changed in a way that you can't describe and the place is no longer familiar. To me, that is Bar Louie\n\nI can't say the food is bad. I had an order of the pretzel sticks for an appetizer and the cinnamon sauce tasted like water and the pretzels were stale. I will say I still ate them so shame on me. My  sandwich (the Mario) as always was very good.\n\nNow here comes the bad:\n\n1. There were fruit flies EVERYWHERE. I felt like we were eating on top of a garbage dump. At one point I had to get a new drink because one flew in my beer. I understand that the establishment is an indoor/outdoor place but there is no reason for 15 fruit flies to hover over my table.\n\n2. The place is enormous and they had one, very nice, but over worked server. The girl looked like she was about to have a heart attack because she never stopped moving.\n\n3. Because of number two our service in general was not good. I can't totally blame the girl she did the best we could. I mean. I've played Diner Dash on my iPad, I know what happens when a place fills up too quickly when you are the only one working.\n\nIt's sad when a place you love turns into a place you never want to go again. I think I'm being very generous by giving it two stars but because I used to love it so much I can't rate it that low. Part of me hopes it gets better, but like an absentee father it'll just let me down again.","Let me just say that this usage to be a place I adored.\n\nRemember when you'd go somewhere and have good food, grand servicing and a general enjoyable experience and then a few months you'd go back and have it all again? Well one day you decide to go back and you realized every has modification in a path that you can't describes and the placing is no longer familiar. To me, that is Bar Louis\n\nI can't say the dietary is bad. I had an order of the pretzel sticks for an appetizer and the cinnamon gravy tasted like water and the pretzel were obsolete. I will say I still eat them so shaming on me. My  sandwich (the Mario) as always was very good.\n\nNow here happens the naughty:\n\n1. There were fruit fly EVERYWHERE. I felt like we were eating on top of a garbage dump. At one point I had to get a novel drank because one flew in my beer. I comprehend that the creation is an inner/outdoor place but there is no motive for 15 fruit fly to hover over my tables.\n\n2. The place is tremendous and they had one, very nice, but over cooperated server. The girl looked like she was about to have a heart attack because she never stopped moving.\n\n3. Because of number two our service in generals was not good. I can't altogether blame the daughters she did the best we could. I mean. I've played Diner Hyphen on my iPad, I know what happens when a place fills up too speedily when you are the only one collaborating.\n\nIt's sad when a placing you loves turns into a placing you never want to go again. I thoughts I'm being very bountiful by giving it two stars but because I utilize to loves it so much I can't rate it that low. Portions of me hopes it obtains better, but like an absentee father it'll just let me down again.",Failed
"We were going to see a movie that started at 9:40pm. The 2 of us got to Bar Louie at 8:30.  We sat outside, and it was nearly 30 minutes before the waiter even stopped to get our order.  I tried stopping a waitress but was told 'this isn't my table'.  Finally the waiter took our order.  1 Sam Adams light bottle, and one Pineapple Juice+Vodka.  After about 15minutes another waiter (maybe the manager I don't know) asked if we had been waited on. We said yes, and told him we had been waiting.  He left, and another (different) waitress came to bring us our drinks.. they were wrong.. My date was given vodka on the rocks. and I was given a Sam Adams.. \nThey took these back, and another 10 minutes before the correct order was served.. We told them to bring another round and the check.  It was 20 minutes before they returned.. and they forgot the check.\n\nBy this time we had to go to be on time for the movie.. my date asked for the check again so we could leave.. finally they brought it and I gave him my card, when he came back we signed it and left in a hurry to catch the movie.\n\nfor 2 bottle beers, and 2 pineapple juice + vodka I was charged $31.03. I didn't have time to complain or ask. I won't be going back.","We were going to behold a filmmaking that commencing at 9:40pm. The 2 of us got to Bar Luiz at 8:30.  We sat outside, and it was nearly 30 minutes before the waiter even halts to get our order.  I tried stopping a waitress but was tell 'this isn't my table'.  Ultimately the busboy took our decree.  1 Sam Adams light bottle, and one Pineapple Juice+Vodka.  After about 15minutes another waiter (maybe the manger I don't know) asked if we had been awaited on. We said yes, and told him we had been waiting.  He left, and another (different) waitress came to bring us our drinks.. they were amiss.. My date was given vodka on the rocks. and I was afforded a Sam Adams.. \nThey took these back, and another 10 minutes before the correct order was served.. We told them to bring another round and the check.  It was 20 minutes before they return.. and they forgot the check.\n\nBy this time we had to go to be on time for the movie.. my date asked for the checked again so we could leaving.. finally they brought it and I yielded him my card, when he came back we signed it and left in a rashness to catch the filmmaking.\n\nfor 2 bottle beers, and 2 pineapple juice + vodka I was charged $31.03. I didn't have time to complain or requests. I won't be going back.",Failed
When the ratio to wait staff to diners is 3:1 you'd think you could get service!!!\n\nNothing erks me more then seeing idol wait staff and hungry patrons. I very rarely walk out of a restaurant with out having eaten first. I came here on Saturday ay 6pm. Almost none of the diners had food on their table and many of them didn't have drinks in the 15 minutes I was there I counted 9 waitress again I counted 9 waitresses and not a one of them came over to our table to get even a drink order. Just from the looks of it I could tell staying any longer would be a total train wreck. So after 15 minutes of waitress counting we left with empty bellies.,When the ratio to wait staff to diners is 3:1 you'd thoughts you could get servicing!!!\n\nNothing erks me more then seeing idol awaits staff and hungry patrons. I very rarely walk out of a restaurant with out having consumed first. I came here on Saturday ay 6pm. Roughly none of the diners had dietary on their table and many of them didn't have drinks in the 15 minutes I was there I counted 9 waitress again I counted 9 waitresses and not a one of them came over to our tables to get even a drank edict. Righteous from the looks of it I could tell residing any longer would be a total train wrecking. So after 15 minutes of waitress counting we left with empty bellies.,Failed
"I was looking to get out of the apartment on a really nice, sunny day and we decided to drive to Waterfront and walk around. All around great day until we hit Bar Louie for some drinks and appetizers.\n\nI am giving it one star, though it deserves none, because our waitress was nice, if a bit inattentive, and the hummus app we ordered was pretty damn good. Outside of that Bar Louie leaves a lot to be desired.\n\nThis is probably the first place I've been to where they charge $10 and up for all mixed drinks. To me, that is beyond ridiculous. Bar Louie is not an upscale restaurant, as much as they wish they were, and paying almost $60 for three drinks and two appetizers is insanity defined. \n\nAs I mentioned the waitress was friendly, but she definitely did not come back and check on us enough. I really wanted to like this place because of things I had heard and the drinks we had were really damn good, but if it want to spend that kind of money, I'll go somewhere that I can get good service.","I was searching to got out of the apartment on a really nice, sunny day and we decided to driving to Waterfront and walk roundabout. All roundabout tremendous day until we pummeled Bar Louis for some beverages and appetizers.\n\nI am giving it one star, albeit it deserves no, because our waitress was nice, if a bit inattentive, and the hummus app we ordered was quite damn good. Exterior of that Bar Luis leaves a batch to be desire.\n\nThis is presumably the first place I've been to where they charging $10 and up for all blended drinks. To me, that is beyond nonsensical. Bar Luiz is not an upscale restaurant, as much as they wish they were, and pay almost $60 for three drinks and two appetizers is foolishness define. \n\nAs I mentioned the waitress was friendly, but she doubtless did not come back and verification on us enough. I truly wanna to like this placing because of things I had audition and the beverages we had were truly damn good, but if it want to spend that kind of money, I'll go someplace that I can get good service.",Failed
"I came here last night to get a few appetizers before a movie, and was hoping to be able to write a review on the food. Unfortunately, I cannot because the service was so bad that I left before I had the chance to order. We found seats at the bar behind the taps. After sitting there for 5 minutes and not being acknowledged, we thought that they might not be able to see us, and so we moved to a different pair of seats in the middle of the bar, grabbing a few menus on the way so we would be ready to order. It was fairly busy, but it is not like there were people standing at the bar trying to get drinks - everyone was seated and I'm sure they face much busier times. We sat in our new seats for almost 15 minutes (I timed it - I am not exaggerating), and were not even acknowledged. You would at least think the bartender would acknowledge us and tell us he would be with us when he could, but despite staring him down almost the whole time, we could not even make eye contact. I hope this is a fluke but will probably not be back to find out.","I came here last nocturnal to get a few appetizers before a filmmaking, and was hoping to be able to writing a revisited on the nourishment. Alas, I cannot because the servicing was so inclement that I left before I had the luck to decree. We unearthed seating at the bar behind the taps. After sitting there for 5 minutes and not being accepted, we think that they potentially not be able to behold us, and so we moved to a diverse paired of seating in the mid of the bar, grabbing a few menus on the path so we would be poised to decree. It was fairly busy, but it is not like there were people standing at the bar trying to get beverages - everybody was seated and I'm sure they face much busier times. We sat in our newest seating for roughly 15 minutes (I timed it - I am not exaggerating), and were not even recognize. You would at fewest thoughts the bartender would acknowledge us and told us he would be with us when he could, but albeit staring him down nigh the whole time, we could not even make eye contacting. I hope this is a fluke but will probably not be back to find out.",Failed
"The absolute worst service I have ever had at any bar or restaraunt.  And, in looking at other reviews, I am not the first.  There are many options at the Waterfront, and I would suggest you try any of them; but stay far away from this place!","The absolute worst servicing I have ever had at any bar or restaraunt.  And, in looking at other exam, I am not the first.  There are many alternatives at the Waterfront, and I would insinuate you attempt any of them; but stay far away from this place!",Failed
"haha only came here once for happy hour, but i am just pleased with the price. i guess coming from ny, anything would be better price wise. $3 for draft and a big selection of beers so good times. also it's right across the theater so it's a good place to go and chill before the movie starts.. which is exactly what i did haha.","haha only came here once for glad hour, but i am just contented with the pricing. i guess come from ny, anything would be improved pricing wiser. $3 for draft and a big selection of beers so good times. moreover it's right across the theater so it's a good placing to go and chill before the movie initiation.. which is accurately what i did haha.",Successful
"This is one of those places where the presentation is nice, but the taste is too ordinary. Friends and I went here for happy hour (starting at 5pm). They claimed to have $1 draft, $5 mixed drinks, and half off appetizers. When we got there, we realized the happy hour special only applies to certain items, so pretty much the discount was pointless. We ended up spending a fortune on beer and mediocre appetizers. \n\nI only had appetizers here so I can't really judge them for their entr\u00e9es, but I will rate according to my eating/drinking experience.  I got the spinach artichoke dip. It was a little runny and the dip to chips ratio was disappointing. For a dip, it had way too many obstacles built in to it. I don't know what they did with the artichoke, but it was super fibrous...I felt like I was chewing grass. \n\nOverall, I would not recommend this place unless you have money to make it rain. Food was way too average for the high price.","This is one of those locations where the presentation is nice, but the taste is too usual. Friend and I went here for merry hour (begin at 5pm). They claimed to have $1 drafted, $5 blended drinks, and half off appetizers. When we got there, we realized the joyful hour particular only apply to certain items, so pretty much the discounts was fruitless. We ended up spending a fortune on beer and mediocre appetizers. \n\nI only had appetizers here so I can't genuinely justices them for their entr\u00e9es, but I will rate conforming to my eating/drinking experiences.  I get the spinach artichoke fall. It was a little runny and the drop to chips ratio was frustrating. For a fall, it had path too many obstacles construct in to it. I don't know what they did with the artichoke, but it was groovy fibrous...I felt like I was chewing grass. \n\nOverall, I would not recommend this placing unless you have cash to make it rain. Eating was manner too average for the high costing.",Failed
"Servers are chatting, not paying attention to tables. I can see my salad is ready at the window. Worst serves ever.","Servers are chatting, not paying attention to tables. I can behold my salad is ready at the window. Lousiest serving ever.",Failed
"Meh, I just don't see the appeal Bar Louis has to Pittsburghers. I guess this particular restaurant benefits from people who work at the Waterfront stopping in after a shift. It's always packed. Being so close to the AMC theater, they get traffic before and after movies. \n\nIt's expensive, the food is so so. Before I get ahead of myself, I had the BBQ ranch chicken salad without chicken. The BBQ ranch dressing was very good, but it's very easy to duplicate at home. It's equal parts ranch dressing and KC Masterpiece hickory BBQ sauce and a drop or two of Worcestershire and a drop of franks hot sauce. \n\nTuesday is dollar burgers 5 until midnight, daily drink and happy hour selections, but even that's not enough to get me here. Skip it. One caveat for this location, free parking. At Station Square's location you gotta pay to park the jalopy.\n\nI'm eager to see if this place sees a huge drop in business when Burgatory opens across the street.","Meh, I just don't behold the appealed Bar Louis has to Pittsburghers. I guess this special restaurant benefits from people who collaborate at the Waterfront halt in after a shifting. It's permanently packed. Underway so closing to the AMC theaters, they got trafficking before and after movies. \n\nIt's costly, the diet is so so. Before I got ahead of myself, I had the BBQ ranch chicken salad without chicken. The BBQ ranch dressing was very good, but it's very effortless to duplication at houses. It's equals parts ranch dressing and KC Masterpiece hickory BBQ sauce and a fall or two of Worcestershire and a fall of franks hot gravy. \n\nTuesday is dollar burgers 5 until midnight, daily drank and merry hour selections, but even that's not enough to got me here. Skip it. One caveat for this location, extricate parking. At Station Square's location you gotta pay to park the jalopy.\n\nI'm eager to see if this place sees a huge drop in business when Burgatory opens throughout the street.",Failed
"I am normally a Bar Louie Fan - my husband and I LOVE the one in Tampa.  This location needs a lot of work.  We went on a Friday evening before a show at the Improv.  We were looking to meet up with friends and have drinks and a quick bite to eat.  We never got to the food part because of the level of service that we received.  We got there at about 6:40/6:45 so Happy Hour was wrapping up, but I would say that the bar was not even 3/4 full.  There were also plenty of empty tables.  This should have been our sign to run in the opposite direction.  But we grabbed a table.  I am not a clock watcher, so I am not sure how long it took us to get a server but it was at least 5-7 minutes.  Then we got our drinks at 7:04.  The only reason that I know is because I was looking at my phone because my husband and I wanted to get some apps ordered before the end of Happy Hour.  That went out the window.  When our friends for there; they ordered drinks.  We finished them and left.  The server was nice, that is not the issue.  The issue was how GROSSLY UNDERSTAFFED they were.  They had two bartenders on (I think) and not nearly enough cocktail servers.  The server apologized for the wait on the drinks, but explained it away with \""""this happens at the end of happy hour because the bar get swamped\"""".  That is a sign that you need more staff.  I have never had this happen at any other bar before.  Get more staff.  We ended up passing up on food because we were worried about time, not the fact that we did not get HH pricing.  Even though, in my opinion, they should have honored HH pricing since we were ready to order food at 7:50/7:55.  We ended up going to the Improv and got food there.  Bar Louie lost a great deal of my money because their lack of staffing and they will never get our Pittsburgh business again or our friends who live there.","I am routinely a Bar Louis Fan - my husband and I LOVE the one in Tampa.  This location needs a batch of collaborating.  We went on a Friday evening before a displaying at the Improv.  We were searching to meet up with pals and have drinks and a swift bite to eat.  We never got to the diet part because of the tier of service that we received.  We got there at about 6:40/6:45 so Glad Hour was wrapper up, but I would say that the bar was not even 3/4 full.  There were additionally plenty of empty table.  This should have been our sign to run in the opposite direction.  But we grabbed a table.  I am not a stopwatch watcher, so I am not sure how long it took us to get a server but it was at least 5-7 minutes.  Then we get our beverages at 7:04.  The only reason that I know is because I was looking at my telephones because my hubby and I wanted to get some apps ordered before the ends of Merry Hour.  That went out the window.  When our friend for there; they ordered beverages.  We completed them and left.  The server was nice, that is not the issue.  The issue was how GROSSLY UNDERSTAFFED they were.  They had two bartenders on (I thought) and not nigh enough cocktail servers.  The server apologized for the awaits on the beverages, but explained it away with \""""this happens at the terminates of joyous hour because the bar got inundated\"""".  That is a sign that you needed more staff.  I have never had this happen at any other bar before.  Got more staff.  We terminated up passing up on diet because we were worried about time, not the fact that we did not get HH price.  Even albeit, in my opinions, they should have honor HH pricing since we were ready to decree dietary at 7:50/7:55.  We ended up going to the Improv and got nourishment there.  Bar Louie lost a great dealing of my money because their shortage of staffing and they will never get our Pittsburgh business again or our chums who live there.",Failed
"We stopped here to enjoy a drink before our movie. Our server, was friendly. My husband had a margarita and my server suggested a berry mojito to me.\nBoth drinks were overly sweet and barely any alcohol.  After I finished my drink, I used my fork to dig for the blackberries at the bottom only to find (to my disgust), a decent sized piece of clear saran wrap! Ugg! Did they muddle the mint into the saran wrap?!!! She comped the drink but we won't be back.\nCan't speak about the food since we didn't have any but atmosphere was loud and it was difficult to have a conversation without repeating yourself.","We stopped here to enjoy a drank before our films. Our servers, was friendly. My husband had a margherita and my servers suggested a berry mojito to me.\nBoth drinks were inordinately sweet and hardly any alcohol.  After I completed my drank, I utilize my fork to digging for the blackberries at the bottom only to unearth (to my repugnance), a decent sizing piece of clear saran wrap! Ugg! Did they disarray the mint into the saran wrapping?!!! She comped the drank but we won't be back.\nCan't speak about the eating since we didn't have any but ambiance was loud and it was tricky to have a chitchat without repeat yourself.",Failed
